Player Name,Map Name,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team Name,Map #,Stage,Series
Quick,Sunset,[4],"[2, 7]",[],[],[],[],[],[],[],58,1,2,LOUD,3,Playoffs,Semifinals
tuyz,Sunset,"[6, 8, 16]",[],[],[],[],[],[],[],[],65,0,0,LOUD,3,Playoffs,Semifinals
cauanzin,Sunset,[],[5],[18],[],[],[],[],[],[],45,1,0,LOUD,3,Playoffs,Semifinals
Less,Sunset,"[5, 11, 16]",[15],[13],[],[],[],[],[],[],72,2,1,LOUD,3,Playoffs,Semifinals
crashies,Sunset,"[2, 11, 12, 19]","[7, 22]",[],[],[],[1],[],[],[],38,0,2,NRG,1,Playoffs,Semifinals
Victor,Sunset,"[18, 21]","[13, 25]",[],[],[],[],[],[],[],33,1,0,NRG,1,Playoffs,Semifinals
Marved,Sunset,"[3, 8, 11, 14, 18, 19, 27]",[],[],[],[],[],[],[],[],43,1,1,NRG,1,Playoffs,Semifinals
Ethan,Sunset,"[7, 12]",[],[],[],[],[12],[],[],[],27,7,1,NRG,1,Playoffs,Semifinals
Demon1,Sunset,"[1, 2, 15, 27, 30]",[],[],[],[],[],[],[],[],45,0,0,NRG,1,Playoffs,Semifinals
TenZ,Sunset,"[10, 15, 16, 22, 23, 28, 30]",[],[24],[],[],[],[],[],[],64,0,0,SEN,1,Playoffs,Semifinals
Sacy,Sunset,"[20, 26]",[17],[],[],[],[],[],[],[],44,9,0,SEN,1,Playoffs,Semifinals
Zellsis,Sunset,"[3, 19]",[],[],[],[],[],[],[],[],39,1,1,SEN,1,Playoffs,Semifinals
johnqt,Sunset,"[2, 10, 12, 16, 27, 29]",[],[],[],[],[],[],[],[],39,0,0,SEN,1,Playoffs,Semifinals
zekken,Sunset,"[5, 6, 15, 23, 26, 28]","[21, 30]",[1],[],[],[],[],[],[],62,0,3,SEN,1,Playoffs,Semifinals
crashies,Ascent,"[4, 17, 21]",[],[],[],[],[],[],[],[],45,2,1,NRG,2,Playoffs,Semifinals
Victor,Ascent,"[3, 5, 17, 19]",[],[],[],[],[5],[],[],[],58,0,0,NRG,2,Playoffs,Semifinals
Marved,Ascent,"[1, 8]",[],[],[],[],[],[],[],[],29,0,0,NRG,2,Playoffs,Semifinals
Ethan,Ascent,"[1, 6, 10, 13, 15]","[3, 4]",[14],[],[],[],[],[],[],75,6,2,NRG,2,Playoffs,Semifinals
Demon1,Ascent,"[5, 9, 13, 21]",[19],[],[],[],[],[],[],[],54,1,0,NRG,2,Playoffs,Semifinals
TenZ,Ascent,"[1, 16]",[],[],[],[],[],[],[],[],59,2,0,SEN,2,Playoffs,Semifinals
Sacy,Ascent,[12],[1],[],[],[1],[],[],[],[],54,2,1,SEN,2,Playoffs,Semifinals
Zellsis,Ascent,"[2, 6, 15, 18, 21]",[12],[],[],[],[],[],[],[],53,3,0,SEN,2,Playoffs,Semifinals
johnqt,Ascent,[7],[],[],[],[],[],[],[],[],26,0,0,SEN,2,Playoffs,Semifinals
zekken,Ascent,"[3, 13]",[],[],[],[],[],[],[],[],57,0,0,SEN,2,Playoffs,Semifinals
crashies,Split,[],[16],[],[],[],[],[],[],[],33,4,0,NRG,3,Playoffs,Semifinals
Victor,Split,"[4, 12]",[8],[],[],[],[],[],[],[],51,1,1,NRG,3,Playoffs,Semifinals
Marved,Split,"[5, 7, 14]",[],[],[13],[],[],[],[],[],68,0,0,NRG,3,Playoffs,Semifinals
Ethan,Split,"[6, 10]",[],[],[],[],[],[],[],[],44,1,0,NRG,3,Playoffs,Semifinals
Demon1,Split,"[1, 11, 14]",[],[],[],[],[],[],[],[],42,2,0,NRG,3,Playoffs,Semifinals
TenZ,Split,"[3, 7]",[5],[],[],[],[],[],[],[],46,1,0,SEN,3,Playoffs,Semifinals
Sacy,Split,[15],"[10, 16]",[],[],[],[16],[],[],[],60,1,1,SEN,3,Playoffs,Semifinals
Zellsis,Split,"[1, 9, 15]",[11],[],[],[],[],[],[],[],71,0,1,SEN,3,Playoffs,Semifinals
johnqt,Split,"[2, 3, 9, 12]",[7],[6],[],"[6, 7]",[],[],[],[],81,1,3,SEN,3,Playoffs,Semifinals
zekken,Split,"[1, 4]",[],[],[],[],[],[],[],[],47,0,2,SEN,3,Playoffs,Semifinals
saadhak,Sunset,"[7, 18]",[],[],[],[],[],[],[],[],42,0,1,LOUD,1,Playoffs,Grand Final
Quick,Sunset,"[3, 4, 8, 14, 15, 19]",[],[],[],[],[9],[],[],[],55,0,1,LOUD,1,Playoffs,Grand Final
tuyz,Sunset,"[13, 14, 18, 21]",[],[],[],[13],[18],[],[13],[],59,0,0,LOUD,1,Playoffs,Grand Final
cauanzin,Sunset,"[7, 10]",[],[],[],[],[],[],[],[],45,9,1,LOUD,1,Playoffs,Grand Final
Less,Sunset,[6],[9],[],[],[3],[],[],[],[],56,0,1,LOUD,1,Playoffs,Grand Final
TenZ,Sunset,"[5, 9, 15, 17, 18, 20]","[10, 16]",[],[],[],[],[],[],[],83,1,0,SEN,1,Playoffs,Grand Final
Sacy,Sunset,"[4, 5, 11, 13, 18]",[6],[],[],[],[],[5],[],[],78,10,0,SEN,1,Playoffs,Grand Final
Zellsis,Sunset,"[15, 16]",[22],[],[],[],[],[],[],[],42,0,1,SEN,1,Playoffs,Grand Final
johnqt,Sunset,"[2, 19, 20]",[],[],[],[],[],[],[],[],48,0,2,SEN,1,Playoffs,Grand Final
zekken,Sunset,"[1, 2, 3, 11, 17]",[12],[],[],[],[],[],[],[],54,1,1,SEN,1,Playoffs,Grand Final
saadhak,Split,[],[],[],[],[],[],[],[],[],22,1,0,LOUD,2,Playoffs,Grand Final
Quick,Split,[5],[],[],[],[],[],[],[],[],40,0,0,LOUD,2,Playoffs,Grand Final
tuyz,Split,[7],[],[],[],[],[],[],[],[],39,0,0,LOUD,2,Playoffs,Grand Final
cauanzin,Split,"[1, 12, 14]",[],[],[],[],[],[],[],[],34,3,0,LOUD,2,Playoffs,Grand Final
Less,Split,[5],[10],[],[],[],[],[],[],[],80,2,0,LOUD,2,Playoffs,Grand Final
TenZ,Split,"[7, 10, 12, 13, 15]",[3],[],[],[],[],[],[],[],73,1,0,SEN,2,Playoffs,Grand Final
Sacy,Split,"[1, 4, 7]",[],[],[],[],[],[],[],[],69,3,2,SEN,2,Playoffs,Grand Final
Zellsis,Split,"[9, 11]",[14],[],[],[10],[],[],[],[],57,0,1,SEN,2,Playoffs,Grand Final
johnqt,Split,[4],[],[],[],[],[],[],[],[],52,0,0,SEN,2,Playoffs,Grand Final
zekken,Split,"[2, 5, 9, 16]",[6],[],[],[],[],[],[],[],84,0,0,SEN,2,Playoffs,Grand Final
saadhak,Icebox,"[7, 11, 23]",[24],[],[],[],[],[],[],[],60,7,0,LOUD,3,Playoffs,Grand Final
Quick,Icebox,[19],[12],[],[],[],[],[],[],[],39,0,0,LOUD,3,Playoffs,Grand Final
tuyz,Icebox,"[2, 3]","[10, 22]",[],[],[],[2],[],[],[],57,3,1,LOUD,3,Playoffs,Grand Final
cauanzin,Icebox,"[5, 8, 13]",[9],[],[],[],[],[],[],[],64,1,0,LOUD,3,Playoffs,Grand Final
Less,Icebox,[13],"[5, 18]",[],[],[],[],[],[],[],62,0,2,LOUD,3,Playoffs,Grand Final
TenZ,Icebox,[19],"[1, 6, 21]",[],[],[],[],[],[],[],49,1,0,SEN,3,Playoffs,Grand Final
Sacy,Icebox,[10],[],[],[],[],[],[],[],[],25,7,2,SEN,3,Playoffs,Grand Final
Zellsis,Icebox,"[4, 14, 15, 19]",[17],[],[],[],[],[],[],[],42,0,0,SEN,3,Playoffs,Grand Final
johnqt,Icebox,"[2, 7, 12, 22]",[4],[],[],[7],[],[],[],[],60,2,1,SEN,3,Playoffs,Grand Final
zekken,Icebox,"[5, 8, 20]",[],[],[],[],[],[],[],[],44,0,0,SEN,3,Playoffs,Grand Final
saadhak,Bind,[],[16],[],[],[],[],[],[],[],66,2,0,LOUD,4,Playoffs,Grand Final
Quick,Bind,"[6, 21]","[8, 9, 12]",[2],[],[],[],[],[],[],69,2,0,LOUD,4,Playoffs,Grand Final
tuyz,Bind,"[3, 5, 13, 20, 21]",[11],[],[],"[13, 20]",[],[],[],[],58,3,2,LOUD,4,Playoffs,Grand Final
cauanzin,Bind,"[11, 13, 19]",[10],[],[],[],[],[],[],[],46,3,1,LOUD,4,Playoffs,Grand Final
Less,Bind,"[1, 4, 10]",[],[],[],[],[],[],[],[],21,0,0,LOUD,4,Playoffs,Grand Final
TenZ,Bind,"[1, 16, 17, 19]",[],[],[],[],[],[],[],[],46,1,0,SEN,4,Playoffs,Grand Final
Sacy,Bind,[15],[7],[],[],[],[],[],[],[],46,3,0,SEN,4,Playoffs,Grand Final
Zellsis,Bind,[16],"[9, 20]",[],[],[],[],[],[],[],60,2,1,SEN,4,Playoffs,Grand Final
johnqt,Bind,"[2, 7, 13]",[3],[],[],[3],[],[],[],[],59,2,0,SEN,4,Playoffs,Grand Final
zekken,Bind,"[9, 19]",[14],[],[],[],[],[],[],[],59,0,0,SEN,4,Playoffs,Grand Final
saadhak,Lotus,"[11, 16, 17]",[],[],[],[7],[],[],[],[],47,2,1,LOUD,5,Playoffs,Grand Final
Quick,Lotus,"[4, 12, 14]",[7],[],[],[],[],[],[],[],66,0,0,LOUD,5,Playoffs,Grand Final
tuyz,Lotus,"[10, 13, 15]",[],[],[],[],[],[],[],[],53,0,1,LOUD,5,Playoffs,Grand Final
cauanzin,Lotus,"[1, 14, 15]",[],[],[],[],[],[],[],[],46,2,0,LOUD,5,Playoffs,Grand Final
Less,Lotus,"[5, 8]",[12],[],[],[],[],[],[],[],74,0,0,LOUD,5,Playoffs,Grand Final
TenZ,Lotus,"[2, 16]",[13],[],[],[],[],[],[],[],47,1,0,SEN,5,Playoffs,Grand Final
Sacy,Lotus,"[1, 7, 8, 9]",[11],[],[],[11],[1],[],[],[],68,4,0,SEN,5,Playoffs,Grand Final
Zellsis,Lotus,[6],[],[],[],[5],[],[],[],[],35,1,1,SEN,5,Playoffs,Grand Final
johnqt,Lotus,"[3, 6, 10]",[],[],[],"[4, 6, 8]",[12],[],[],[],64,3,0,SEN,5,Playoffs,Grand Final
zekken,Lotus,"[2, 3, 9, 17]","[5, 12]",[],[],[],[17],[],[],[],72,2,1,SEN,5,Playoffs,Grand Final
Rossy,Breeze,"[5, 20, 22, 25, 30]",[],[],[],[],[],[],[],[],35,3,2,T1,1,Group Stage,Opening (A)
Sayaplayer,Breeze,"[3, 9, 10, 11, 20, 22, 23, 33]",[4],[31],[],[20],[],[],[],[],61,0,2,T1,1,Group Stage,Opening (A)
xccurate,Breeze,"[3, 8, 16, 21, 26, 30, 32]","[28, 34]",[],[],[],[],[],[],[],50,2,0,T1,1,Group Stage,Opening (A)
iZu,Breeze,"[10, 15, 21]",[11],[],[12],[33],[],[],[],[],42,0,1,T1,1,Group Stage,Opening (A)
Carpe,Breeze,"[9, 13, 17, 23, 32]",[],[18],[],[],[],[],[],[],41,9,1,T1,1,Group Stage,Opening (A)
yay,Breeze,"[6, 13, 19]","[14, 17, 25]",[],[],[13],[],[],[],[],41,0,2,BLD,1,Group Stage,Opening (A)
crazyguy,Breeze,"[2, 8, 26]",[7],[],[],[],[],[],[],[],31,1,1,BLD,1,Group Stage,Opening (A)
Egoist,Breeze,"[10, 27]",[],[],[],[],[],[],[],[],25,7,1,BLD,1,Group Stage,Opening (A)
sScary,Breeze,"[5, 6, 14, 16, 25, 27, 29, 32]",[],[],[],[],"[16, 25]",[32],[],[],46,1,2,BLD,1,Group Stage,Opening (A)
Deryeon,Breeze,"[4, 5, 20, 21, 23, 31]",[2],[],[],[17],[],[],[],[],44,4,0,BLD,1,Group Stage,Opening (A)
Rossy,Lotus,"[3, 6, 17]",[8],[],[],[],[],[],[],[],73,2,0,T1,2,Group Stage,Opening (A)
Sayaplayer,Lotus,[4],[],[],[],[],[],[],[],[],33,0,0,T1,2,Group Stage,Opening (A)
xccurate,Lotus,"[2, 9, 10]",[13],[],[],[],[],[],[],[],38,0,1,T1,2,Group Stage,Opening (A)
iZu,Lotus,"[3, 6, 9, 10]",[18],[],[],[],[],[],[],[],73,2,1,T1,2,Group Stage,Opening (A)
Carpe,Lotus,"[7, 11, 17, 19]",[14],[1],[],"[13, 19]",[],[],[],[],71,6,2,T1,2,Group Stage,Opening (A)
yay,Lotus,"[5, 16]",[],[],[],[],[],[],[],[],51,4,0,BLD,2,Group Stage,Opening (A)
crazyguy,Lotus,"[10, 11]","[5, 16]",[],[],[],[],[],[],[],63,1,1,BLD,2,Group Stage,Opening (A)
Egoist,Lotus,"[7, 12, 13, 17, 19]",[],[],[],[17],[],[],[],[],58,2,0,BLD,2,Group Stage,Opening (A)
sScary,Lotus,"[11, 12, 15]",[3],[],[],[],[11],[],[],[],47,0,1,BLD,2,Group Stage,Opening (A)
Deryeon,Lotus,[],[],[],[],[],[],[],[],[],37,0,0,BLD,2,Group Stage,Opening (A)
Lakia,Icebox,[],[],[],[],[],[],[],[],[],28,6,2,GEN,1,Group Stage,Opening (C)
Munchkin,Icebox,[],[20],[],[],[],[],[],[],[],51,0,2,GEN,1,Group Stage,Opening (C)
t3xture,Icebox,"[6, 7, 11, 16, 23]","[8, 21]","[14, 24]",[],[16],[],[],[],[],97,1,1,GEN,1,Group Stage,Opening (C)
Meteor,Icebox,"[3, 6, 10, 13, 20, 22]",[11],[],[],[13],[],[],[],[],67,0,1,GEN,1,Group Stage,Opening (C)
Karon,Icebox,[1],[4],[],[],[],[4],[],[],[],40,1,0,GEN,1,Group Stage,Opening (C)
xffero,Icebox,"[2, 10, 12, 13, 15, 16, 23]",[],[],[],[],[],[],[],[],68,2,0,RRQ,1,Group Stage,Opening (C)
fl1pzjder,Icebox,"[9, 13, 23]",[17],[],[],[],[23],[],[],[],40,5,2,RRQ,1,Group Stage,Opening (C)
Lmemore,Icebox,"[5, 12]","[3, 18]",[],[],[],[],[],[],[],51,0,0,RRQ,1,Group Stage,Opening (C)
Jemkin,Icebox,"[4, 5, 14, 19]","[1, 2, 15]",[],[],[3],[],[],[],[],55,1,0,RRQ,1,Group Stage,Opening (C)
Estrella,Icebox,"[9, 16]",[],[],[],[],[],[],[],[],26,3,0,RRQ,1,Group Stage,Opening (C)
Lakia,Split,"[8, 15]",[],[18],[],[],[],[],[],[],48,4,0,GEN,2,Group Stage,Opening (C)
Munchkin,Split,"[17, 21]",[16],[],[],[],[],[],[],[],56,1,0,GEN,2,Group Stage,Opening (C)
t3xture,Split,"[12, 14, 19, 21, 24]",[],[],[],[],[],[],[],[],54,1,0,GEN,2,Group Stage,Opening (C)
Meteor,Split,"[1, 19]","[15, 17, 22]",[3],[],[],[],[],[],[],50,0,0,GEN,2,Group Stage,Opening (C)
Karon,Split,"[4, 6, 8, 12, 23]",[13],[],[],[],[],[],[],[],51,0,0,GEN,2,Group Stage,Opening (C)
xffero,Split,"[1, 23]",[],[5],[],[],[],[],[],[],44,3,0,RRQ,2,Group Stage,Opening (C)
fl1pzjder,Split,[18],[24],[20],[],[],[],[],[],[],52,0,1,RRQ,2,Group Stage,Opening (C)
Lmemore,Split,"[2, 4, 9, 10, 24]",[6],[],[],[10],[],[],[],[],55,0,1,RRQ,2,Group Stage,Opening (C)
Jemkin,Split,[9],"[3, 10]",[],[],[],[3],[],[],[],42,0,1,RRQ,2,Group Stage,Opening (C)
Estrella,Split,"[4, 8, 11, 23]",[7],[],[],[],[],[],[],[],62,0,1,RRQ,2,Group Stage,Opening (C)
Lakia,Sunset,"[7, 8, 9, 10, 12]",[],[],[],[10],[8],[],[],[],56,4,2,GEN,3,Group Stage,Opening (C)
Munchkin,Sunset,"[2, 14, 21]",[15],[],[],[15],[],[],[],[],52,0,2,GEN,3,Group Stage,Opening (C)
t3xture,Sunset,"[5, 7, 10, 20]",[21],"[3, 4]",[],[],[],[4],[],[],94,1,2,GEN,3,Group Stage,Opening (C)
Meteor,Sunset,"[8, 12, 13]","[5, 20]",[],[],[],[],[],[],[],53,0,0,GEN,3,Group Stage,Opening (C)
Karon,Sunset,[16],[],[],[],[14],[],[],[],[],22,1,0,GEN,3,Group Stage,Opening (C)
xffero,Sunset,"[8, 19]",[2],[],[],[],[2],[],[],[],41,7,0,RRQ,3,Group Stage,Opening (C)
fl1pzjder,Sunset,[17],"[18, 21]",[],[],[],[],[],[],[],38,0,0,RRQ,3,Group Stage,Opening (C)
Lmemore,Sunset,[6],[1],[],[],[],[],[],[],[],41,1,0,RRQ,3,Group Stage,Opening (C)
Jemkin,Sunset,[11],"[10, 15, 16]",[],[],[],[],[],[],[],57,0,0,RRQ,3,Group Stage,Opening (C)
Estrella,Sunset,"[4, 6, 9, 19]",[14],[],[],[],[],[],[],[],68,2,1,RRQ,3,Group Stage,Opening (C)
Dep,Bind,"[1, 3, 7, 9, 19, 23]",[],[8],[],[],[],[],[],[],64,0,1,ZETA,1,Group Stage,Opening (A)
Laz,Bind,"[9, 10, 11, 17]",[3],[],[],[],[],[],[],[],41,0,0,ZETA,1,Group Stage,Opening (A)
SugarZ3ro,Bind,"[16, 21, 23]",[20],[22],[],[],[],[],[],[],66,0,0,ZETA,1,Group Stage,Opening (A)
hiroronn,Bind,"[10, 20]",[18],[],[],[],[],[],[],[],55,7,0,ZETA,1,Group Stage,Opening (A)
yuran,Bind,"[1, 7]","[2, 15, 17]",[],[],[7],[],[],[],[],51,0,3,ZETA,1,Group Stage,Opening (A)
Russ,Bind,"[1, 7, 14]",[12],[],[],[],[],[],[],[],41,1,0,GE,1,Group Stage,Opening (A)
blaZek1ng,Bind,"[5, 9]",[],[],[],[],[],[],[],[],48,5,0,GE,1,Group Stage,Opening (A)
Polvi,Bind,"[13, 22]",[4],[],[],[],[],[],[],[],54,1,0,GE,1,Group Stage,Opening (A)
Lightningfast,Bind,"[13, 18]",[],[],[],[9],[],[],[],[],41,2,1,GE,1,Group Stage,Opening (A)
Benkai,Bind,"[5, 6, 22]",[],[],[],"[21, 22]",[],[],[],[],45,0,0,GE,1,Group Stage,Opening (A)
Dep,Icebox,"[13, 14, 18]",[],[19],[],[],[],[],[],[],50,1,0,ZETA,2,Group Stage,Opening (A)
Laz,Icebox,"[1, 10]",[],[],[],[],[],[],[],[],55,0,1,ZETA,2,Group Stage,Opening (A)
SugarZ3ro,Icebox,[1],[],[],[],[],[],[],[],[],43,6,1,ZETA,2,Group Stage,Opening (A)
hiroronn,Icebox,"[10, 12, 17, 20]",[],[7],[],[],[],[],[],[],91,0,1,ZETA,2,Group Stage,Opening (A)
yuran,Icebox,"[5, 11, 20]",[],[15],[],[],[],[],[],[],78,1,0,ZETA,2,Group Stage,Opening (A)
Russ,Icebox,[],[],[],[],[],[],[],[],[],27,6,0,GE,2,Group Stage,Opening (A)
blaZek1ng,Icebox,[13],[],[],[],[],[],[],[],[],41,2,0,GE,2,Group Stage,Opening (A)
Polvi,Icebox,[6],[9],[2],[],[],[],[],[],[],68,0,0,GE,2,Group Stage,Opening (A)
Lightningfast,Icebox,"[5, 6, 17]",[4],[],[],[],[],[],[],[],53,1,0,GE,2,Group Stage,Opening (A)
Benkai,Icebox,[12],[],[],[],[],[19],[],[],[],22,0,1,GE,2,Group Stage,Opening (A)
BORKUM,Breeze,"[1, 10, 19]",[],[],[],[],[],[],[],[],55,1,0,TS,1,Group Stage,Opening (B)
JessieVash,Breeze,"[6, 8, 9]",[13],[],[],[],[],[],[],[],50,4,1,TS,1,Group Stage,Opening (B)
Jremy,Breeze,"[12, 14, 18, 19]",[3],[],[],[],[],[],[],[],62,0,1,TS,1,Group Stage,Opening (B)
invy,Breeze,"[11, 13, 18]",[],[],[],[],[],[],[],[],34,1,0,TS,1,Group Stage,Opening (B)
NDG,Breeze,[],[],[],[],[],[],[],[],[],30,1,0,TS,1,Group Stage,Opening (B)
Crws,Breeze,"[1, 15, 17, 20]",[],[],[],[8],[],[],[],[],44,2,1,TLN,1,Group Stage,Opening (B)
Governor,Breeze,[9],"[1, 2]","[4, 7]",[],[],[],[],[],[],71,0,2,TLN,1,Group Stage,Opening (B)
ban,Breeze,"[8, 9, 12]","[6, 17, 21]",[],[],[6],[],[],[],[],62,0,1,TLN,1,Group Stage,Opening (B)
lenne,Breeze,"[5, 15]",[],[],[],[],[],[],[],[],47,1,0,TLN,1,Group Stage,Opening (B)
JitBoyS,Breeze,"[5, 6]",[],[],[],[],[],[],[],[],54,3,0,TLN,1,Group Stage,Opening (B)
BORKUM,Ascent,[12],[],[],[],[],[],[],[],[],31,3,0,TS,2,Group Stage,Opening (B)
JessieVash,Ascent,[13],[3],[],[],[12],[],[3],[],[],42,2,0,TS,2,Group Stage,Opening (B)
Jremy,Ascent,"[1, 11]",[],[],[],[],[],[],[],[],61,0,0,TS,2,Group Stage,Opening (B)
invy,Ascent,[6],[],[],[],[],[],[],[],[],30,4,0,TS,2,Group Stage,Opening (B)
NDG,Ascent,[],[],[],[],[],[],[],[],[],27,0,0,TS,2,Group Stage,Opening (B)
Crws,Ascent,[7],[],[],[],[],[],[],[],[],33,1,0,TLN,2,Group Stage,Opening (B)
Governor,Ascent,"[1, 5, 15]","[2, 3, 8, 10, 16]",[],[],[],[],[],[],[],108,0,3,TLN,2,Group Stage,Opening (B)
ban,Ascent,"[6, 9, 13]",[],[],[],[],[],[],[],[],40,0,0,TLN,2,Group Stage,Opening (B)
lenne,Ascent,"[6, 14]",[15],[11],[],[],[],[],[],[],106,1,1,TLN,2,Group Stage,Opening (B)
JitBoyS,Ascent,"[10, 14]",[5],[],[],[],[],[],[],[],71,1,2,TLN,2,Group Stage,Opening (B)
stax,Lotus,"[1, 7, 8, 14]",[18],[],[],[],[],[],[],[],56,4,1,DRX,1,Group Stage,Opening (B)
BuZz,Lotus,"[1, 17, 20]","[4, 6]",[],[],[],[],[],[],[],53,0,0,DRX,1,Group Stage,Opening (B)
MaKo,Lotus,"[10, 11, 13]",[],[],[],[],[],[],[],[],61,4,0,DRX,1,Group Stage,Opening (B)
Foxy9,Lotus,"[3, 7]",[2],[21],[],[],[],[],[],[],57,0,0,DRX,1,Group Stage,Opening (B)
Flashback,Lotus,"[5, 14, 17, 19, 20]",[],[],[],[],[],[],[],[],47,1,0,DRX,1,Group Stage,Opening (B)
Medusa,Lotus,[13],[],[],[],[],[],[],[],[],25,1,0,DFM,1,Group Stage,Opening (B)
neth,Lotus,"[5, 10, 12, 18]",[],[],[],[17],[],[],[],[],54,2,2,DFM,1,Group Stage,Opening (B)
Meiy,Lotus,"[3, 6, 9, 11]",[],[],[],[],[],[],[],[],62,1,0,DFM,1,Group Stage,Opening (B)
Anthem,Lotus,"[7, 8, 11, 15]",[],[],[],"[8, 11]",[],[],[],[],47,2,1,DFM,1,Group Stage,Opening (B)
SSeeS,Lotus,"[1, 9, 12]",[3],[],[],[],[],[3],[],[],52,0,0,DFM,1,Group Stage,Opening (B)
stax,Breeze,[],[],[7],[],[21],[],[],[],[],51,4,1,DRX,2,Group Stage,Opening (B)
BuZz,Breeze,"[9, 15]",[6],[],[],[],[],[],[],[],46,0,0,DRX,2,Group Stage,Opening (B)
MaKo,Breeze,"[10, 11, 21]","[2, 14]",[],[],[],[],[],[],[],61,2,1,DRX,2,Group Stage,Opening (B)
Foxy9,Breeze,"[12, 13]",[19],[],[],[],[],[],[],[],44,1,1,DRX,2,Group Stage,Opening (B)
Flashback,Breeze,"[1, 6, 12, 14]",[9],[8],[],[],[],[],[],[],62,0,2,DRX,2,Group Stage,Opening (B)
Medusa,Breeze,"[11, 15, 18]","[3, 16]",[],[],[11],[],[],[],[],74,0,0,DFM,2,Group Stage,Opening (B)
neth,Breeze,"[11, 20, 21]",[],[],[],[],[],[],[],[],32,5,0,DFM,2,Group Stage,Opening (B)
Meiy,Breeze,"[1, 16, 18]",[],[10],[],[10],[],[],[],[],50,1,1,DFM,2,Group Stage,Opening (B)
Anthem,Breeze,[15],[],[],[],[],[],[],[],[],43,2,0,DFM,2,Group Stage,Opening (B)
SSeeS,Breeze,[13],[],[],[],[],[],[],[],[],37,0,1,DFM,2,Group Stage,Opening (B)
Lakia,Breeze,[],[21],[],[],[],[],[],[],[],31,3,0,GEN,1,Group Stage,Winner's (C)
Munchkin,Breeze,[12],"[18, 20, 23]",[],[],[18],[20],[],[],[],52,4,0,GEN,1,Group Stage,Winner's (C)
t3xture,Breeze,"[17, 18]","[5, 13, 22]",[1],[2],[],[],[],[],[],89,0,0,GEN,1,Group Stage,Winner's (C)
Meteor,Breeze,"[12, 14, 17]",[],[19],[],[],[],[],[],[],52,1,0,GEN,1,Group Stage,Winner's (C)
Karon,Breeze,"[3, 14]","[4, 15]",[9],[],[9],[],[],[],[],46,2,2,GEN,1,Group Stage,Winner's (C)
Monyet,Breeze,"[8, 13, 16, 18]",[],[],[],[17],[],[],[],[],39,2,1,PRX,1,Group Stage,Winner's (C)
mindfreak,Breeze,"[7, 12, 21]",[],[],[],[],[],[],[],[],54,1,0,PRX,1,Group Stage,Winner's (C)
f0rsakeN,Breeze,[17],[20],[],[],[],[],[],[],[],50,4,0,PRX,1,Group Stage,Winner's (C)
d4v41,Breeze,"[10, 13, 17]","[3, 6, 8]",[],[],[6],"[3, 13]",[],[],[],83,0,1,PRX,1,Group Stage,Winner's (C)
something,Breeze,"[9, 14, 21]",[11],[],[],[],[],[],[],[],64,1,1,PRX,1,Group Stage,Winner's (C)
Lakia,Lotus,"[13, 14, 16, 17]",[],[],[],[14],[],[],[],[],33,5,1,GEN,2,Group Stage,Winner's (C)
Munchkin,Lotus,[],[21],[],[],[],[],[],[],[],50,0,0,GEN,2,Group Stage,Winner's (C)
t3xture,Lotus,"[2, 6, 13, 23]","[5, 7]",[],[],[],[],[],[],[],64,1,0,GEN,2,Group Stage,Winner's (C)
Meteor,Lotus,"[3, 4, 5, 20]",[],[10],[],[],[],[],[],[],79,1,0,GEN,2,Group Stage,Winner's (C)
Karon,Lotus,[],"[11, 22]",[],[],[],[],[],[],[],49,1,0,GEN,2,Group Stage,Winner's (C)
Monyet,Lotus,"[1, 9, 12, 16, 18]",[],[],[],[],[],[],[],[],65,3,1,PRX,2,Group Stage,Winner's (C)
mindfreak,Lotus,[20],[4],[],[],"[11, 20]",[4],[],[],[],22,0,1,PRX,2,Group Stage,Winner's (C)
f0rsakeN,Lotus,"[1, 9, 11, 12]",[],[],[],[],[],[],[],[],43,0,0,PRX,2,Group Stage,Winner's (C)
d4v41,Lotus,"[7, 19, 20, 22]",[8],[],[],[7],[],[],[],[],66,3,1,PRX,2,Group Stage,Winner's (C)
something,Lotus,"[7, 10, 11, 14, 16]",[15],[23],[],[],[],[],[],[],79,1,0,PRX,2,Group Stage,Winner's (C)
Lakia,Sunset,"[4, 14, 16, 17, 18]",[12],[19],[],[18],[],[],[],[],66,2,1,GEN,3,Group Stage,Winner's (C)
Munchkin,Sunset,"[6, 13, 16]",[],[],[],[],[],[],[],[],23,0,0,GEN,3,Group Stage,Winner's (C)
t3xture,Sunset,[9],"[3, 6]",[],[],[],[],[6],[],[],50,0,0,GEN,3,Group Stage,Winner's (C)
Meteor,Sunset,[],[],[],[],[],[],[],[],[],24,0,1,GEN,3,Group Stage,Winner's (C)
Karon,Sunset,"[3, 13, 14, 18]",[],[],[],[],[3],[],[],[],61,2,1,GEN,3,Group Stage,Winner's (C)
Monyet,Sunset,"[8, 19]","[7, 18]",[],[],[],[],[],[],[],53,0,0,PRX,3,Group Stage,Winner's (C)
mindfreak,Sunset,"[1, 9, 11]",[],[],[],[],[],[],[],[],49,0,0,PRX,3,Group Stage,Winner's (C)
f0rsakeN,Sunset,"[12, 20]",[5],"[2, 3]",[],[],[],[],[],[],70,1,0,PRX,3,Group Stage,Winner's (C)
