Player Name,Map Name,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team Name,Map #,Stage,Series
NDG,Ascent,"[6, 13, 15, 16]",[5],[],[],[19],[],[],[],[],63,0,0,TS,2,Play-Ins,Play-ins
Lakia,Icebox,"[2, 4, 5, 19]","[1, 15]",[],[],[],[],[],[],[],68,8,1,GEN,1,Play-Ins,Play-ins
Munchkin,Icebox,[],[16],[],[],[],[],[],[],[],40,0,0,GEN,1,Play-Ins,Play-ins
t3xture,Icebox,"[3, 4, 9, 15]",[10],[],[],[],[],[],[],[],69,1,0,GEN,1,Play-Ins,Play-ins
Meteor,Icebox,"[3, 8, 9, 13, 16, 19]","[6, 18]",[],[],[18],[3],[],[],[],68,1,0,GEN,1,Play-Ins,Play-ins
Karon,Icebox,"[2, 8, 12, 13, 17]",[],[],[],[],[8],[],[],[],69,1,0,GEN,1,Play-Ins,Play-ins
Dep,Icebox,"[7, 12]",[],[],[],[],[],[],[],[],46,0,0,ZETA,1,Play-Ins,Play-ins
Laz,Icebox,"[3, 7, 8, 14]",[],[],[],[],[],[],[],[],45,0,0,ZETA,1,Play-Ins,Play-ins
SugarZ3ro,Icebox,[17],[],[],[],[5],[],[],[],[],19,2,2,ZETA,1,Play-Ins,Play-ins
hiroronn,Icebox,"[5, 11, 13]",[],[],[],[],[13],[],[6],[],48,0,0,ZETA,1,Play-Ins,Play-ins
yuran,Icebox,"[3, 14, 18]",[],[],[],[],[],[],[],[],51,1,1,ZETA,1,Play-Ins,Play-ins
Lakia,Ascent,[6],[4],[],[],[],[],[],[],[],47,2,1,GEN,2,Play-Ins,Play-ins
Munchkin,Ascent,"[1, 10]",[],[2],[],[],[],[],[],[],51,1,3,GEN,2,Play-Ins,Play-ins
t3xture,Ascent,"[15, 16]",[3],[],[],[11],[],[],[],[],71,0,1,GEN,2,Play-Ins,Play-ins
Meteor,Ascent,"[1, 10]",[9],"[12, 17]",[],[],[],[],[],[],72,0,0,GEN,2,Play-Ins,Play-ins
Karon,Ascent,"[6, 8, 15, 16]",[11],[],[],[6],[],[],[],[],92,0,1,GEN,2,Play-Ins,Play-ins
Dep,Ascent,"[1, 5, 8]",[],[],[],[],[],[],[],[],39,0,0,ZETA,2,Play-Ins,Play-ins
Laz,Ascent,"[11, 13, 14]",[5],[],[],[],[],[],[],[],64,3,0,ZETA,2,Play-Ins,Play-ins
SugarZ3ro,Ascent,"[7, 13]",[],[6],[],[],[],[],[],[],56,1,0,ZETA,2,Play-Ins,Play-ins
hiroronn,Ascent,[7],[],[],[],[],[],[],[],[],48,4,0,ZETA,2,Play-Ins,Play-ins
yuran,Ascent,[11],[],[],[],[],[],[],[],[],13,1,0,ZETA,2,Play-Ins,Play-ins
Rossy,Split,"[1, 5, 18]",[],[],[],[7],[1],[],[],[],45,4,2,T1,1,Playoffs,Semifinals
Sayaplayer,Split,"[7, 12, 21, 29, 30]",[28],[],[],[],[],[],[],[],47,0,0,T1,1,Playoffs,Semifinals
xccurate,Split,"[2, 12, 17, 26]",[],[],[],[],[],[],[],[],39,3,0,T1,1,Playoffs,Semifinals
iZu,Split,"[3, 5, 7, 19, 22, 26]",[6],[],[],[],[],[],[],[],48,1,1,T1,1,Playoffs,Semifinals
Carpe,Split,"[2, 10, 20]",[25],[],[],[],[23],[],[],[],27,2,2,T1,1,Playoffs,Semifinals
Monyet,Split,[19],"[5, 17]",[],[],[],[17],[],[],[],34,3,0,PRX,1,Playoffs,Semifinals
mindfreak,Split,"[4, 7, 15, 24, 29, 30]","[14, 22]",[],[],[18],[29],[],[],[],53,6,1,PRX,1,Playoffs,Semifinals
f0rsakeN,Split,"[1, 11, 13, 24, 29]","[4, 9, 15, 18, 25]",[],[],[],[],[],[],[],56,3,0,PRX,1,Playoffs,Semifinals
d4v41,Split,[],"[11, 23]",[],[],[5],[],[],[],[],44,1,1,PRX,1,Playoffs,Semifinals
something,Split,[13],"[16, 27, 30]",[],[],[],[],[],[],[],33,1,0,PRX,1,Playoffs,Semifinals
Rossy,Ascent,[9],[14],[7],[],[],[],[],[],[],54,2,1,T1,2,Playoffs,Semifinals
Sayaplayer,Ascent,"[12, 13, 18]",[],[],[],[],[],[],[],[],44,0,0,T1,2,Playoffs,Semifinals
xccurate,Ascent,"[10, 13]","[8, 9, 15]",[],[],[],[],[],[],[],72,1,0,T1,2,Playoffs,Semifinals
iZu,Ascent,"[11, 12, 19]",[],[],[],[],[],[],[],[],42,1,0,T1,2,Playoffs,Semifinals
Carpe,Ascent,[],[1],[],[],[],[],[],[],[],31,1,0,T1,2,Playoffs,Semifinals
Monyet,Ascent,"[7, 11]",[],[],[],[],[],[],[],[],37,1,0,PRX,2,Playoffs,Semifinals
mindfreak,Ascent,"[1, 5, 14]",[16],[],[],"[14, 15]",[],[],[],[],51,1,2,PRX,2,Playoffs,Semifinals
f0rsakeN,Ascent,"[2, 5, 10, 11, 15, 19]",[],[17],[],[],[],[],[],[],56,0,0,PRX,2,Playoffs,Semifinals
d4v41,Ascent,"[4, 19]",[],[],[6],[],[],[],[],[],50,0,0,PRX,2,Playoffs,Semifinals
something,Ascent,[12],"[7, 10]",[],[],[],[7],[],[],[],59,7,1,PRX,2,Playoffs,Semifinals
stax,Bind,"[13, 18]",[],[],[],[],[],[],[],[],42,8,1,DRX,1,Playoffs,Semifinals
BuZz,Bind,"[2, 4, 13, 23]",[],[],[6],[],[],[6],[],[],46,1,0,DRX,1,Playoffs,Semifinals
MaKo,Bind,"[1, 16, 22]",[12],[],[],[],[],[],[],[],56,1,0,DRX,1,Playoffs,Semifinals
Foxy9,Bind,"[1, 10, 16]",[17],[],[],[17],[],[],[],[],35,0,0,DRX,1,Playoffs,Semifinals
Flashback,Bind,"[4, 5, 9, 10, 12]",[19],[],[],[19],[],[],[],[],46,0,1,DRX,1,Playoffs,Semifinals
Lakia,Bind,"[11, 16, 21]",[],[],[],[],[],[],[],[],40,6,0,GEN,1,Playoffs,Semifinals
Munchkin,Bind,"[8, 18, 22]",[],[],[],[],[],[],[],[],61,1,0,GEN,1,Playoffs,Semifinals
t3xture,Bind,"[1, 4, 14, 17, 26]",[3],[15],[],[5],[],[],[],[],64,0,2,GEN,1,Playoffs,Semifinals
Meteor,Bind,"[5, 8]",[25],[],[],[],[],[],[],[],36,1,0,GEN,1,Playoffs,Semifinals
Karon,Bind,"[6, 18, 19, 20, 24]",[23],[7],[],[],[23],[],[],[],88,2,1,GEN,1,Playoffs,Semifinals
stax,Lotus,"[9, 13, 15, 17]",[3],[],[],[],[9],[],[],[],60,6,1,DRX,2,Playoffs,Semifinals
BuZz,Lotus,"[9, 11, 16, 18]",[],[],[],[],[],[],[],[],35,0,0,DRX,2,Playoffs,Semifinals
MaKo,Lotus,"[2, 6, 7, 13, 16]",[12],[],[],[],[],[],[],[],80,0,0,DRX,2,Playoffs,Semifinals
Foxy9,Lotus,[],[14],[],[],[],[],[],[],[],46,1,0,DRX,2,Playoffs,Semifinals
Flashback,Lotus,[12],[20],[],[],[],[],[],[],[],46,0,0,DRX,2,Playoffs,Semifinals
Lakia,Lotus,[],[11],[1],[],[11],[1],[],[],[],42,5,0,GEN,2,Playoffs,Semifinals
Munchkin,Lotus,"[11, 15]",[],[],[],[],[],[],[],[],58,1,0,GEN,2,Playoffs,Semifinals
t3xture,Lotus,"[4, 7, 8, 9]",[21],[],[],[15],[],[],[],[],58,0,2,GEN,2,Playoffs,Semifinals
Meteor,Lotus,"[2, 17, 19]",[5],[],[],[],[],[],[],[],67,1,1,GEN,2,Playoffs,Semifinals
Karon,Lotus,"[10, 17]",[],[6],[],[6],[],[],[],[],65,3,0,GEN,2,Playoffs,Semifinals
Monyet,Ascent,"[3, 18]",[],[2],[],[],[],[],[],[],38,1,0,PRX,1,Playoffs,Grand Final
mindfreak,Ascent,"[8, 11, 14]",[15],[],[],[],[],[],[],[],66,1,0,PRX,1,Playoffs,Grand Final
f0rsakeN,Ascent,[1],[],[],[],[],[],[],[],[],24,1,0,PRX,1,Playoffs,Grand Final
d4v41,Ascent,[8],[],[],[],[8],[],[],[],[],42,0,0,PRX,1,Playoffs,Grand Final
something,Ascent,"[1, 5, 12]",[],[],[],[],[],[],[],[],48,3,0,PRX,1,Playoffs,Grand Final
Lakia,Ascent,"[3, 9, 10]",[],[],[],[],[],[],[],[],41,0,0,GEN,1,Playoffs,Grand Final
Munchkin,Ascent,"[6, 13, 18]",[15],[],[],[],[],[],[],[],52,3,1,GEN,1,Playoffs,Grand Final
t3xture,Ascent,"[7, 9, 13, 14, 15, 18]",[17],"[4, 5]",[],[],[15],[],[],[],101,0,0,GEN,1,Playoffs,Grand Final
Meteor,Ascent,"[3, 14, 16]",[],[],[],[],[],[],[],[],58,1,0,GEN,1,Playoffs,Grand Final
Karon,Ascent,"[6, 8, 16]","[7, 10]",[],[],[],[],[],[],[],77,1,0,GEN,1,Playoffs,Grand Final
Monyet,Split,"[1, 13, 15, 17]",[],[],[],[],[],[4],[],[],52,3,0,PRX,2,Playoffs,Grand Final
mindfreak,Split,"[1, 6, 17]",[2],[],[],"[6, 8]",[],[],[],[],49,1,0,PRX,2,Playoffs,Grand Final
f0rsakeN,Split,"[7, 13, 14, 16]",[5],[],[],[],[13],[],[],[],56,3,1,PRX,2,Playoffs,Grand Final
d4v41,Split,[9],[],[],[],[],[],[],[],[],64,0,0,PRX,2,Playoffs,Grand Final
something,Split,[14],[8],[11],[],[],[],[],[],[],60,1,0,PRX,2,Playoffs,Grand Final
Lakia,Split,[15],[],[],[],[],[],[],[],[],38,1,0,GEN,2,Playoffs,Grand Final
Munchkin,Split,"[7, 8, 12]",[],[],[],[],[],[],[],[],56,0,0,GEN,2,Playoffs,Grand Final
t3xture,Split,[7],[],[],[],[],[],[],[],[],58,0,0,GEN,2,Playoffs,Grand Final
Meteor,Split,"[9, 10]",[],[],[],[],[],[],[],[],56,0,0,GEN,2,Playoffs,Grand Final
Karon,Split,"[9, 11]","[4, 6]",[],[],[],[],[],[],[],61,0,1,GEN,2,Playoffs,Grand Final
Monyet,Lotus,[],[5],[],[],[],[],[],[],[],38,3,0,PRX,3,Playoffs,Grand Final
mindfreak,Lotus,"[1, 4, 11]",[22],[],[],[],[11],[],[],[],53,0,1,PRX,3,Playoffs,Grand Final
f0rsakeN,Lotus,[11],[],[],[],[],[],[],[],[],47,0,1,PRX,3,Playoffs,Grand Final
d4v41,Lotus,"[6, 8, 18, 23, 24]",[9],[],[],[4],[],[],[],[],55,4,1,PRX,3,Playoffs,Grand Final
something,Lotus,"[4, 8, 15, 21, 23]",[],[],[],[],[],[],[],[],60,0,0,PRX,3,Playoffs,Grand Final
Lakia,Lotus,"[2, 4, 21]","[12, 14]",[],[],[],[],[],[],[],61,4,0,GEN,3,Playoffs,Grand Final
Munchkin,Lotus,"[3, 12, 13, 15, 17, 20, 24]",[],[1],[],[],[],[],[],[],65,1,1,GEN,3,Playoffs,Grand Final
t3xture,Lotus,"[9, 13, 16]",[],[19],[],[],[],[],[],[],47,1,0,GEN,3,Playoffs,Grand Final
Meteor,Lotus,"[3, 4, 11]",[],[],[],[],[],[],[],[],37,0,0,GEN,3,Playoffs,Grand Final
Karon,Lotus,"[2, 17, 20, 21, 24]",[16],[],[],[9],[],[],[],[],54,3,0,GEN,3,Playoffs,Grand Final
Monyet,Bind,"[8, 17]",[],[],[],[],[],[],[],[],41,1,0,PRX,4,Playoffs,Grand Final
mindfreak,Bind,"[6, 13, 16, 17]",[5],[],[],[],[],[],[],[],74,0,0,PRX,4,Playoffs,Grand Final
f0rsakeN,Bind,"[6, 11]",[],[],[],[],[],[],[],[],45,0,0,PRX,4,Playoffs,Grand Final
d4v41,Bind,"[13, 15]",[],[],[],[],[],[],[],[],43,0,0,PRX,4,Playoffs,Grand Final
something,Bind,[11],[],[],[],[],[],[],[],[],42,1,1,PRX,4,Playoffs,Grand Final
Lakia,Bind,[],[],[],[],[13],[],[],[],[],34,7,1,GEN,4,Playoffs,Grand Final
Munchkin,Bind,"[7, 11, 13, 14]",[],[],[],[],[],[],[],[],45,0,0,GEN,4,Playoffs,Grand Final
t3xture,Bind,"[1, 5, 7, 10]",[15],[],[],[17],[],[],[],[],90,2,1,GEN,4,Playoffs,Grand Final
Meteor,Bind,"[1, 2, 16]",[9],[12],[],[],[],[],[],[],76,0,0,GEN,4,Playoffs,Grand Final
Karon,Bind,[16],"[3, 14]",[],[],[],[16],[],[],[],48,0,0,GEN,4,Playoffs,Grand Final
