Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–.1,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
cNed,Yoru,"1.10
1.29
0.91","250
254
246","21
12
9","

17
7
10

","9
4
5","+4
+5
-1","158
171
144","38%
35%
42%","5
2
3","4
1
3","+1
+1
0",FUT,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0",1
AtaKaptan,Breach,"1.06
1.30
0.83","175
211
141","13
8
5","

16
8
8

","17
7
10","-3
0
-3","112
135
90","24%
27%
20%","1
1
0","2
2
0","-1
-1
0",FUT,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0",1
qRaxs,Gekko,"1.06
1.21
0.91","225
215
235","20
10
10","

17
7
10

","9
4
5","+3
+3
0","139
134
143","28%
30%
27%","1
1
0","2
1
1","-1
0
-1",FUT,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0",1
MrFaliN,Astra,"0.92
0.71
1.14","184
130
238","15
5
10","

18
9
9

","11
4
7","-3
-4
+1","113
78
148","21%
15%
23%","0
0
0","3
2
1","-3
-2
-1",FUT,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0",1
yetujey,Killjoy,"0.80
0.79
0.80","183
164
202","12
6
6","

17
10
7

","6
3
3","-5
-4
-1","121
107
135","13%
16%
11%","4
2
2","2
0
2","+2
+2
0",FUT,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0",1
Boo,Omen,"1.38
1.25
1.50","297
279
316","26
12
14","

17
8
9

","10
5
5","+9
+4
+5","203
189
217","35%
28%
41%","1
1
0","1
1
0","0
0
0",TH,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1",1
MiniBoo,Neon,"1.30
1.42
1.18","269
302
237","22
13
9","

17
8
9

","5
2
3","+5
+5
0","173
194
152","35%
42%
27%","7
4
3","5
2
3","+2
+2
0",TH,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1",1
benjyfishy,Killjoy,"0.88
1.03
0.73","181
244
119","16
11
5","

15
8
7

","4
1
3","+1
+3
-2","129
173
86","27%
33%
20%","2
1
1","4
1
3","-2
0
-2",TH,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1",1
RieNs,Gekko,"0.84
0.79
0.90","143
118
169","11
4
7","

15
7
8

","10
7
3","-4
-3
-1","104
88
121","38%
44%
33%","2
0
2","0
0
0","+2
0
+2",TH,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1",1
paTiTek,Viper,"0.81
1.01
0.60","114
158
71","10
8
2","

17
9
8

","6
4
2","-7
-1
-6","74
95
53","19%
17%
25%","1
1
0","1
1
0","0
0
0",TH,Lotus,1,2974011,Group Stage,Opening (A),Team Heretics,"0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1",1
AtaKaptan,Omen,"1.32
1.08
1.54","217
165
265","19
7
12","

15
7
8

","16
8
8","+4
0
+4","161
122
196","35%
33%
36%","0
0
0","2
1
1","-2
-1
-1",FUT,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",1
MrFaliN,Gekko,"1.04
1.24
0.85","221
303
148","18
12
6","

16
8
8

","3
2
1","+2
+4
-2","154
201
111","25%
29%
19%","6
4
2","1
0
1","+5
+4
+1",FUT,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",1
yetujey,Viper,"0.97
1.20
0.77","218
267
174","18
11
7","

17
7
10

","5
3
2","+1
+4
-3","155
171
140","25%
20%
37%","0
0
0","3
2
1","-3
-2
-1",FUT,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",1
cNed,Neon,"0.91
0.96
0.87","250
249
252","21
10
11","

19
9
10

","5
5
0","+2
+1
+1","160
169
151","24%
24%
23%","3
0
3","5
4
1","-2
-4
+2",FUT,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",1
qRaxs,Kayo,"0.69
0.55
0.83","127
98
154","7
2
5","

18
9
9

","18
11
7","-11
-7
-4","92
76
106","13%
11%
14%","2
0
2","1
0
1","+1
0
+1",FUT,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",1
Boo,Astra,"1.52
1.72
1.30","299
347
248","26
16
10","

12
5
7

","7
1
6","+14
+11
+3","203
246
157","45%
55%
33%","4
1
3","2
2
0","+2
-1
+3",TH,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1",1
MiniBoo,Yoru,"1.34
0.53
2.22","265
119
426","21
4
17","

17
11
6

","6
4
2","+4
-7
+11","195
93
306","33%
17%
40%","4
2
2","5
4
1","-1
-2
+1",TH,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1",1
benjyfishy,Viper,"0.97
1.26
0.67","195
227
161","16
10
6","

19
9
10

","5
5
0","-3
+1
-4","121
150
89","29%
30%
26%","3
1
2","1
0
1","+2
+1
+1",TH,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1",1
paTiTek,Kayo,"0.89
1.06
0.71","163
218
105","12
10
2","

16
7
9

","13
8
5","-4
+3
-7","102
128
74","19%
24%
11%","1
1
0","2
1
1","-1
0
-1",TH,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1",1
RieNs,Sova,"0.60
0.72
0.47","111
132
89","10
6
4","

19
9
10

","3
2
1","-9
-3
-6","78
91
63","35%
56%
24%","0
0
0","1
0
1","-1
0
-1",TH,Bind,2,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1",1
Cloud,Breach,"1.12
0.96
1.27","251
235
268","21
10
11","

20
10
10

","13
7
6","+1
0
+1","152
136
167","37%
39%
36%","1
0
1","2
1
1","-1
-1
0",GX,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0",2
Fit1nho,Raze,"1.01
1.40
0.62","240
374
106","21
16
5","

17
9
8

","2
2
0","+4
+7
-3","156
239
73","28%
33%
18%","2
2
0","1
1
0","+1
+1
0",GX,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0",2
Redgar,Omen,"0.97
1.14
0.80","162
233
91","14
11
3","

12
6
6

","6
4
2","+2
+5
-3","101
140
63","26%
28%
21%","3
1
2","3
0
3","0
+1
-1",GX,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0",2
nukkye,Cypher,"0.93
0.52
1.34","174
73
275","14
3
11","

18
9
9

","9
3
6","-4
-6
+2","117
43
192","33%
75%
28%","3
1
2","4
3
1","-1
-2
+1",GX,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0",2
hoody,Skye,"0.84
0.91
0.77","144
157
131","11
6
5","

16
8
8

","9
5
4","-5
-2
-3","98
113
83","21%
17%
26%","1
0
1","4
3
1","-3
-3
0",GX,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0",2
N4RRATE,Raze,"1.29
1.13
1.45","295
275
316","23
11
12","

18
9
9

","4
3
1","+5
+2
+3","179
167
192","20%
28%
14%","3
2
1","3
3
0","0
-1
+1",KC,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1",2
MAGNUM,Fade,"1.13
1.41
0.85","186
217
156","18
10
8","

14
6
8

","5
3
2","+4
+4
0","123
147
98","24%
28%
18%","3
2
1","2
0
2","+1
+2
-1",KC,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1",2
marteen,Yoru,"0.98
0.78
1.18","210
167
255","16
6
10","

17
8
9

","6
5
1","-1
-2
+1","138
115
160","29%
23%
35%","3
0
3","3
2
1","0
-2
+2",KC,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1",2
sh1n,Astra,"0.96
1.07
0.84","128
129
128","12
7
5","

14
5
9

","7
1
6","-2
+2
-4","72
69
76","28%
24%
33%","4
2
2","1
1
0","+3
+1
+2",KC,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1",2
tomaszy,Omen,"0.85
1.02
0.68","182
181
185","14
7
7","

18
8
10

","8
3
5","-4
-1
-3","126
137
116","39%
35%
44%","1
0
1","1
0
1","0
0
0",KC,Split,1,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1",2
hoody,Breach,"1.24
1.47
0.99","203
296
103","15
12
3","

12
8
4

","14
10
4","+3
+4
-1","124
162
83","20%
28%
11%","1
1
0","1
1
0","0
0
0",GX,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1",2
Redgar,Omen,"1.20
1.14
1.27","248
189
313","22
9
13","

15
7
8

","3
2
1","+7
+2
+5","172
136
212","31%
32%
31%","1
0
1","4
2
2","-3
-2
-1",GX,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1",2
Cloud,Fade,"1.16
0.95
1.40","254
200
315","22
9
13","

16
8
8

","12
6
6","+6
+1
+5","153
122
186","28%
29%
27%","4
2
2","3
3
0","+1
-1
+2",GX,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1",2
nukkye,Sage,"1.14
0.87
1.44","217
173
265","17
7
10","

15
8
7

","13
7
6","+2
-1
+3","140
106
177","33%
26%
40%","3
0
3","1
0
1","+2
0
+2",GX,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1",2
Fit1nho,Raze,"0.49
0.46
0.51","94
136
48","6
5
1","

18
11
7

","3
2
1","-12
-6
-6","65
93
35","16%
18%
13%","3
2
1","2
1
1","+1
+1
0",GX,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1",2
MAGNUM,Cypher,"1.12
1.11
1.12","221
244
201","18
10
8","

16
8
8

","4
0
4","+2
+2
0","152
144
160","25%
38%
16%","2
1
1","3
2
1","-1
-1
0",KC,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",2
tomaszy,Viper,"1.10
0.85
1.33","228
183
270","19
7
12","

16
8
8

","7
4
3","+3
-1
+4","147
121
172","34%
30%
37%","3
0
3","1
1
0","+2
-1
+3",KC,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",2
N4RRATE,Gekko,"1.03
1.30
0.79","214
231
199","15
8
7","

18
7
11

","7
5
2","-3
+1
-4","150
160
142","28%
30%
26%","2
2
0","2
0
2","0
+2
-2",KC,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",2
marteen,Raze,"0.91
0.52
1.27","151
97
201","12
4
8","

15
8
7

","3
2
1","-3
-4
+1","102
57
143","17%
8%
21%","4
1
3","3
2
1","+1
-1
+2",KC,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",2
sh1n,Omen,"0.81
0.74
0.88","155
148
163","12
5
7","

17
9
8

","7
2
5","-5
-4
-1","101
96
105","41%
27%
57%","0
0
0","3
2
1","-3
-2
-1",KC,Sunset,2,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",2
Cloud,Skye,"1.24
1.00
1.81","260
184
446","14
6
8","

12
10
2

","8
7
1","+2
-4
+6","172
128
278","24%
22%
26%","1
0
1","0
0
0","+1
0
+1",GX,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0",2
nukkye,Killjoy,"0.80
0.83
0.71","171
193
121","10
8
2","

13
11
2

","0
0
0","-3
-3
0","113
127
79","26%
23%
40%","2
2
0","1
0
1","+1
+2
-1",GX,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0",2
Fit1nho,Raze,"0.59
0.63
0.49","145
182
60","6
6
0","

15
11
4

","3
0
3","-9
-5
-4","104
123
60","14%
19%
0%","1
1
0","2
1
1","-1
0
-1",GX,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0",2
Redgar,Omen,"0.50
0.45
0.65","126
141
92","6
5
1","

16
12
4

","4
4
0","-10
-7
-3","87
93
72","28%
38%
11%","2
1
1","1
1
0","+1
0
+1",GX,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0",2
hoody,Viper,"0.36
0.35
0.39","101
110
81","6
4
2","

15
11
4

","0
0
0","-9
-7
-2","71
73
65","18%
20%
14%","1
1
0","6
5
1","-5
-4
-1",GX,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0",2
N4RRATE,Fade,"1.65
1.44
1.74","303
291
309","18
5
13","

8
3
5

","6
0
6","+10
+2
+8","205
183
214","30%
20%
34%","1
1
0","0
0
0","+1
+1
0",KC,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1",2
MAGNUM,Killjoy,"1.32
0.58
1.63","250
124
303","17
2
15","

8
3
5

","3
0
3","+9
-1
+10","189
112
221","30%
14%
33%","2
0
2","3
1
2","-1
-1
0",KC,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1",2
tomaszy,Viper,"1.30
1.43
1.25","215
259
198","14
5
9","

8
2
6

","3
1
2","+6
+3
+3","134
151
127","41%
30%
45%","4
1
3","1
0
1","+3
+1
+2",KC,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1",2
marteen,Raze,"1.27
1.22
1.29","238
176
264","15
4
11","

10
2
8

","4
0
4","+5
+2
+3","146
101
164","16%
17%
16%","2
1
1","2
1
1","0
0
0",KC,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1",2
sh1n,Omen,"0.92
0.71
1.01","110
101
114","7
2
5","

8
3
5

","8
1
7","-1
-1
0","80
73
83","37%
40%
36%","1
0
1","1
0
1","0
0
0",KC,Lotus,3,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1",2
Shao,Brimstone,"1.36
1.39
1.32","249
301
180","18
12
6","

14
10
4

","11
7
4","+4
+2
+2","179
212
136","31%
30%
33%","0
0
0","2
2
0","-2
-2
0",NAVI,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0",3
ardiis,Kayo,"1.09
0.65
1.68","232
150
343","18
5
13","

17
11
6

","13
12
1","+1
-6
+7","151
102
216","22%
19%
24%","0
0
0","1
1
0","-1
-1
0",NAVI,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0",3
SUYGETSU,Viper,"0.84
0.95
0.68","204
238
161","14
12
2","

15
8
7

","5
2
3","-1
+4
-5","141
160
116","36%
45%
27%","3
2
1","3
1
2","0
+1
-1",NAVI,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0",3
Zyppan,Raze,"0.78
0.58
1.03","211
174
261","14
8
6","

17
11
6

","5
1
4","-3
-3
0","158
133
193","20%
29%
13%","4
2
2","4
1
3","0
+1
-1",NAVI,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0",3
ANGE1,Gekko,"0.78
0.66
0.93","172
167
181","14
8
6","

18
10
8

","3
2
1","-4
-2
-2","121
119
123","32%
38%
27%","2
1
1","2
2
0","0
-1
+1",NAVI,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0",3
pAura,Breach,"1.17
0.78
1.46","238
147
307","20
4
16","

15
7
8

","3
3
0","+5
-3
+8","143
86
185","37%
40%
35%","4
2
2","2
2
0","+2
0
+2",BBL,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1",3
Brave,Brimstone,"1.10
1.17
1.05","229
264
203","17
8
9","

17
8
9

","10
5
5","0
0
0","150
149
151","35%
44%
29%","1
1
0","3
1
2","-2
0
-2",BBL,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1",3
Elite,Viper,"1.06
1.14
1.00","209
215
206","15
7
8","

15
6
9

","10
5
5","0
+1
-1","122
127
118","50%
45%
53%","3
0
3","1
0
1","+2
0
+2",BBL,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1",3
QutionerX,Raze,"1.05
0.90
1.17","224
180
257","16
5
11","

17
7
10

","5
4
1","-1
-2
+1","143
114
165","20%
24%
18%","4
2
2","3
1
2","+1
+1
0",BBL,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1",3
reazy,Skye,"0.86
0.76
0.93","153
194
123","11
6
5","

14
8
6

","11
6
5","-3
-2
-1","112
128
100","16%
20%
13%","0
0
0","0
0
0","0
0
0",BBL,Bind,1,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1",3
Zyppan,Kayo,"1.48
1.54
1.45","280
308
265","20
8
12","

12
4
8

","16
5
11","+8
+4
+4","161
183
147","30%
23%
38%","2
1
1","2
0
2","0
+1
-1",NAVI,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
SUYGETSU,Cypher,"1.38
2.00
1.02","247
351
186","17
9
8","

9
2
7

","4
2
2","+8
+7
+1","157
194
136","45%
75%
32%","1
0
1","2
1
1","-1
-1
0",NAVI,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
Shao,Omen,"1.27
1.69
1.03","204
197
209","12
6
6","

11
2
9

","10
2
8","+1
+4
-3","133
139
129","37%
50%
30%","2
0
2","2
1
1","0
-1
+1",NAVI,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
ANGE1,Sova,"1.10
1.28
1.00","213
219
210","14
6
8","

11
4
7

","3
1
2","+3
+2
+1","140
145
137","50%
86%
37%","3
1
2","1
0
1","+2
+1
+1",NAVI,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
ardiis,Jett,"0.88
0.64
1.02","184
169
194","13
4
9","

13
6
7

","2
1
1","0
-2
+2","137
149
130","19%
42%
10%","2
1
1","2
2
0","0
-1
+1",NAVI,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
Brave,Omen,"1.06
1.37
0.52","227
286
126","15
12
3","

15
9
6

","7
7
0","0
+3
-3","141
167
96","50%
59%
33%","3
2
1","0
0
0","+3
+2
+1",BBL,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
reazy,Sova,"0.97
1.13
0.70","234
245
217","14
10
4","

15
8
7

","6
3
3","-1
+2
-3","173
185
153","24%
26%
21%","1
0
1","0
0
0","+1
0
+1",BBL,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
QutionerX,Jett,"0.86
1.13
0.38","216
273
118","15
12
3","

15
9
6

","2
1
1","0
+3
-3","142
182
73","37%
41%
25%","3
2
1","8
6
2","-5
-4
-1",BBL,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
pAura,Kayo,"0.65
0.66
0.63","76
64
99","5
2
3","

16
9
7

","15
10
5","-11
-7
-4","34
33
36","19%
50%
0%","1
1
0","1
1
0","0
0
0",BBL,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
Elite,Killjoy,"0.50
0.44
0.61","145
73
270","7
3
4","

16
9
7

","4
1
3","-9
-6
-3","111
50
216","41%
38%
42%","1
0
1","1
0
1","0
0
0",BBL,Ascent,2,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
ardiis,Yoru,"1.67
1.43
1.80","382
362
394","28
10
18","

12
6
6

","2
1
1","+16
+4
+12","248
250
247","24%
28%
19%","6
2
4","2
1
1","+4
+1
+3",NAVI,Breeze,3,2974063,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
Zyppan,Sova,"1.59
1.32
1.74","299
179
370","21
5
16","

10
4
6

","6
4
2","+11
+1
+10","204
100
264","40%
23%
48%","0
0
0","0
0
0","0
0
0",NAVI,Breeze,3,2974063,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
