Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–.1,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
Keiko,Raze,"1.37
1.61
1.00","312
336
279","23
15
8","

14
6
8

","2
2
0","+9
+9
0","201
225
166","32%
36%
22%","7
6
1","1
1
0","+6
+5
+1",TL,Split,1,2974081,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Mistic,Omen,"0.81
1.10
0.37","190
239
119","14
11
3","

16
10
6

","4
4
0","-2
+1
-3","138
178
78","43%
43%
43%","0
0
0","1
1
0","-1
-1
0",TL,Split,1,2974081,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
nAts,Cypher,"0.80
1.10
0.36","139
180
79","9
8
1","

15
8
7

","5
4
1","-6
0
-6","96
120
60","27%
30%
20%","2
1
1","3
2
1","-1
-1
0",TL,Split,1,2974081,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Jamppi,Viper,"0.77
1.16
0.19","192
266
81","12
11
1","

16
8
8

","6
3
3","-4
+3
-7","145
206
54","47%
47%
50%","2
1
1","3
0
3","-1
+1
-2",TL,Split,1,2974081,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Enzo,Skye,"0.52
0.81
0.09","91
95
87","5
3
2","

16
8
8

","5
5
0","-11
-5
-6","68
77
53","17%
15%
20%","1
0
1","0
0
0","+1
0
+1",TL,Split,1,2974081,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Zyppan,Sova,"1.51
0.58
2.91","276
106
531","20
4
16","

10
9
1

","4
1
3","+10
-5
+15","176
69
338","41%
20%
48%","2
1
1","0
0
0","+2
+1
+1",NAVI,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
ardiis,Yoru,"1.33
1.00
1.82","289
257
338","23
14
9","

13
9
4

","6
1
5","+10
+5
+5","180
163
205","17%
23%
10%","3
1
2","3
2
1","0
-1
+1",NAVI,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
SUYGETSU,Cypher,"0.88
0.56
1.36","137
140
135","10
6
4","

12
10
2

","6
3
3","-2
-4
+2","92
95
86","33%
31%
36%","0
0
0","2
2
0","-2
-2
0",NAVI,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
Shao,Viper,"0.78
0.83
0.70","159
177
133","11
7
4","

12
8
4

","3
3
0","-1
-1
0","108
122
89","32%
47%
14%","1
0
1","3
1
2","-2
-1
-1",NAVI,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
ANGE1,Omen,"0.65
0.78
0.45","164
175
149","12
7
5","

16
9
7

","3
3
0","-4
-2
-2","127
137
111","22%
16%
36%","3
2
1","3
3
0","0
-1
+1",NAVI,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
Jamppi,Kayo,"1.22
0.93
1.42","212
216
210","16
6
10","

14
7
7

","5
2
3","+2
-1
+3","144
132
152","38%
27%
47%","2
1
1","1
1
0","+1
0
+1",TL,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
nAts,Cypher,"1.04
0.80
1.19","264
274
258","17
6
11","

15
8
7

","1
0
1","+2
-2
+4","165
183
154","34%
36%
32%","4
2
2","3
2
1","+1
0
+1",TL,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Mistic,Viper,"0.96
0.59
1.21","213
157
252","15
4
11","

17
8
9

","2
1
1","-2
-4
+2","133
99
155","42%
33%
48%","1
0
1","1
1
0","0
-1
+1",TL,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Enzo,Sova,"0.70
0.26
0.99","115
68
148","7
1
6","

15
8
7

","5
4
1","-8
-7
-1","88
56
109","15%
0%
20%","2
0
2","1
0
1","+1
0
+1",TL,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Keiko,Yoru,"0.69
0.11
1.09","114
58
152","8
1
7","

15
8
7

","4
1
3","-7
-7
0","73
40
95","27%
14%
33%","2
0
2","3
1
2","-1
-1
0",TL,Breeze,2,2974082,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Elite,Viper,"1.16
0.99
1.25","262
217
285","15
4
11","

12
4
8

","5
1
4","+3
0
+3","166
136
180","46%
57%
43%","3
1
2","3
0
3","0
+1
-1",BBL,Bind,1,2974091,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
reazy,Skye,"0.90
1.10
0.79","210
297
167","13
6
7","

14
4
10

","3
0
3","-1
+2
-3","141
195
114","33%
40%
29%","1
1
0","1
0
1","0
+1
-1",BBL,Bind,1,2974091,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
pAura,Breach,"0.76
0.72
0.78","116
117
115","7
3
4","

13
5
8

","8
2
6","-6
-2
-4","71
65
75","36%
38%
36%","1
0
1","1
0
1","0
0
0",BBL,Bind,1,2974091,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Brave,Brimstone,"0.64
0.90
0.52","128
149
119","8
4
4","

13
3
10

","2
1
1","-5
+1
-6","91
98
88","35%
36%
33%","0
0
0","2
1
1","-2
-1
-1",BBL,Bind,1,2974091,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
QutionerX,Raze,"0.48
0.65
0.39","168
217
144","9
4
5","

16
5
11

","1
1
0","-7
-1
-6","113
154
92","10%
11%
9%","3
2
1","3
1
2","0
+1
-1",BBL,Bind,1,2974091,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
ShadoW,Fade,"1.36
1.51
1.05","217
225
204","16
11
5","

9
4
5

","9
8
1","+7
+7
0","131
137
120","13%
15%
11%","2
1
1","3
2
1","-1
-1
0",KOI,Bind,1,2974091,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
starxo,Skye,"1.34
1.58
0.86","216
276
99","15
13
2","

8
6
2

","7
6
1","+7
+7
0","141
184
54","32%
29%
67%","2
1
1","0
0
0","+2
+1
+1",KOI,Bind,1,2974091,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
sheydos,Viper,"1.27
1.56
0.68","203
247
116","14
11
3","

10
5
5

","4
2
2","+4
+6
-2","145
185
65","30%
48%
10%","1
1
0","2
0
2","-1
+1
-2",KOI,Bind,1,2974091,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
kamo,Raze,"1.15
1.18
1.09","241
240
245","13
9
4","

13
7
6

","5
3
2","0
+2
-2","171
177
159","23%
20%
33%","3
3
0","3
2
1","0
+1
-1",KOI,Bind,1,2974091,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
grubinho,Brimstone,"1.09
0.80
1.67","179
155
228","10
5
5","

12
10
2

","15
13
2","-2
-5
+3","105
86
144","19%
11%
31%","2
2
0","0
0
0","+2
+2
0",KOI,Bind,1,2974091,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
reazy,Skye,"1.05
1.22
0.90","210
282
145","18
12
6","

15
8
7

","7
5
2","+3
+4
-1","127
153
104","35%
47%
24%","1
0
1","2
1
1","-1
-1
0",BBL,Split,2,2974092,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
QutionerX,Raze,"0.98
0.90
1.06","243
239
247","18
8
10","

19
10
9

","6
4
2","-1
-2
+1","172
181
164","35%
33%
38%","4
2
2","4
3
1","0
-1
+1",BBL,Split,2,2974092,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
Elite,Viper,"0.93
0.95
0.91","239
218
258","20
9
11","

18
8
10

","3
1
2","+2
+1
+1","148
139
156","51%
45%
57%","3
1
2","4
1
3","-1
0
-1",BBL,Split,2,2974092,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
pAura,Breach,"0.79
0.94
0.65","141
191
97","12
7
5","

18
11
7

","5
5
0","-6
-4
-2","94
126
65","23%
21%
25%","1
1
0","2
1
1","-1
0
-1",BBL,Split,2,2974092,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
Brave,Omen,"0.52
0.41
0.63","92
67
115","8
3
5","

17
9
8

","2
2
0","-9
-6
-3","69
54
82","38%
57%
29%","0
0
0","2
1
1","-2
-1
-1",BBL,Split,2,2974092,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
kamo,Raze,"1.43
1.40
1.46","340
311
372","24
12
12","

17
8
9

","10
3
7","+7
+4
+3","220
191
251","15%
14%
15%","6
4
2","4
3
1","+2
+1
+1",KOI,Split,2,2974092,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
starxo,Fade,"1.23
1.21
1.25","200
206
193","18
8
10","

14
7
7

","9
6
3","+4
+1
+3","134
143
123","25%
24%
26%","3
2
1","1
0
1","+2
+2
0",KOI,Split,2,2974092,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
sheydos,Viper,"1.16
1.25
1.07","166
174
159","15
9
6","

11
5
6

","6
2
4","+4
+4
0","122
114
130","22%
19%
25%","1
0
1","0
0
0","+1
0
+1",KOI,Split,2,2974092,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
ShadoW,Breach,"1.15
1.25
1.04","216
226
206","18
9
9","

16
8
8

","10
5
5","+2
+1
+1","127
142
110","19%
20%
17%","2
1
1","3
2
1","-1
-1
0",KOI,Split,2,2974092,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
grubinho,Omen,"0.69
0.57
0.82","137
84
196","12
4
8","

18
9
9

","6
3
3","-6
-5
-1","82
62
105","38%
71%
26%","2
0
2","1
0
1","+1
0
+1",KOI,Split,2,2974092,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
Sayf,Omen,"1.25
0.87
1.63","232
130
335","23
6
17","

16
8
8

","6
3
3","+7
-2
+9","145
75
215","38%
29%
42%","4
2
2","2
1
1","+2
+1
+1",VIT,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0",10
ceNder,Viper,"1.02
0.98
1.05","230
249
213","19
10
9","

22
11
11

","12
5
7","-3
-1
-2","139
151
127","16%
19%
13%","3
1
2","3
3
0","0
-2
+2",VIT,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0",10
Kicks,Skye,"0.87
1.06
0.68","151
198
105","16
11
5","

17
8
9

","9
6
3","-1
+3
-4","85
104
66","23%
21%
25%","0
0
0","2
2
0","-2
-2
0",VIT,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0",10
Destrian,Killjoy,"0.84
1.18
0.51","155
212
99","15
11
4","

19
8
11

","4
2
2","-4
+3
-7","111
147
75","28%
28%
28%","1
1
0","1
0
1","0
+1
-1",VIT,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0",10
runneR,Raze,"0.81
0.93
0.69","191
194
190","15
8
7","

21
8
13

","11
4
7","-6
0
-6","138
150
125","13%
18%
9%","3
0
3","7
3
4","-4
-3
-1",VIT,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0",10
Chronicle,Viper,"1.29
1.31
1.27","220
235
207","17
10
7","

14
9
5

","15
8
7","+3
+1
+2","156
169
143","19%
25%
15%","2
0
2","0
0
0","+2
0
+2",FNC,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1",10
Leo,Fade,"1.23
1.49
0.97","237
294
180","24
17
7","

15
6
9

","8
5
3","+9
+11
-2","148
177
119","27%
29%
26%","2
0
2","0
0
0","+2
0
+2",FNC,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1",10
Boaster,Omen,"1.15
1.16
1.14","233
239
227","20
10
10","

20
10
10

","13
7
6","0
0
0","146
151
141","31%
30%
32%","2
2
0","3
2
1","-1
0
-1",FNC,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1",10
Alfajer,Killjoy,"0.91
0.94
0.88","214
196
234","21
10
11","

19
9
10

","1
1
0","+2
+1
+1","137
130
145","31%
32%
30%","4
1
3","3
3
0","+1
-2
+3",FNC,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1",10
Derke,Raze,"0.57
0.44
0.70","127
126
129","13
7
6","

20
10
10

","1
0
1","-7
-3
-4","78
69
87","25%
22%
29%","5
3
2","5
2
3","0
+1
-1",FNC,Lotus,1,2974141,Group Stage,Winner's (C),FNATIC,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1",10
Kicks,Sova,"0.95
1.14
0.57","209
246
135","12
10
2","

15
9
6

","5
2
3","-3
+1
-4","144
163
105","22%
26%
14%","1
1
0","4
3
1","-3
-2
-1",VIT,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",10
Sayf,Kayo,"0.93
1.00
0.79","188
183
200","12
9
3","

14
8
6

","5
4
1","-2
+1
-3","117
119
113","27%
23%
36%","2
1
1","1
0
1","+1
+1
0",VIT,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",10
runneR,Jett,"0.70
0.65
0.80","205
182
253","11
6
5","

17
11
6

","4
2
2","-6
-5
-1","131
120
154","22%
22%
23%","2
2
0","3
2
1","-1
0
-1",VIT,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",10
Destrian,Omen,"0.50
0.57
0.34","90
90
92","5
3
2","

16
12
4

","10
8
2","-11
-9
-2","54
47
69","17%
8%
40%","0
0
0","3
1
2","-3
-1
-2",VIT,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",10
ceNder,Cypher,"0.42
0.41
0.44","106
119
83","6
4
2","

18
12
6

","3
2
1","-12
-8
-4","76
79
71","23%
20%
29%","1
1
0","1
1
0","0
0
0",VIT,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",10
Alfajer,Killjoy,"1.65
1.09
1.93","313
147
397","24
4
20","

8
4
4

","1
1
0","+16
0
+16","196
98
245","44%
43%
45%","3
0
3","0
0
0","+3
0
+3",FNC,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1",10
Chronicle,Kayo,"1.36
1.56
1.26","219
242
208","15
7
8","

8
2
6

","14
2
12","+7
+5
+2","127
144
119","28%
38%
23%","2
1
1","0
0
0","+2
+1
+1",FNC,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1",10
Boaster,Omen,"1.29
1.19
1.35","211
162
237","14
4
10","

9
3
6

","11
5
6","+5
+1
+4","145
105
165","32%
43%
30%","1
0
1","2
1
1","-1
-1
0",FNC,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1",10
Leo,Sova,"1.17
1.27
1.12","178
237
150","10
5
5","

8
3
5

","9
3
6","+2
+2
0","140
161
129","19%
11%
26%","1
1
0","0
0
0","+1
+1
0",FNC,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1",10
Derke,Jett,"1.13
1.93
0.73","255
420
173","17
9
8","

13
4
9

","2
1
1","+4
+5
-1","160
279
100","47%
63%
31%","5
3
2","4
0
4","+1
+3
-2",FNC,Ascent,2,2974142,Group Stage,Winner's (C),FNATIC,"0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1",10
Destrian,Astra,"1.01
1.33
0.88","250
233
258","14
5
9","

15
3
12

","5
0
5","-1
+2
-3","194
209
187","32%
33%
31%","2
0
2","0
0
0","+2
0
+2",VIT,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",11
Kicks,Skye,"0.97
0.61
1.12","218
175
237","15
3
12","

14
4
10

","3
1
2","+1
-1
+2","122
109
127","42%
25%
50%","0
0
0","2
2
0","-2
-2
0",VIT,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",11
runneR,Jett,"0.93
1.03
0.88","230
190
247","13
3
10","

14
4
10

","3
1
2","-1
-1
0","147
104
165","34%
23%
42%","2
1
1","3
1
2","-1
0
-1",VIT,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",11
ceNder,Viper,"0.56
0.59
0.55","113
120
111","5
2
3","

14
4
10

","6
2
4","-9
-2
-7","76
71
78","20%
20%
20%","1
0
1","4
0
4","-3
0
-3",VIT,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",11
Sayf,Cypher,"0.51
0.92
0.33","118
166
99","7
3
4","

15
3
12

","2
1
1","-8
0
-8","78
105
67","37%
17%
71%","1
0
1","2
1
1","-1
-1
0",VIT,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",11
TakaS,Yoru,"1.65
1.60
1.77","393
380
427","26
18
8","

11
8
3

","5
4
1","+15
+10
+5","250
253
241","25%
24%
29%","3
2
1","2
2
0","+1
0
+1",M8,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",11
nataNk,Phoenix,"1.34
1.15
1.78","263
230
345","18
11
7","

11
9
2

","1
1
0","+7
+2
+5","165
150
202","27%
24%
31%","5
3
2","3
2
1","+2
+1
+1",M8,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",11
logaN,Cypher,"1.12
1.36
0.52","206
244
116","13
12
1","

10
6
4

","6
4
2","+3
+6
-3","138
159
87","42%
46%
30%","2
1
1","0
0
0","+2
+1
+1",M8,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",11
beyAz,Sova,"0.89
1.00
0.62","113
135
63","6
5
1","

10
7
3

","9
7
2","-4
-2
-2","92
112
43","37%
43%
20%","0
0
0","1
1
0","-1
-1
0",M8,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",11
Wailers,Viper,"0.85
0.97
0.56","156
191
73","9
9
0","

12
8
4

","6
3
3","-3
+1
-4","114
148
33","24%
28%
0%","1
1
0","0
0
0","+1
+1
0",M8,Breeze,1,2974161,Group Stage,Decider (C),Team Vitality,"1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",11
Kicks,Skye,"1.37
1.83
0.91","259
340
179","26
19
7","

18
8
10

","19
12
7","+8
+11
-3","157
192
122","14%
16%
12%","2
1
1","2
1
1","0
0
0",VIT,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1",11
runneR,Raze,"1.30
1.18
1.42","256
259
255","21
11
10","

19
11
8

","13
5
8","+2
0
+2","187
169
205","19%
14%
23%","5
3
2","4
2
2","+1
+1
0",VIT,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1",11
Sayf,Omen,"1.00
0.90
1.11","202
222
183","22
11
11","

19
11
8

","6
4
2","+3
0
+3","117
132
103","23%
26%
21%","0
0
0","3
1
2","-3
-1
-2",VIT,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1",11
Destrian,Killjoy,"0.95
0.64
1.26","185
169
202","19
8
11","

20
11
9

","5
2
3","-1
-3
+2","119
106
131","13%
15%
12%","6
3
3","2
2
0","+4
+1
+3",VIT,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1",11
ceNder,Viper,"0.80
0.73
0.86","133
143
125","12
7
5","

18
11
7

","5
2
3","-6
-4
-2","101
109
94","14%
23%
9%","2
1
1","2
0
2","0
+1
-1",VIT,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1",11
TakaS,Raze,"1.09
1.14
1.04","256
277
235","26
14
12","

22
11
11

","4
2
2","+4
+3
+1","171
194
148","18%
21%
14%","2
1
1","1
0
1","+1
+1
0",M8,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0",11
nataNk,Phoenix,"1.06
1.11
1.01","275
306
246","24
14
10","

23
10
13

","9
4
5","+1
+4
-3","183
193
174","25%
30%
20%","7
4
3","6
3
3","+1
+1
0",M8,Lotus,2,2974162,Group Stage,Decider (C),Team Vitality,"1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0",11
