Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
t3xture,Raze,"0.64
0.85
0.32","203
283
84","14
12
2","

17
11
6

","2
0
2","-3
+1
-4","132
177
64","26%
28%
20%","2
2
0","7
5
2","-5
-3
-2",Gen.G,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0",6
Meteor,Cypher,"0.37
0.27
0.51","79
85
72","5
3
2","

17
12
5

","2
2
0","-12
-9
-3","61
67
53","19%
13%
40%","0
0
0","1
0
1","-1
0
-1",Gen.G,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0",6
Munchkin,Viper,"0.29
0.14
0.51","97
65
146","6
2
4","

18
12
6

","2
1
1","-12
-10
-2","57
39
85","19%
13%
23%","0
0
0","5
3
2","-5
-3
-2",Gen.G,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0",6
something,Gekko,"1.75
1.52
1.90","284
302
273","19
7
12","

9
5
4

","9
5
4","+10
+2
+8","181
192
174","22%
24%
20%","5
2
3","0
0
0","+5
+2
+3",Paper Rex,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1",6
f0rsakeN,Kayo,"1.46
0.86
1.86","309
208
378","21
5
16","

14
8
6

","8
4
4","+7
-3
+10","196
132
239","24%
33%
19%","6
3
3","1
1
0","+5
+2
+3",Paper Rex,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1",6
d4v41,Sage,"1.30
0.94
1.54","246
236
254","19
7
12","

11
7
4

","4
0
4","+8
0
+8","181
155
198","31%
53%
22%","1
1
0","0
0
0","+1
+1
0",Paper Rex,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1",6
Monyet,Omen,"1.16
1.03
1.24","196
215
184","15
7
8","

14
6
8

","7
2
5","+1
+1
0","125
130
122","33%
35%
30%","3
0
3","2
1
1","+1
-1
+2",Paper Rex,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1",6
mindfreak,Viper,"0.92
0.53
1.19","158
82
210","12
2
10","

13
6
7

","2
0
2","-1
-4
+3","119
71
151","41%
29%
45%","1
0
1","1
0
1","0
0
0",Paper Rex,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1",6
sScary,Omen,"1.14
1.26
1.04","190
218
167","15
9
6","

12
6
6

","8
3
5","+3
+3
0","124
141
110","35%
39%
32%","3
1
2","4
1
3","-1
0
-1",BLEED,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0",7
Egoist,Cypher,"1.07
0.90
1.21","174
148
197","14
6
8","

13
7
6

","5
2
3","+1
-1
+2","105
92
117","33%
50%
28%","2
1
1","1
1
0","+1
0
+1",BLEED,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0",7
Deryeon,Raze,"1.04
0.83
1.22","268
185
338","19
6
13","

18
8
10

","4
3
1","+1
-2
+3","149
113
179","12%
24%
6%","3
1
2","4
2
2","-1
-1
0",BLEED,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0",7
yay,Viper,"0.93
1.14
0.76","156
205
117","12
7
5","

13
6
7

","2
1
1","-1
+1
-2","111
140
86","36%
35%
36%","1
1
0","1
0
1","0
+1
-1",BLEED,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0",7
crazyguy,Sova,"0.74
0.61
0.84","150
150
151","11
4
7","

18
9
9

","4
3
1","-7
-5
-2","107
120
96","34%
26%
50%","2
2
0","1
0
1","+1
+2
-1",BLEED,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0",7
blaZek1ng,Fade,"1.43
1.28
1.62","292
276
311","24
13
11","

11
6
5

","8
3
5","+13
+7
+6","175
153
201","20%
18%
22%","2
2
0","3
2
1","-1
0
-1",Global Esports,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1",7
Polvi,Raze,"0.96
0.97
0.95","211
209
215","16
9
7","

17
9
8

","3
1
2","-1
0
-1","152
156
148","31%
44%
15%","6
3
3","6
2
4","0
+1
-1",Global Esports,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1",7
Benkai,Viper,"0.89
0.98
0.78","197
242
144","13
9
4","

16
9
7

","8
3
5","-3
0
-3","122
153
84","24%
23%
25%","3
2
1","1
0
1","+2
+2
0",Global Esports,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1",7
Russ,Gekko,"0.86
0.84
0.88","143
138
150","12
8
4","

14
8
6

","4
1
3","-2
0
-2","90
83
99","52%
43%
67%","0
0
0","1
1
0","-1
-1
0",Global Esports,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1",7
Lightningfast,Omen,"0.83
0.56
1.16","117
32
221","9
1
8","

13
7
6

","4
1
3","-4
-6
+2","78
23
144","25%
17%
27%","0
0
0","0
0
0","0
0
0",Global Esports,Sunset,1,2967381,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1",7
sScary,Viper,"1.23
1.16
1.29","136
94
176","10
2
8","

8
2
6

","10
5
5","+2
0
+2","107
72
140","29%
9%
39%","3
1
2","1
0
1","+2
+1
+1",BLEED,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1",7
Deryeon,Harbor,"1.21
1.60
0.85","185
237
139","16
10
6","

14
5
9

","8
6
2","+2
+5
-3","143
160
127","25%
20%
30%","0
0
0","2
2
0","-2
-2
0",BLEED,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1",7
Egoist,Killjoy,"1.04
1.06
1.01","244
274
218","20
11
9","

18
8
10

","7
3
4","+2
+3
-1","169
199
142","21%
24%
19%","2
1
1","1
1
0","+1
0
+1",BLEED,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1",7
crazyguy,Sova,"0.99
1.03
0.95","221
182
258","17
8
9","

17
6
11

","6
1
5","0
+2
-2","145
119
168","30%
29%
31%","4
1
3","3
2
1","+1
-1
+2",BLEED,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1",7
yay,Jett,"0.94
1.52
0.42","204
324
94","17
15
2","

17
7
10

","6
2
4","0
+8
-8","146
222
77","27%
30%
17%","3
3
0","4
0
4","-1
+3
-4",BLEED,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1",7
Russ,Kayo,"1.26
1.63
0.85","234
302
162","17
12
5","

14
7
7

","16
11
5","+3
+5
-2","149
168
127","30%
33%
25%","5
4
1","3
1
2","+2
+3
-1",Global Esports,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",7
blaZek1ng,Sova,"1.02
1.34
0.68","196
243
145","15
9
6","

16
7
9

","7
6
1","-1
+2
-3","136
177
93","27%
29%
23%","2
1
1","2
1
1","0
0
0",Global Esports,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",7
Benkai,Killjoy,"0.96
1.01
0.90","175
137
218","15
8
7","

14
7
7

","2
0
2","+1
+1
0","120
96
146","30%
28%
32%","0
0
0","2
2
0","-2
-2
0",Global Esports,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",7
Polvi,Jett,"0.84
0.96
0.71","192
211
172","14
8
6","

19
10
9

","5
4
1","-5
-2
-3","122
129
115","20%
21%
20%","4
1
3","4
2
2","0
-1
+1",Global Esports,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",7
Lightningfast,Viper,"0.72
0.99
0.44","145
186
102","13
9
4","

17
7
10

","4
1
3","-4
+2
-6","98
120
74","59%
57%
63%","0
0
0","1
0
1","-1
0
-1",Global Esports,Icebox,2,2967382,Group Stage,Elimination (A),Global Esports,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",7
Egoist,Cypher,"1.49
1.44
1.54","284
246
324","27
12
15","

14
8
6

","5
2
3","+13
+4
+9","174
153
196","30%
33%
28%","1
1
0","1
0
1","0
+1
-1",BLEED,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0",7
Deryeon,Raze,"1.12
1.34
0.90","294
349
240","23
14
9","

20
11
9

","6
4
2","+3
+3
0","175
204
146","18%
18%
19%","10
7
3","4
3
1","+6
+4
+2",BLEED,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0",7
sScary,Omen,"0.89
0.75
1.03","152
116
190","11
4
7","

18
10
8

","14
7
7","-7
-6
-1","100
73
128","17%
10%
24%","1
0
1","1
0
1","0
0
0",BLEED,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0",7
crazyguy,Skye,"0.66
0.88
0.44","94
115
74","7
4
3","

15
8
7

","7
6
1","-8
-4
-4","74
78
70","28%
28%
27%","0
0
0","4
1
3","-4
-1
-3",BLEED,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0",7
yay,Viper,"0.48
0.65
0.32","83
94
73","6
5
1","

19
10
9

","10
3
7","-13
-5
-8","52
47
58","14%
10%
18%","0
0
0","3
1
2","-3
-1
-2",BLEED,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0",7
Benkai,Cypher,"1.48
1.35
1.60","279
267
291","26
13
13","

13
8
5

","0
0
0","+13
+5
+8","178
170
187","27%
34%
21%","1
1
0","1
0
1","0
+1
-1",Global Esports,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1",7
Polvi,Raze,"0.97
1.29
0.65","215
256
176","16
9
7","

18
9
9

","5
4
1","-2
0
-2","146
172
119","18%
24%
14%","7
5
2","3
1
2","+4
+4
0",Global Esports,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1",7
Russ,Breach,"0.97
1.11
0.83","167
179
157","14
8
6","

15
6
9

","7
3
4","-1
+2
-3","111
115
107","30%
27%
33%","1
1
0","3
1
2","-2
0
-2",Global Esports,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1",7
blaZek1ng,Gekko,"0.94
0.77
1.10","196
152
240","17
7
10","

14
7
7

","5
2
3","+3
0
+3","127
92
162","31%
25%
36%","0
0
0","2
1
1","-2
-1
-1",Global Esports,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1",7
Lightningfast,Omen,"0.92
1.13
0.71","155
148
162","13
7
6","

15
6
9

","10
8
2","-2
+1
-3","112
110
115","41%
54%
33%","3
1
2","2
0
2","+1
+1
0",Global Esports,Split,3,2967383,Group Stage,Elimination (A),Global Esports,"1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1",7
Rossy,Viper,"1.09
1.21
0.97","203
256
151","20
12
8","

14
7
7

","4
3
1","+6
+5
+1","124
147
102","14%
10%
22%","0
0
0","0
0
0","0
0
0",T1,Ascent,1,2967371,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",8
Sayaplayer,Jett,"1.09
1.17
1.02","221
207
237","20
9
11","

16
6
10

","1
1
0","+4
+3
+1","143
126
160","43%
41%
46%","3
2
1","4
3
1","-1
-1
0",T1,Ascent,1,2967371,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",8
iZu,Omen,"1.06
0.97
1.15","208
211
206","16
9
7","

17
8
9

","17
7
10","-1
+1
-2","125
124
126","26%
17%
44%","3
1
2","2
1
1","+1
0
+1",T1,Ascent,1,2967371,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",8
xccurate,Cypher,"0.96
0.64
1.28","207
121
295","18
6
12","

19
10
9

","3
0
3","-1
-4
+3","126
74
178","21%
13%
25%","3
1
2","2
2
0","+1
-1
+2",T1,Ascent,1,2967371,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",8
Carpe,Fade,"0.54
0.62
0.45","123
130
116","8
4
4","

22
12
10

","9
6
3","-14
-8
-6","83
85
80","11%
24%
3%","2
1
1","5
1
4","-3
0
-3",T1,Ascent,1,2967371,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",8
SugarZ3ro,Omen,"1.22
1.35
1.10","166
195
139","17
10
7","

13
7
6

","7
6
1","+4
+3
+1","119
152
86","35%
38%
31%","0
0
0","1
0
1","-1
0
-1",ZETA DIVISION,Ascent,1,2967371,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",8
Dep,Jett,"1.15
0.70
1.59","265
187
343","24
9
15","

18
11
7

","1
1
0","+6
-2
+8","155
108
202","37%
25%
46%","9
5
4","2
2
0","+7
+3
+4",ZETA DIVISION,Ascent,1,2967371,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",8
yuran,Sova,"1.07
1.26
0.88","208
210
207","17
9
8","

18
9
9

","11
8
3","-1
0
-1","144
138
149","25%
18%
34%","2
0
2","1
1
0","+1
-1
+2",ZETA DIVISION,Ascent,1,2967371,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",8
Laz,Killjoy,"1.06
1.03
1.10","207
191
224","15
7
8","

14
6
8

","9
6
3","+1
+1
0","142
130
154","20%
25%
17%","0
0
0","2
1
1","-2
-1
-1",ZETA DIVISION,Ascent,1,2967371,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",8
hiroronn,Kayo,"0.85
1.12
0.58","201
263
139","15
10
5","

19
9
10

","14
11
3","-4
+1
-5","129
167
91","26%
27%
24%","2
1
1","5
2
3","-3
-1
-2",ZETA DIVISION,Ascent,1,2967371,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",8
xccurate,Chamber,"1.71
1.86
1.65","359
424
333","22
8
14","

9
3
6

","4
1
3","+13
+5
+8","219
253
204","26%
23%
29%","6
3
3","0
0
0","+6
+3
+3",T1,Lotus,2,2967372,Group Stage,Winner's (A),T1,"0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1",8
Rossy,Viper,"1.47
0.95
1.69","278
151
331","17
4
13","

8
2
6

","3
0
3","+9
+2
+7","168
93
199","22%
50%
18%","3
0
3","0
0
0","+3
0
+3",T1,Lotus,2,2967372,Group Stage,Winner's (A),T1,"0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1",8
iZu,Omen,"1.33
1.35
1.32","188
191
188","12
3
9","

7
3
4

","6
4
2","+5
0
+5","121
135
115","38%
18%
50%","1
0
1","0
0
0","+1
0
+1",T1,Lotus,2,2967372,Group Stage,Winner's (A),T1,"0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1",8
Sayaplayer,Raze,"1.24
1.92
0.96","206
386
132","13
8
5","

9
3
6

","3
0
3","+4
+5
-1","132
239
87","29%
40%
20%","3
1
2","2
1
1","+1
0
+1",T1,Lotus,2,2967372,Group Stage,Winner's (A),T1,"0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1",8
Carpe,Fade,"1.09
0.50
1.33","165
108
189","10
1
9","

9
4
5

","9
2
7","+1
-3
+4","125
95
138","30%
14%
35%","1
0
1","1
0
1","0
0
0",T1,Lotus,2,2967372,Group Stage,Winner's (A),T1,"0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1",8
Dep,Raze,"0.88
0.76
1.17","195
154
293","11
6
5","

13
10
3

","3
3
0","-2
-4
+2","118
86
194","14%
7%
27%","1
1
0","4
3
1","-3
-2
-1",ZETA DIVISION,Lotus,2,2967372,Group Stage,Winner's (A),T1,"1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0",8
Laz,Killjoy,"0.79
0.66
1.12","188
142
302","10
6
4","

15
10
5

","2
0
2","-5
-4
-1","143
104
236","20%
12%
38%","1
0
1","1
1
0","0
-1
+1",ZETA DIVISION,Lotus,2,2967372,Group Stage,Winner's (A),T1,"1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0",8
SugarZ3ro,Omen,"0.65
0.85
0.17","143
171
78","7
5
2","

14
9
5

","7
7
0","-7
-4
-3","97
126
26","27%
25%
50%","0
0
0","2
1
1","-2
-1
-1",ZETA DIVISION,Lotus,2,2967372,Group Stage,Winner's (A),T1,"1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0",8
hiroronn,Fade,"0.42
0.46
0.32","104
103
108","7
5
2","

15
10
5

","2
1
1","-8
-5
-3","71
63
90","58%
56%
67%","1
1
0","4
2
2","-3
-1
-2",ZETA DIVISION,Lotus,2,2967372,Group Stage,Winner's (A),T1,"1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0",8
yuran,Viper,"0.38
0.48
0.15","132
136
123","7
5
2","

17
12
5

","5
4
1","-10
-7
-3","70
74
60","19%
21%
14%","0
0
0","3
3
0","-3
-3
0",ZETA DIVISION,Lotus,2,2967372,Group Stage,Winner's (A),T1,"1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0",8
Sayaplayer,Raze,"1.40
0.95
1.70","238
152
297","18
5
13","

10
6
4

","1
0
1","+8
-1
+9","171
123
202","35%
45%
31%","4
0
4","3
2
1","+1
-2
+3",T1,Sunset,3,2967373,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1",8
xccurate,Cypher,"1.21
1.00
1.35","224
197
243","17
6
11","

12
6
6

","5
0
5","+5
0
+5","153
122
173","38%
50%
34%","1
0
1","1
0
1","0
0
0",T1,Sunset,3,2967373,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1",8
Carpe,Sova,"1.09
1.36
0.91","238
311
190","17
9
8","

13
6
7

","4
1
3","+4
+3
+1","158
204
127","28%
33%
22%","3
1
2","1
0
1","+2
+1
+1",T1,Sunset,3,2967373,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1",8
iZu,Omen,"0.97
0.91
1.01","187
209
173","13
5
8","

13
8
5

","8
5
3","0
-3
+3","117
145
99","24%
33%
17%","2
2
0","1
1
0","+1
+1
0",T1,Sunset,3,2967373,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1",8
Rossy,Viper,"0.91
0.84
0.95","151
147
154","11
4
7","

13
5
8

","5
1
4","-2
-1
-1","91
94
89","13%
20%
10%","1
0
1","3
2
1","-2
-2
0",T1,Sunset,3,2967373,Group Stage,Winner's (A),T1,"1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1",8
hiroronn,Fade,"1.03
1.07
0.96","220
233
200","15
10
5","

14
8
6

","6
1
5","+1
+2
-1","141
148
131","30%
27%
36%","3
2
1","3
1
2","0
+1
-1",ZETA DIVISION,Sunset,3,2967373,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0",8
Dep,Raze,"0.99
0.58
1.61","240
162
359","16
6
10","

15
10
5

","4
2
2","+1
-4
+5","164
136
205","25%
30%
20%","5
2
3","7
6
1","-2
-4
+2",ZETA DIVISION,Sunset,3,2967373,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0",8
SugarZ3ro,Omen,"0.94
0.96
0.89","180
159
213","12
6
6","

14
9
5

","10
8
2","-2
-3
+1","107
88
134","35%
44%
28%","0
0
0","0
0
0","0
0
0",ZETA DIVISION,Sunset,3,2967373,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0",8
yuran,Breach,"0.85
0.77
0.97","158
160
156","10
6
4","

15
9
6

","9
3
6","-5
-3
-2","108
104
113","22%
19%
27%","1
0
1","0
0
0","+1
0
+1",ZETA DIVISION,Sunset,3,2967373,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0",8
Laz,Cypher,"0.54
0.56
0.49","117
127
102","8
5
3","

18
11
7

","2
0
2","-10
-6
-4","87
94
76","33%
33%
33%","0
0
0","1
1
0","-1
-1
0",ZETA DIVISION,Sunset,3,2967373,Group Stage,Winner's (A),T1,"0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0",8
Meiy,Raze,"1.28
1.47
1.15","278
321
250","21
10
11","

15
6
9

","1
1
0","+6
+4
+2","163
207
133","31%
33%
29%","4
1
3","5
3
2","-1
-2
+1",DetonatioN FocusMe,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0",9
neth,Viper,"1.03
1.14
0.96","221
229
216","13
5
8","

15
6
9

","8
5
3","-2
-1
-1","164
191
146","22%
26%
20%","1
0
1","0
0
0","+1
0
+1",DetonatioN FocusMe,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0",9
SSeeS,Omen,"0.93
0.69
1.09","150
82
197","10
2
8","

14
6
8

","10
5
5","-4
-4
0","105
52
141","43%
40%
44%","1
1
0","2
0
2","-1
+1
-2",DetonatioN FocusMe,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0",9
