Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
hiroronn,Sova,"1.60
1.86
1.43","245
229
257","18
7
11","

9
1
8

","10
3
7","+9
+6
+3","197
186
204","29%
31%
29%","0
0
0","3
0
3","-3
0
-3",ZETA DIVISION,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1",3
Dep,Jett,"1.26
2.12
0.69","231
382
131","17
12
5","

13
4
9

","5
2
3","+4
+8
-4","140
234
77","22%
24%
17%","3
1
2","2
0
2","+1
+1
0",ZETA DIVISION,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1",3
SugarZ3ro,Harbor,"1.12
1.37
0.96","107
123
98","7
3
4","

7
2
5

","8
4
4","0
+1
-1","71
79
66","25%
12%
45%","0
0
0","3
1
2","-3
-1
-2",ZETA DIVISION,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1",3
Laz,Killjoy,"1.01
0.62
1.28","161
31
248","12
1
11","

10
3
7

","2
0
2","+2
-2
+4","118
34
175","37%
25%
38%","2
0
2","3
2
1","-1
-2
+1",ZETA DIVISION,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1",3
Polvi,Jett,"1.08
1.45
0.51","232
318
104","16
14
2","

15
9
6

","0
0
0","+1
+5
-4","161
217
77","27%
45%
0%","7
5
2","3
0
3","+4
+5
-1",Global Esports,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0",3
Lightningfast,Viper,"0.76
0.98
0.44","203
222
175","13
9
4","

16
10
6

","3
3
0","-3
-1
-2","139
150
124","36%
38%
31%","3
2
1","1
1
0","+2
+1
+1",Global Esports,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0",3
blaZek1ng,Sova,"0.71
0.90
0.43","145
134
163","9
5
4","

14
8
6

","6
5
1","-5
-3
-2","105
98
115","40%
38%
42%","1
0
1","0
0
0","+1
0
+1",Global Esports,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0",3
Russ,Kayo,"0.51
0.68
0.25","107
119
91","6
4
2","

15
9
6

","8
6
2","-9
-5
-4","67
71
61","23%
19%
30%","1
1
0","1
0
1","0
+1
-1",Global Esports,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0",3
Benkai,Killjoy,"0.44
0.64
0.14","69
78
59","4
3
1","

14
8
6

","1
1
0","-10
-5
-5","55
57
52","17%
19%
13%","0
0
0","3
3
0","-3
-3
0",Global Esports,Icebox,2,2967302,Group Stage,Opening (A),ZETA DIVISION,"0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0",3
Jremy,Jett,"1.09
0.89
1.34","230
186
289","16
8
8","

15
10
5

","6
3
3","+1
-2
+3","157
134
188","29%
30%
27%","4
2
2","5
4
1","-1
-2
+1",Team Secret,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0",4
BORKUM,Viper,"1.03
0.99
1.09","191
190
193","12
7
5","

14
9
5

","7
6
1","-2
-2
0","129
133
124","23%
23%
23%","2
0
2","0
0
0","+2
0
+2",Team Secret,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0",4
JessieVash,Sova,"1.01
0.97
1.07","202
229
167","16
9
7","

15
10
5

","5
3
2","+1
-1
+2","138
156
113","42%
41%
45%","2
2
0","2
2
0","0
0
0",Team Secret,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0",4
invy,Kayo,"0.90
0.66
1.23","139
103
188","12
5
7","

15
11
4

","4
3
1","-3
-6
+3","89
82
97","32%
42%
25%","2
0
2","2
2
0","0
-2
+2",Team Secret,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0",4
NDG,Cypher,"0.66
0.64
0.68","97
120
69","5
4
1","

15
10
5

","7
4
3","-10
-6
-4","74
81
64","19%
28%
8%","1
0
1","1
0
1","0
0
0",Team Secret,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0",4
Governor,Neon,"1.35
0.35
2.10","282
102
418","21
2
19","

13
9
4

","10
5
5","+8
-7
+15","176
75
252","17%
21%
16%","4
0
4","5
3
2","-1
-3
+2",Talon Esports,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1",4
ban,Yoru,"1.32
1.48
1.20","289
317
268","22
10
12","

13
5
8

","4
2
2","+9
+5
+4","171
180
165","22%
33%
17%","3
2
1","1
1
0","+2
+1
+1",Talon Esports,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1",4
lenne,Sova,"0.99
0.97
1.01","139
132
146","10
4
6","

11
5
6

","9
3
6","-1
-1
0","96
81
108","20%
24%
17%","0
0
0","2
2
0","-2
-2
0",Talon Esports,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1",4
Crws,Harbor,"0.98
1.09
0.90","175
197
160","13
6
7","

13
5
8

","6
0
6","0
+1
-1","114
119
110","29%
27%
30%","1
0
1","2
1
1","-1
-1
0",Talon Esports,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1",4
JitBoyS,Viper,"0.96
0.86
1.03","140
81
184","8
2
6","

11
4
7

","9
3
6","-3
-2
-1","105
66
135","40%
50%
35%","2
0
2","1
0
1","+1
0
+1",Talon Esports,Breeze,1,2967311,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1",4
Jremy,Jett,"0.77
0.84
0.58","216
233
168","12
10
2","

15
11
4

","0
0
0","-3
-1
-2","145
147
140","33%
29%
60%","1
0
1","3
2
1","-2
-2
0",Team Secret,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",4
JessieVash,Sova,"0.72
0.76
0.62","151
127
227","7
5
2","

13
9
4

","3
1
2","-6
-4
-2","109
91
165","17%
33%
0%","0
0
0","2
2
0","-2
-2
0",Team Secret,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",4
BORKUM,Omen,"0.41
0.47
0.25","119
140
57","5
4
1","

16
12
4

","7
6
1","-11
-8
-3","85
93
63","9%
7%
25%","1
1
0","4
4
0","-3
-3
0",Team Secret,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",4
invy,Kayo,"0.40
0.50
0.11","110
128
59","5
4
1","

15
11
4

","6
6
0","-10
-7
-3","79
92
39","7%
9%
0%","0
0
0","2
1
1","-2
-1
-1",Team Secret,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",4
NDG,Killjoy,"0.26
0.36
0.03","91
116
18","4
4
0","

15
11
4

","1
0
1","-11
-7
-4","68
85
18","33%
38%
0%","0
0
0","3
2
1","-3
-2
-1",Team Secret,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",4
Governor,Jett,"2.16
1.65
2.33","399
374
408","25
6
19","

6
2
4

","2
0
2","+19
+4
+15","243
222
250","28%
75%
20%","7
2
5","1
1
0","+6
+1
+5",Talon Esports,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1",4
lenne,Sova,"2.00
2.61
1.80","293
352
274","17
6
11","

3
0
3

","9
3
6","+14
+6
+8","187
205
181","13%
20%
11%","4
1
3","0
0
0","+4
+1
+3",Talon Esports,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1",4
JitBoyS,Killjoy,"1.51
1.49
1.52","230
207
239","14
4
10","

5
1
4

","2
0
2","+9
+3
+6","152
121
163","21%
27%
20%","0
0
0","0
0
0","0
0
0",Talon Esports,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1",4
ban,Kayo,"1.04
1.28
0.96","205
235
195","12
3
9","

11
2
9

","11
1
10","+1
+1
0","120
130
117","38%
33%
41%","2
0
2","0
0
0","+2
0
+2",Talon Esports,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1",4
Crws,Omen,"0.81
1.30
0.65","100
91
104","6
1
5","

8
1
7

","6
3
3","-2
0
-2","63
53
67","10%
0%
13%","1
0
1","1
0
1","0
0
0",Talon Esports,Ascent,2,2967312,Group Stage,Opening (B),Talon Esports,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1",4
BuZz,Raze,"1.23
1.18
1.27","269
213
313","20
6
14","

16
6
10

","4
4
0","+4
0
+4","174
163
183","24%
29%
21%","5
2
3","2
0
2","+3
+2
+1",DRX,Lotus,1,2967361,Group Stage,Opening (B),DRX,"1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1",5
stax,Fade,"1.16
0.99
1.28","214
167
250","18
6
12","

13
5
8

","2
0
2","+5
+1
+4","135
83
175","32%
14%
42%","3
0
3","3
2
1","0
-2
+2",DRX,Lotus,1,2967361,Group Stage,Opening (B),DRX,"1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1",5
MaKo,Omen,"1.14
1.27
1.04","201
233
178","16
8
8","

14
6
8

","7
3
4","+2
+2
0","144
190
110","28%
24%
33%","3
3
0","0
0
0","+3
+3
0",DRX,Lotus,1,2967361,Group Stage,Opening (B),DRX,"1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1",5
Foxy9,Viper,"1.06
1.16
0.99","230
202
252","18
6
12","

13
4
9

","1
0
1","+5
+2
+3","140
128
149","35%
50%
28%","1
0
1","2
1
1","-1
-1
0",DRX,Lotus,1,2967361,Group Stage,Opening (B),DRX,"1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1",5
Flashback,Killjoy,"1.05
1.47
0.73","176
271
105","16
11
5","

11
4
7

","2
1
1","+5
+7
-2","122
176
82","33%
43%
24%","0
0
0","2
1
1","-2
-1
-1",DRX,Lotus,1,2967361,Group Stage,Opening (B),DRX,"1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1",5
Meiy,Raze,"1.04
1.37
0.61","252
301
189","16
12
4","

18
10
8

","7
4
3","-2
+2
-4","173
202
134","20%
26%
9%","6
4
2","3
2
1","+3
+2
+1",DetonatioN FocusMe,Lotus,1,2967361,Group Stage,Opening (B),DRX,"0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0",5
neth,Viper,"0.87
0.79
0.99","176
174
181","14
8
6","

17
10
7

","5
4
1","-3
-2
-1","117
123
110","32%
38%
28%","1
0
1","3
2
1","-2
-2
0",DetonatioN FocusMe,Lotus,1,2967361,Group Stage,Opening (B),DRX,"0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0",5
SSeeS,Omen,"0.86
1.11
0.52","212
285
116","17
13
4","

18
10
8

","5
4
1","-1
+3
-4","122
156
78","31%
31%
30%","1
0
1","2
1
1","-1
-1
0",DetonatioN FocusMe,Lotus,1,2967361,Group Stage,Opening (B),DRX,"0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0",5
Anthem,Skye,"0.80
0.86
0.71","173
209
127","12
8
4","

17
10
7

","9
7
2","-5
-2
-3","114
134
87","23%
33%
11%","1
1
0","2
1
1","-1
0
-1",DetonatioN FocusMe,Lotus,1,2967361,Group Stage,Opening (B),DRX,"0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0",5
Medusa,Killjoy,"0.45
0.15
0.84","96
27
189","8
1
7","

18
11
7

","1
0
1","-10
-10
0","68
20
132","29%
33%
28%","0
0
0","2
1
1","-2
-1
-1",DetonatioN FocusMe,Lotus,1,2967361,Group Stage,Opening (B),DRX,"0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0",5
Flashback,Cypher,"1.41
0.94
1.77","261
155
341","21
5
16","

12
7
5

","3
3
0","+9
-2
+11","169
101
221","46%
29%
56%","2
1
1","4
3
1","-2
-2
0",DRX,Breeze,2,2967362,Group Stage,Opening (B),DRX,"1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1",5
MaKo,Viper,"1.19
1.26
1.13","224
221
228","19
9
10","

13
6
7

","5
2
3","+6
+3
+3","143
139
146","31%
35%
29%","2
0
2","0
0
0","+2
0
+2",DRX,Breeze,2,2967362,Group Stage,Opening (B),DRX,"1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1",5
stax,Sova,"1.07
1.04
1.10","149
135
159","12
4
8","

10
5
5

","5
3
2","+2
-1
+3","102
105
100","33%
57%
24%","1
1
0","0
0
0","+1
+1
0",DRX,Breeze,2,2967362,Group Stage,Opening (B),DRX,"1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1",5
BuZz,Yoru,"0.97
0.89
1.03","217
193
235","16
6
10","

15
6
9

","8
2
6","+1
0
+1","138
119
152","33%
24%
41%","0
0
0","2
0
2","-2
0
-2",DRX,Breeze,2,2967362,Group Stage,Opening (B),DRX,"1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1",5
Foxy9,Jett,"0.96
1.07
0.88","187
237
151","14
7
7","

14
7
7

","3
2
1","0
0
0","111
140
89","18%
19%
15%","6
3
3","4
1
3","+2
+2
0",DRX,Breeze,2,2967362,Group Stage,Opening (B),DRX,"1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1",5
Medusa,Cypher,"1.30
1.18
1.47","240
222
266","19
9
10","

14
9
5

","1
1
0","+5
0
+5","162
155
172","49%
50%
47%","3
3
0","1
1
0","+2
+2
0",DetonatioN FocusMe,Breeze,2,2967362,Group Stage,Opening (B),DRX,"0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0",5
Meiy,Yoru,"0.85
0.80
0.91","240
233
250","17
11
6","

18
11
7

","4
0
4","-1
0
-1","160
161
158","30%
38%
23%","4
2
2","4
2
2","0
0
0",DetonatioN FocusMe,Breeze,2,2967362,Group Stage,Opening (B),DRX,"0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0",5
Anthem,Sova,"0.83
0.61
1.13","125
117
136","8
4
4","

15
10
5

","9
4
5","-7
-6
-1","96
89
106","30%
36%
25%","1
0
1","2
1
1","-1
-1
0",DetonatioN FocusMe,Breeze,2,2967362,Group Stage,Opening (B),DRX,"0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0",5
SSeeS,Viper,"0.63
0.63
0.64","147
143
153","11
6
5","

17
10
7

","5
3
2","-6
-4
-2","90
84
98","55%
56%
54%","1
1
0","2
1
1","-1
0
-1",DetonatioN FocusMe,Breeze,2,2967362,Group Stage,Opening (B),DRX,"0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0",5
neth,Harbor,"0.55
0.54
0.56","134
126
146","9
4
5","

18
11
7

","3
3
0","-9
-7
-2","87
82
93","28%
11%
83%","1
0
1","2
1
1","-1
-1
0",DetonatioN FocusMe,Breeze,2,2967362,Group Stage,Opening (B),DRX,"0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0",5
t3xture,Jett,"1.38
1.33
1.43","319
293
344","28
11
17","

17
9
8

","3
1
2","+11
+2
+9","201
180
221","40%
55%
26%","4
3
1","2
2
0","+2
+1
+1",Gen.G,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1",6
Karon,Astra,"1.25
0.71
1.75","226
125
319","20
6
14","

15
8
7

","7
2
5","+5
-2
+7","134
72
191","44%
15%
61%","1
0
1","0
0
0","+1
0
+1",Gen.G,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1",6
Munchkin,Viper,"1.00
1.52
0.51","180
272
96","14
11
3","

15
6
9

","8
3
5","-1
+5
-6","130
200
66","19%
27%
0%","0
0
0","3
0
3","-3
0
-3",Gen.G,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1",6
Meteor,Cypher,"0.91
0.94
0.89","217
247
191","18
10
8","

18
9
9

","3
2
1","0
+1
-1","143
155
133","24%
21%
27%","3
1
2","1
1
0","+2
0
+2",Gen.G,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1",6
Lakia,Skye,"0.53
0.72
0.36","130
140
122","9
5
4","

20
9
11

","9
5
4","-11
-4
-7","88
93
84","20%
25%
16%","4
2
2","5
2
3","-1
0
-1",Gen.G,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1",6
d4v41,Viper,"1.24
1.77
0.67","224
315
127","21
15
6","

15
6
9

","1
1
0","+6
+9
-3","167
243
84","43%
43%
44%","1
0
1","3
1
2","-2
-1
-1",Paper Rex,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0",6
something,Yoru,"1.00
1.17
0.83","233
258
207","18
11
7","

18
10
8

","6
4
2","0
+1
-1","174
186
161","19%
27%
11%","4
3
1","2
1
1","+2
+2
0",Paper Rex,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0",6
mindfreak,Sova,"0.92
0.91
0.94","203
183
226","14
7
7","

19
11
8

","10
4
6","-5
-4
-1","143
132
156","17%
23%
12%","1
0
1","0
0
0","+1
0
+1",Paper Rex,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0",6
f0rsakeN,Harbor,"0.88
0.76
1.01","203
128
287","17
6
11","

18
10
8

","8
5
3","-1
-4
+3","142
94
193","46%
33%
55%","2
1
1","2
0
2","0
+1
-1",Paper Rex,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0",6
Monyet,Omen,"0.76
0.49
1.05","166
116
221","15
5
10","

19
11
8

","6
5
1","-4
-6
+2","103
77
132","27%
24%
29%","3
2
1","5
4
1","-2
-2
0",Paper Rex,Breeze,1,2967471,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0",6
Meteor,Killjoy,"1.22
1.34
1.09","269
325
210","22
13
9","

15
9
6

","3
3
0","+7
+4
+3","190
222
155","40%
34%
50%","5
4
1","1
1
0","+4
+3
+1",Gen.G,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0",6
t3xture,Raze,"1.16
1.24
1.06","258
302
211","23
16
7","

17
9
8

","6
2
4","+6
+7
-1","162
181
142","19%
25%
11%","5
1
4","2
0
2","+3
+1
+2",Gen.G,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0",6
Karon,Omen,"0.91
0.84
0.97","197
199
195","16
8
8","

16
9
7

","9
5
4","0
-1
+1","123
138
107","31%
35%
26%","2
0
2","2
1
1","0
-1
+1",Gen.G,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0",6
Lakia,Fade,"0.79
0.34
1.27","142
67
224","10
1
9","

16
9
7

","9
5
4","-6
-8
+2","95
46
148","18%
6%
26%","0
0
0","0
0
0","0
0
0",Gen.G,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0",6
Munchkin,Viper,"0.77
0.53
1.03","169
136
207","14
6
8","

18
10
8

","7
2
5","-4
-4
0","116
106
126","32%
22%
44%","2
1
1","4
4
0","-2
-3
+1",Gen.G,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0",6
something,Jett,"1.36
1.58
1.16","282
325
244","23
13
10","

17
7
10

","6
3
3","+6
+6
0","180
211
152","16%
22%
12%","4
1
3","5
3
2","-1
-2
+1",Paper Rex,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",6
Monyet,Raze,"1.25
1.15
1.34","255
254
257","20
9
11","

18
9
9

","8
3
5","+2
0
+2","187
177
196","23%
15%
33%","1
1
0","1
0
1","0
+1
-1",Paper Rex,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",6
d4v41,Skye,"1.19
1.34
1.04","220
255
189","16
10
6","

15
7
8

","12
6
6","+1
+3
-2","154
170
139","30%
43%
21%","1
1
0","2
0
2","-1
+1
-2",Paper Rex,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",6
f0rsakeN,Cypher,"0.78
0.30
1.22","174
71
270","15
2
13","

18
9
9

","4
2
2","-3
-7
+4","113
56
164","25%
10%
38%","2
0
2","4
3
1","-2
-3
+1",Paper Rex,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",6
mindfreak,Omen,"0.67
0.29
1.02","86
40
129","8
2
6","

17
9
8

","5
1
4","-9
-7
-2","61
25
93","21%
25%
20%","1
0
1","2
2
0","-1
-2
+1",Paper Rex,Lotus,2,2967472,Group Stage,Winner's (C),Paper Rex,"1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",6
Lakia,Skye,"1.08
0.49
1.97","265
166
414","19
6
13","

17
12
5

","4
2
2","+2
-6
+8","159
104
243","44%
41%
45%","1
0
1","2
1
1","-1
-1
0",Gen.G,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0",6
Karon,Omen,"0.93
0.51
1.56","233
161
341","17
6
11","

17
11
6

","8
6
2","0
-5
+5","153
111
217","35%
35%
36%","1
0
1","1
1
0","0
-1
+1",Gen.G,Sunset,3,2967473,Group Stage,Winner's (C),Paper Rex,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0",6
