Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,KAST,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Id,Unique Enum,Stage,Series,winner,rounds
MiniBoo,Yoru,"1.34
0.53
2.22","265
119
426","21
4
17","

17
11
6

","6
4
2","+4
-7
+11","78%
67%
91%","195
93
306","33%
17%
40%","4
2
2","5
4
1","-1
-2
+1",Team Heretics,Bind,2,297401,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1"
benjyfishy,Viper,"0.97
1.26
0.67","195
227
161","16
10
6","

19
9
10

","5
5
0","-3
+1
-4","74%
83%
64%","121
150
89","29%
30%
26%","3
1
2","1
0
1","+2
+1
+1",Team Heretics,Bind,2,297401,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1"
paTiTek,Kayo,"0.89
1.06
0.71","163
218
105","12
10
2","

16
7
9

","13
8
5","-4
+3
-7","70%
75%
64%","102
128
74","19%
24%
11%","1
1
0","2
1
1","-1
0
-1",Team Heretics,Bind,2,297401,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1"
RieNs,Sova,"0.60
0.72
0.47","111
132
89","10
6
4","

19
9
10

","3
2
1","-9
-3
-6","65%
83%
45%","78
91
63","35%
56%
24%","0
0
0","1
0
1","-1
0
-1",Team Heretics,Bind,2,297401,2974012,Group Stage,Opening (A),Team Heretics,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1"
Cloud,Breach,"1.12
0.96
1.27","251
235
268","21
10
11","

20
10
10

","13
7
6","+1
0
+1","67%
67%
67%","152
136
167","37%
39%
36%","1
0
1","2
1
1","-1
-1
0",GIANTX,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0"
Fit1nho,Raze,"1.01
1.40
0.62","240
374
106","21
16
5","

17
9
8

","2
2
0","+4
+7
-3","71%
75%
67%","156
239
73","28%
33%
18%","2
2
0","1
1
0","+1
+1
0",GIANTX,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0"
Redgar,Omen,"0.97
1.14
0.80","162
233
91","14
11
3","

12
6
6

","6
4
2","+2
+5
-3","83%
83%
83%","101
140
63","26%
28%
21%","3
1
2","3
0
3","0
+1
-1",GIANTX,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0"
nukkye,Cypher,"0.93
0.52
1.34","174
73
275","14
3
11","

18
9
9

","9
3
6","-4
-6
+2","63%
58%
67%","117
43
192","33%
75%
28%","3
1
2","4
3
1","-1
-2
+1",GIANTX,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0"
hoody,Skye,"0.84
0.91
0.77","144
157
131","11
6
5","

16
8
8

","9
5
4","-5
-2
-3","71%
92%
50%","98
113
83","21%
17%
26%","1
0
1","4
3
1","-3
-3
0",GIANTX,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0"
N4RRATE,Raze,"1.29
1.13
1.45","295
275
316","23
11
12","

18
9
9

","4
3
1","+5
+2
+3","79%
83%
75%","179
167
192","20%
28%
14%","3
2
1","3
3
0","0
-1
+1",Karmine Corp,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1"
MAGNUM,Fade,"1.13
1.41
0.85","186
217
156","18
10
8","

14
6
8

","5
3
2","+4
+4
0","67%
58%
75%","123
147
98","24%
28%
18%","3
2
1","2
0
2","+1
+2
-1",Karmine Corp,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1"
marteen,Yoru,"0.98
0.78
1.18","210
167
255","16
6
10","

17
8
9

","6
5
1","-1
-2
+1","58%
75%
42%","138
115
160","29%
23%
35%","3
0
3","3
2
1","0
-2
+2",Karmine Corp,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1"
sh1n,Astra,"0.96
1.07
0.84","128
129
128","12
7
5","

14
5
9

","7
1
6","-2
+2
-4","71%
67%
75%","72
69
76","28%
24%
33%","4
2
2","1
1
0","+3
+1
+2",Karmine Corp,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1"
tomaszy,Omen,"0.85
1.02
0.68","182
181
185","14
7
7","

18
8
10

","8
3
5","-4
-1
-3","75%
75%
75%","126
137
116","39%
35%
44%","1
0
1","1
0
1","0
0
0",Karmine Corp,Split,1,297402,2974021,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1"
hoody,Breach,"1.24
1.47
0.99","203
296
103","15
12
3","

12
8
4

","14
10
4","+3
+4
-1","78%
75%
82%","124
162
83","20%
28%
11%","1
1
0","1
1
0","0
0
0",GIANTX,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1"
Redgar,Omen,"1.20
1.14
1.27","248
189
313","22
9
13","

15
7
8

","3
2
1","+7
+2
+5","61%
58%
64%","172
136
212","31%
32%
31%","1
0
1","4
2
2","-3
-2
-1",GIANTX,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1"
Cloud,Fade,"1.16
0.95
1.40","254
200
315","22
9
13","

16
8
8

","12
6
6","+6
+1
+5","70%
75%
64%","153
122
186","28%
29%
27%","4
2
2","3
3
0","+1
-1
+2",GIANTX,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1"
nukkye,Sage,"1.14
0.87
1.44","217
173
265","17
7
10","

15
8
7

","13
7
6","+2
-1
+3","83%
75%
91%","140
106
177","33%
26%
40%","3
0
3","1
0
1","+2
0
+2",GIANTX,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1"
Fit1nho,Raze,"0.49
0.46
0.51","94
136
48","6
5
1","

18
11
7

","3
2
1","-12
-6
-6","65%
58%
73%","65
93
35","16%
18%
13%","3
2
1","2
1
1","+1
+1
0",GIANTX,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1"
MAGNUM,Cypher,"1.12
1.11
1.12","221
244
201","18
10
8","

16
8
8

","4
0
4","+2
+2
0","65%
55%
75%","152
144
160","25%
38%
16%","2
1
1","3
2
1","-1
-1
0",Karmine Corp,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0"
tomaszy,Viper,"1.10
0.85
1.33","228
183
270","19
7
12","

16
8
8

","7
4
3","+3
-1
+4","74%
64%
83%","147
121
172","34%
30%
37%","3
0
3","1
1
0","+2
-1
+3",Karmine Corp,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0"
N4RRATE,Gekko,"1.03
1.30
0.79","214
231
199","15
8
7","

18
7
11

","7
5
2","-3
+1
-4","65%
73%
58%","150
160
142","28%
30%
26%","2
2
0","2
0
2","0
+2
-2",Karmine Corp,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0"
marteen,Raze,"0.91
0.52
1.27","151
97
201","12
4
8","

15
8
7

","3
2
1","-3
-4
+1","70%
55%
83%","102
57
143","17%
8%
21%","4
1
3","3
2
1","+1
-1
+2",Karmine Corp,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0"
sh1n,Omen,"0.81
0.74
0.88","155
148
163","12
5
7","

17
9
8

","7
2
5","-5
-4
-1","74%
64%
83%","101
96
105","41%
27%
57%","0
0
0","3
2
1","-3
-2
-1",Karmine Corp,Sunset,2,297402,2974022,Group Stage,Opening (A),Karmine Corp,"1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0"
Cloud,Skye,"1.24
1.00
1.81","260
184
446","14
6
8","

12
10
2

","8
7
1","+2
-4
+6","71%
58%
100%","172
128
278","24%
22%
26%","1
0
1","0
0
0","+1
0
+1",GIANTX,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0"
nukkye,Killjoy,"0.80
0.83
0.71","171
193
121","10
8
2","

13
11
2

","0
0
0","-3
-3
0","71%
75%
60%","113
127
79","26%
23%
40%","2
2
0","1
0
1","+1
+2
-1",GIANTX,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0"
Fit1nho,Raze,"0.59
0.63
0.49","145
182
60","6
6
0","

15
11
4

","3
0
3","-9
-5
-4","53%
50%
60%","104
123
60","14%
19%
0%","1
1
0","2
1
1","-1
0
-1",GIANTX,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0"
Redgar,Omen,"0.50
0.45
0.65","126
141
92","6
5
1","

16
12
4

","4
4
0","-10
-7
-3","53%
58%
40%","87
93
72","28%
38%
11%","2
1
1","1
1
0","+1
0
+1",GIANTX,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0"
hoody,Viper,"0.36
0.35
0.39","101
110
81","6
4
2","

15
11
4

","0
0
0","-9
-7
-2","35%
33%
40%","71
73
65","18%
20%
14%","1
1
0","6
5
1","-5
-4
-1",GIANTX,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0"
N4RRATE,Fade,"1.65
1.44
1.74","303
291
309","18
5
13","

8
3
5

","6
0
6","+10
+2
+8","88%
60%
100%","205
183
214","30%
20%
34%","1
1
0","0
0
0","+1
+1
0",Karmine Corp,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1"
MAGNUM,Killjoy,"1.32
0.58
1.63","250
124
303","17
2
15","

8
3
5

","3
0
3","+9
-1
+10","82%
80%
83%","189
112
221","30%
14%
33%","2
0
2","3
1
2","-1
-1
0",Karmine Corp,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1"
tomaszy,Viper,"1.30
1.43
1.25","215
259
198","14
5
9","

8
2
6

","3
1
2","+6
+3
+3","76%
80%
75%","134
151
127","41%
30%
45%","4
1
3","1
0
1","+3
+1
+2",Karmine Corp,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1"
marteen,Raze,"1.27
1.22
1.29","238
176
264","15
4
11","

10
2
8

","4
0
4","+5
+2
+3","76%
60%
83%","146
101
164","16%
17%
16%","2
1
1","2
1
1","0
0
0",Karmine Corp,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1"
sh1n,Omen,"0.92
0.71
1.01","110
101
114","7
2
5","

8
3
5

","8
1
7","-1
-1
0","88%
80%
92%","80
73
83","37%
40%
36%","1
0
1","1
0
1","0
0
0",Karmine Corp,Lotus,3,297402,2974023,Group Stage,Opening (A),Karmine Corp,"1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1"
Shao,Brimstone,"1.36
1.39
1.32","249
301
180","18
12
6","

14
10
4

","11
7
4","+4
+2
+2","86%
75%
100%","179
212
136","31%
30%
33%","0
0
0","2
2
0","-2
-2
0",Natus Vincere,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
ardiis,Kayo,"1.09
0.65
1.68","232
150
343","18
5
13","

17
11
6

","13
12
1","+1
-6
+7","76%
75%
78%","151
102
216","22%
19%
24%","0
0
0","1
1
0","-1
-1
0",Natus Vincere,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
SUYGETSU,Viper,"0.84
0.95
0.68","204
238
161","14
12
2","

15
8
7

","5
2
3","-1
+4
-5","76%
83%
67%","141
160
116","36%
45%
27%","3
2
1","3
1
2","0
+1
-1",Natus Vincere,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
Zyppan,Raze,"0.78
0.58
1.03","211
174
261","14
8
6","

17
11
6

","5
1
4","-3
-3
0","71%
67%
78%","158
133
193","20%
29%
13%","4
2
2","4
1
3","0
+1
-1",Natus Vincere,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
ANGE1,Gekko,"0.78
0.66
0.93","172
167
181","14
8
6","

18
10
8

","3
2
1","-4
-2
-2","67%
67%
67%","121
119
123","32%
38%
27%","2
1
1","2
2
0","0
-1
+1",Natus Vincere,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
pAura,Breach,"1.17
0.78
1.46","238
147
307","20
4
16","

15
7
8

","3
3
0","+5
-3
+8","86%
67%
100%","143
86
185","37%
40%
35%","4
2
2","2
2
0","+2
0
+2",BBL Esports,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1"
Brave,Brimstone,"1.10
1.17
1.05","229
264
203","17
8
9","

17
8
9

","10
5
5","0
0
0","76%
78%
75%","150
149
151","35%
44%
29%","1
1
0","3
1
2","-2
0
-2",BBL Esports,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1"
Elite,Viper,"1.06
1.14
1.00","209
215
206","15
7
8","

15
6
9

","10
5
5","0
+1
-1","76%
67%
83%","122
127
118","50%
45%
53%","3
0
3","1
0
1","+2
0
+2",BBL Esports,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1"
QutionerX,Raze,"1.05
0.90
1.17","224
180
257","16
5
11","

17
7
10

","5
4
1","-1
-2
+1","71%
67%
75%","143
114
165","20%
24%
18%","4
2
2","3
1
2","+1
+1
0",BBL Esports,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1"
reazy,Skye,"0.86
0.76
0.93","153
194
123","11
6
5","

14
8
6

","11
6
5","-3
-2
-1","71%
67%
75%","112
128
100","16%
20%
13%","0
0
0","0
0
0","0
0
0",BBL Esports,Bind,1,297406,2974061,Group Stage,Opening (B),Natus Vincere,"1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1"
Zyppan,Kayo,"1.48
1.54
1.45","280
308
265","20
8
12","

12
4
8

","16
5
11","+8
+4
+4","84%
100%
75%","161
183
147","30%
23%
38%","2
1
1","2
0
2","0
+1
-1",Natus Vincere,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1"
SUYGETSU,Cypher,"1.38
2.00
1.02","247
351
186","17
9
8","

9
2
7

","4
2
2","+8
+7
+1","79%
86%
75%","157
194
136","45%
75%
32%","1
0
1","2
1
1","-1
-1
0",Natus Vincere,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1"
Shao,Omen,"1.27
1.69
1.03","204
197
209","12
6
6","

11
2
9

","10
2
8","+1
+4
-3","84%
100%
75%","133
139
129","37%
50%
30%","2
0
2","2
1
1","0
-1
+1",Natus Vincere,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1"
ANGE1,Sova,"1.10
1.28
1.00","213
219
210","14
6
8","

11
4
7

","3
1
2","+3
+2
+1","79%
71%
83%","140
145
137","50%
86%
37%","3
1
2","1
0
1","+2
+1
+1",Natus Vincere,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1"
ardiis,Jett,"0.88
0.64
1.02","184
169
194","13
4
9","

13
6
7

","2
1
1","0
-2
+2","58%
57%
58%","137
149
130","19%
42%
10%","2
1
1","2
2
0","0
-1
+1",Natus Vincere,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1"
Brave,Omen,"1.06
1.37
0.52","227
286
126","15
12
3","

15
9
6

","7
7
0","0
+3
-3","79%
92%
57%","141
167
96","50%
59%
33%","3
2
1","0
0
0","+3
+2
+1",BBL Esports,Ascent,2,297406,2974062,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0"
