Player Name,Map Name,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team Name,Map #,Id,Unique Enum,Stage,Series
t3xture,Lotus,"[4, 7, 8, 9]",[21],,,[15],,,,,58,0,2,GEN,2,297257,2972572,Playoffs,Semifinals
Meteor,Lotus,"[2, 17, 19]",[5],,,,,,,,67,1,1,GEN,2,297257,2972572,Playoffs,Semifinals
Karon,Lotus,"[10, 17]",,[6],,[6],,,,,65,3,0,GEN,2,297257,2972572,Playoffs,Semifinals
Monyet,Ascent,"[3, 18]",,[2],,,,,,,38,1,0,PRX,1,297258,2972581,Playoffs,Grand Final
mindfreak,Ascent,"[8, 11, 14]",[15],,,,,,,,66,1,0,PRX,1,297258,2972581,Playoffs,Grand Final
f0rsakeN,Ascent,[1],,,,,,,,,24,1,0,PRX,1,297258,2972581,Playoffs,Grand Final
d4v41,Ascent,[8],,,,[8],,,,,42,0,0,PRX,1,297258,2972581,Playoffs,Grand Final
something,Ascent,"[1, 5, 12]",,,,,,,,,48,3,0,PRX,1,297258,2972581,Playoffs,Grand Final
Lakia,Ascent,"[3, 9, 10]",,,,,,,,,41,0,0,GEN,1,297258,2972581,Playoffs,Grand Final
Munchkin,Ascent,"[6, 13, 18]",[15],,,,,,,,52,3,1,GEN,1,297258,2972581,Playoffs,Grand Final
t3xture,Ascent,"[7, 9, 13, 14, 15, 18]",[17],"[4, 5]",,,[15],,,,101,0,0,GEN,1,297258,2972581,Playoffs,Grand Final
Meteor,Ascent,"[3, 14, 16]",,,,,,,,,58,1,0,GEN,1,297258,2972581,Playoffs,Grand Final
Karon,Ascent,"[6, 8, 16]","[7, 10]",,,,,,,,77,1,0,GEN,1,297258,2972581,Playoffs,Grand Final
Monyet,Split,"[1, 13, 15, 17]",,,,,,[4],,,52,3,0,PRX,2,297258,2972582,Playoffs,Grand Final
mindfreak,Split,"[1, 6, 17]",[2],,,"[6, 8]",,,,,49,1,0,PRX,2,297258,2972582,Playoffs,Grand Final
f0rsakeN,Split,"[7, 13, 14, 16]",[5],,,,[13],,,,56,3,1,PRX,2,297258,2972582,Playoffs,Grand Final
d4v41,Split,[9],,,,,,,,,64,0,0,PRX,2,297258,2972582,Playoffs,Grand Final
something,Split,[14],[8],[11],,,,,,,60,1,0,PRX,2,297258,2972582,Playoffs,Grand Final
Lakia,Split,[15],,,,,,,,,38,1,0,GEN,2,297258,2972582,Playoffs,Grand Final
Munchkin,Split,"[7, 8, 12]",,,,,,,,,56,0,0,GEN,2,297258,2972582,Playoffs,Grand Final
t3xture,Split,[7],,,,,,,,,58,0,0,GEN,2,297258,2972582,Playoffs,Grand Final
Meteor,Split,"[9, 10]",,,,,,,,,56,0,0,GEN,2,297258,2972582,Playoffs,Grand Final
Karon,Split,"[9, 11]","[4, 6]",,,,,,,,61,0,1,GEN,2,297258,2972582,Playoffs,Grand Final
Monyet,Lotus,,[5],,,,,,,,38,3,0,PRX,3,297258,2972583,Playoffs,Grand Final
mindfreak,Lotus,"[1, 4, 11]",[22],,,,[11],,,,53,0,1,PRX,3,297258,2972583,Playoffs,Grand Final
f0rsakeN,Lotus,[11],,,,,,,,,47,0,1,PRX,3,297258,2972583,Playoffs,Grand Final
d4v41,Lotus,"[6, 8, 18, 23, 24]",[9],,,[4],,,,,55,4,1,PRX,3,297258,2972583,Playoffs,Grand Final
something,Lotus,"[4, 8, 15, 21, 23]",,,,,,,,,60,0,0,PRX,3,297258,2972583,Playoffs,Grand Final
Lakia,Lotus,"[2, 4, 21]","[12, 14]",,,,,,,,61,4,0,GEN,3,297258,2972583,Playoffs,Grand Final
Munchkin,Lotus,"[3, 12, 13, 15, 17, 20, 24]",,[1],,,,,,,65,1,1,GEN,3,297258,2972583,Playoffs,Grand Final
t3xture,Lotus,"[9, 13, 16]",,[19],,,,,,,47,1,0,GEN,3,297258,2972583,Playoffs,Grand Final
Meteor,Lotus,"[3, 4, 11]",,,,,,,,,37,0,0,GEN,3,297258,2972583,Playoffs,Grand Final
Karon,Lotus,"[2, 17, 20, 21, 24]",[16],,,[9],,,,,54,3,0,GEN,3,297258,2972583,Playoffs,Grand Final
Monyet,Bind,"[8, 17]",,,,,,,,,41,1,0,PRX,4,297258,2972584,Playoffs,Grand Final
mindfreak,Bind,"[6, 13, 16, 17]",[5],,,,,,,,74,0,0,PRX,4,297258,2972584,Playoffs,Grand Final
f0rsakeN,Bind,"[6, 11]",,,,,,,,,45,0,0,PRX,4,297258,2972584,Playoffs,Grand Final
d4v41,Bind,"[13, 15]",,,,,,,,,43,0,0,PRX,4,297258,2972584,Playoffs,Grand Final
something,Bind,[11],,,,,,,,,42,1,1,PRX,4,297258,2972584,Playoffs,Grand Final
Lakia,Bind,,,,,[13],,,,,34,7,1,GEN,4,297258,2972584,Playoffs,Grand Final
Munchkin,Bind,"[7, 11, 13, 14]",,,,,,,,,45,0,0,GEN,4,297258,2972584,Playoffs,Grand Final
t3xture,Bind,"[1, 5, 7, 10]",[15],,,[17],,,,,90,2,1,GEN,4,297258,2972584,Playoffs,Grand Final
Meteor,Bind,"[1, 2, 16]",[9],[12],,,,,,,76,0,0,GEN,4,297258,2972584,Playoffs,Grand Final
Karon,Bind,[16],"[3, 14]",,,,[16],,,,48,0,0,GEN,4,297258,2972584,Playoffs,Grand Final
