Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Stage,Series,winner,rounds,Id
ardiis,Jett,"0.88
0.64
1.02","184
169
194","13
4
9","

13
6
7

","2
1
1","0
-2
+2","137
149
130","19%
42%
10%","2
1
1","2
2
0","0
-1
+1",Natus Vincere,Ascent,2,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",3
Brave,Omen,"1.06
1.37
0.52","227
286
126","15
12
3","

15
9
6

","7
7
0","0
+3
-3","141
167
96","50%
59%
33%","3
2
1","0
0
0","+3
+2
+1",BBL Esports,Ascent,2,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
reazy,Sova,"0.97
1.13
0.70","234
245
217","14
10
4","

15
8
7

","6
3
3","-1
+2
-3","173
185
153","24%
26%
21%","1
0
1","0
0
0","+1
0
+1",BBL Esports,Ascent,2,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
QutionerX,Jett,"0.86
1.13
0.38","216
273
118","15
12
3","

15
9
6

","2
1
1","0
+3
-3","142
182
73","37%
41%
25%","3
2
1","8
6
2","-5
-4
-1",BBL Esports,Ascent,2,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
pAura,Kayo,"0.65
0.66
0.63","76
64
99","5
2
3","

16
9
7

","15
10
5","-11
-7
-4","34
33
36","19%
50%
0%","1
1
0","1
1
0","0
0
0",BBL Esports,Ascent,2,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
Elite,Killjoy,"0.50
0.44
0.61","145
73
270","7
3
4","

16
9
7

","4
1
3","-9
-6
-3","111
50
216","41%
38%
42%","1
0
1","1
0
1","0
0
0",BBL Esports,Ascent,2,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",3
ardiis,Yoru,"1.67
1.43
1.80","382
362
394","28
10
18","

12
6
6

","2
1
1","+16
+4
+12","248
250
247","24%
28%
19%","6
2
4","2
1
1","+4
+1
+3",Natus Vincere,Breeze,3,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
Zyppan,Sova,"1.59
1.32
1.74","299
179
370","21
5
16","

10
4
6

","6
4
2","+11
+1
+10","204
100
264","40%
23%
48%","0
0
0","0
0
0","0
0
0",Natus Vincere,Breeze,3,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
Shao,Viper,"1.16
1.41
1.02","171
250
125","11
6
5","

9
4
5

","14
7
7","+2
+2
0","108
139
90","18%
22%
13%","0
0
0","3
0
3","-3
0
-3",Natus Vincere,Breeze,3,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
SUYGETSU,Cypher,"0.96
0.69
1.12","151
152
151","11
4
7","

10
5
5

","1
0
1","+1
-1
+2","126
120
129","36%
50%
31%","1
0
1","2
0
2","-1
0
-1",Natus Vincere,Breeze,3,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
ANGE1,Omen,"0.53
0.49
0.56","131
129
133","7
2
5","

16
6
10

","9
4
5","-9
-4
-5","92
88
95","29%
56%
18%","3
2
1","2
2
0","+1
0
+1",Natus Vincere,Breeze,3,Group Stage,Opening (B),Natus Vincere,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1",3
Elite,Cypher,"0.98
0.83
1.25","195
128
311","15
6
9","

14
9
5

","1
1
0","+1
-3
+4","128
79
212","68%
67%
69%","0
0
0","1
1
0","-1
-1
0",BBL Esports,Breeze,3,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0",3
pAura,Kayo,"0.93
0.96
0.88","208
225
182","12
8
4","

16
10
6

","10
7
3","-4
-2
-2","134
131
138","48%
53%
42%","2
1
1","1
1
0","+1
0
+1",BBL Esports,Breeze,3,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0",3
reazy,Sova,"0.88
0.76
1.09","178
163
206","10
5
5","

14
10
4

","7
6
1","-4
-5
+1","126
117
142","19%
18%
20%","1
1
0","1
1
0","0
0
0",BBL Esports,Breeze,3,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0",3
QutionerX,Jett,"0.82
0.63
1.14","202
176
248","14
8
6","

18
12
6

","2
1
1","-4
-4
0","123
93
176","26%
29%
22%","5
3
2","4
2
2","+1
+1
0",BBL Esports,Breeze,3,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0",3
Brave,Viper,"0.63
0.72
0.48","100
121
65","6
5
1","

16
10
6

","5
2
3","-10
-5
-5","70
83
48","23%
38%
0%","1
1
0","3
1
2","-2
0
-2",BBL Esports,Breeze,3,Group Stage,Opening (B),Natus Vincere,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0",3
Keiko,Jett,"1.86
1.80
1.91","427
444
413","37
18
19","

16
7
9

","2
0
2","+21
+11
+10","283
309
258","31%
36%
26%","6
3
3","2
1
1","+4
+2
+2",Team Liquid,Icebox,1,Group Stage,Opening (B),Team Liquid,"1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",4
nAts,Viper,"1.03
0.97
1.09","192
160
222","17
7
10","

16
6
10

","5
1
4","+1
+1
0","123
105
139","22%
20%
23%","1
0
1","2
1
1","-1
-1
0",Team Liquid,Icebox,1,Group Stage,Opening (B),Team Liquid,"1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",4
Jamppi,Killjoy,"0.95
1.22
0.69","158
180
139","13
7
6","

14
5
9

","4
0
4","-1
+2
-3","105
108
103","41%
33%
46%","2
2
0","1
0
1","+1
+2
-1",Team Liquid,Icebox,1,Group Stage,Opening (B),Team Liquid,"1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",4
Enzo,Sova,"0.82
1.12
0.54","141
171
115","9
6
3","

16
6
10

","9
2
7","-7
0
-7","104
123
86","21%
28%
13%","2
1
1","2
0
2","0
+1
-1",Team Liquid,Icebox,1,Group Stage,Opening (B),Team Liquid,"1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",4
Mistic,Sage,"0.79
0.75
0.83","103
56
147","9
2
7","

16
6
10

","10
5
5","-7
-4
-3","75
48
99","26%
17%
32%","0
0
0","5
3
2","-5
-3
-2",Team Liquid,Icebox,1,Group Stage,Opening (B),Team Liquid,"1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",4
kamo,Yoru,"1.09
1.19
0.97","251
271
230","21
12
9","

19
10
9

","2
2
0","+2
+2
0","169
182
156","36%
30%
45%","8
3
5","5
4
1","+3
-1
+4","Movistar KOI						
							(KOI)",Icebox,1,Group Stage,Opening (B),Team Liquid,"0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",4
ShadoW,Sova,"0.90
1.24
0.54","219
328
102","16
14
2","

20
10
10

","8
4
4","-4
+4
-8","157
226
82","38%
43%
27%","2
2
0","2
0
2","0
+2
-2","Movistar KOI						
							(KOI)",Icebox,1,Group Stage,Opening (B),Team Liquid,"0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",4
grubinho,Viper,"0.89
0.95
0.82","198
227
167","16
10
6","

14
9
5

","7
4
3","+2
+1
+1","112
126
98","27%
29%
25%","2
2
0","2
1
1","0
+1
-1","Movistar KOI						
							(KOI)",Icebox,1,Group Stage,Opening (B),Team Liquid,"0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",4
sheydos,Killjoy,"0.79
0.82
0.75","123
132
115","11
6
5","

14
8
6

","2
1
1","-3
-2
-1","93
101
84","18%
22%
14%","0
0
0","0
0
0","0
0
0","Movistar KOI						
							(KOI)",Icebox,1,Group Stage,Opening (B),Team Liquid,"0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",4
starxo,Harbor,"0.74
0.61
0.88","171
163
180","13
6
7","

18
10
8

","9
5
4","-5
-4
-1","113
114
111","38%
29%
54%","0
0
0","2
0
2","-2
0
-2","Movistar KOI						
							(KOI)",Icebox,1,Group Stage,Opening (B),Team Liquid,"0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",4
nAts,Viper,"1.52
1.83
1.22","320
380
261","28
17
11","

14
6
8

","6
4
2","+14
+11
+3","238
282
195","36%
47%
26%","0
0
0","3
2
1","-3
-2
-1",Team Liquid,Bind,2,Group Stage,Opening (B),Team Liquid,"0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1",4
Jamppi,Skye,"1.05
1.06
1.05","229
188
271","20
8
12","

19
8
11

","4
3
1","+1
0
+1","148
122
173","49%
69%
38%","6
3
3","2
0
2","+4
+3
+1",Team Liquid,Bind,2,Group Stage,Opening (B),Team Liquid,"0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1",4
Keiko,Raze,"0.99
1.11
0.86","172
209
136","14
8
6","

14
7
7

","4
3
1","0
+1
-1","122
145
100","42%
47%
33%","2
2
0","3
1
2","-1
+1
-2",Team Liquid,Bind,2,Group Stage,Opening (B),Team Liquid,"0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1",4
Enzo,Gekko,"0.87
0.74
0.99","146
80
213","11
3
8","

15
7
8

","8
3
5","-4
-4
0","93
57
130","21%
18%
21%","1
0
1","3
1
2","-2
-1
-1",Team Liquid,Bind,2,Group Stage,Opening (B),Team Liquid,"0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1",4
Mistic,Brimstone,"0.83
0.97
0.70","168
180
158","13
8
5","

19
8
11

","10
3
7","-6
0
-6","112
102
123","36%
46%
30%","1
1
0","3
2
1","-2
-1
-1",Team Liquid,Bind,2,Group Stage,Opening (B),Team Liquid,"0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1",4
sheydos,Viper,"1.27
1.49
1.06","212
239
187","17
10
7","

13
7
6

","7
6
1","+4
+3
+1","151
183
119","30%
38%
19%","2
0
2","0
0
0","+2
0
+2","Movistar KOI						
							(KOI)",Bind,2,Group Stage,Opening (B),Team Liquid,"1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",4
kamo,Raze,"0.98
0.73
1.23","192
161
223","16
6
10","

18
10
8

","7
2
5","-2
-4
+2","135
112
158","24%
18%
29%","6
4
2","4
2
2","+2
+2
0","Movistar KOI						
							(KOI)",Bind,2,Group Stage,Opening (B),Team Liquid,"1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",4
grubinho,Brimstone,"0.92
0.98
0.86","214
210
220","17
9
8","

19
10
9

","7
5
2","-2
-1
-1","130
118
143","31%
23%
44%","2
2
0","0
0
0","+2
+2
0","Movistar KOI						
							(KOI)",Bind,2,Group Stage,Opening (B),Team Liquid,"1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",4
ShadoW,Fade,"0.81
0.86
0.76","167
158
176","15
8
7","

17
7
10

","1
1
0","-2
+1
-3","99
103
96","22%
22%
23%","1
0
1","2
1
1","-1
-1
0","Movistar KOI						
							(KOI)",Bind,2,Group Stage,Opening (B),Team Liquid,"1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",4
starxo,Skye,"0.80
1.25
0.36","176
288
65","16
13
3","

19
9
10

","9
7
2","-3
+4
-7","102
162
41","25%
32%
8%","3
2
1","4
1
3","-1
+1
-2","Movistar KOI						
							(KOI)",Bind,2,Group Stage,Opening (B),Team Liquid,"1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",4
Kicks,Skye,"1.35
1.43
1.26","251
244
259","20
11
9","

16
7
9

","8
4
4","+4
+4
0","167
147
189","27%
27%
27%","2
1
1","3
0
3","-1
+1
-2",Team Vitality,Sunset,1,Group Stage,Opening (C),Team Vitality,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1",5
Sayf,Viper,"1.06
1.44
0.64","187
280
87","15
12
3","

12
8
4

","6
2
4","+3
+4
-1","142
196
82","58%
58%
56%","1
1
0","2
0
2","-1
+1
-2",Team Vitality,Sunset,1,Group Stage,Opening (C),Team Vitality,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1",5
runneR,Raze,"1.04
1.07
1.02","218
234
202","16
9
7","

15
9
6

","6
3
3","+1
0
+1","147
156
137","28%
25%
33%","4
4
0","5
3
2","-1
+1
-2",Team Vitality,Sunset,1,Group Stage,Opening (C),Team Vitality,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1",5
Destrian,Cypher,"1.03
0.71
1.37","182
109
262","14
5
9","

13
8
5

","7
4
3","+1
-3
+4","132
88
179","24%
14%
33%","1
1
0","1
1
0","0
0
0",Team Vitality,Sunset,1,Group Stage,Opening (C),Team Vitality,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1",5
ceNder,Omen,"0.88
0.82
0.96","116
100
135","11
6
5","

14
8
6

","7
3
4","-3
-2
-1","80
67
95","42%
67%
27%","2
0
2","2
1
1","0
-1
+1",Team Vitality,Sunset,1,Group Stage,Opening (C),Team Vitality,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1",5
nataNk,Raze,"1.23
1.21
1.24","301
257
342","23
10
13","

17
7
10

","3
1
2","+6
+3
+3","188
154
219","30%
48%
22%","7
3
4","3
1
2","+4
+2
+2",Gentle Mates,Sunset,1,Group Stage,Opening (C),Team Vitality,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0",5
logaN,Cypher,"0.95
0.84
1.05","114
107
122","10
4
6","

12
5
7

","4
1
3","-2
-1
-1","77
76
78","27%
23%
31%","0
0
0","3
0
3","-3
0
-3",Gentle Mates,Sunset,1,Group Stage,Opening (C),Team Vitality,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0",5
Wailers,Omen,"0.90
0.83
0.96","140
125
154","10
5
5","

13
6
7

","8
4
4","-3
-1
-2","100
80
117","27%
19%
31%","0
0
0","0
0
0","0
0
0",Gentle Mates,Sunset,1,Group Stage,Opening (C),Team Vitality,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0",5
beyAz,Breach,"0.85
0.83
0.86","130
132
129","9
4
5","

15
7
8

","14
7
7","-6
-3
-3","86
94
78","19%
14%
25%","0
0
0","0
0
0","0
0
0",Gentle Mates,Sunset,1,Group Stage,Opening (C),Team Vitality,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0",5
TakaS,Yoru,"0.78
1.02
0.57","221
303
146","18
12
6","

19
9
10

","3
1
2","-1
+3
-4","132
176
92","20%
17%
26%","6
5
1","4
2
2","+2
+3
-1",Gentle Mates,Sunset,1,Group Stage,Opening (C),Team Vitality,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0",5
ceNder,Viper,"1.66
1.25
1.92","308
235
357","23
9
14","

10
4
6

","5
2
3","+13
+5
+8","193
131
235","35%
40%
33%","6
2
4","1
0
1","+5
+2
+3",Team Vitality,Lotus,2,Group Stage,Opening (C),Team Vitality,"1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1",5
runneR,Raze,"1.41
1.94
1.05","316
422
247","23
13
10","

13
3
10

","4
0
4","+10
+10
0","184
228
155","16%
17%
14%","4
3
1","1
1
0","+3
+2
+1",Team Vitality,Lotus,2,Group Stage,Opening (C),Team Vitality,"1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1",5
Kicks,Skye,"1.31
1.57
1.14","204
188
216","13
4
9","

10
3
7

","12
8
4","+3
+1
+2","141
125
152","18%
18%
18%","2
1
1","1
0
1","+1
+1
0",Team Vitality,Lotus,2,Group Stage,Opening (C),Team Vitality,"1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1",5
Sayf,Omen,"1.02
1.08
0.98","132
146
123","8
3
5","

11
4
7

","10
6
4","-3
-1
-2","94
90
96","23%
25%
21%","1
0
1","2
0
2","-1
0
-1",Team Vitality,Lotus,2,Group Stage,Opening (C),Team Vitality,"1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1",5
Destrian,Killjoy,"0.87
0.89
0.86","114
128
106","8
4
4","

12
4
8

","3
1
2","-4
0
-4","92
114
77","27%
29%
26%","1
0
1","1
1
0","0
-1
+1",Team Vitality,Lotus,2,Group Stage,Opening (C),Team Vitality,"1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1",5
TakaS,Raze,"1.03
1.07
0.96","213
266
134","14
11
3","

14
10
4

","4
2
2","0
+1
-1","148
182
97","22%
22%
23%","3
3
0","3
1
2","0
+2
-2",Gentle Mates,Lotus,2,Group Stage,Opening (C),Team Vitality,"0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",5
logaN,Killjoy,"0.80
0.87
0.68","214
214
216","15
9
6","

16
8
8

","1
1
0","-1
+1
-2","155
155
156","27%
23%
35%","0
0
0","2
1
1","-2
-1
-1",Gentle Mates,Lotus,2,Group Stage,Opening (C),Team Vitality,"0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",5
Wailers,Omen,"0.74
1.15
0.13","157
206
85","12
10
2","

15
7
8

","3
2
1","-3
+3
-6","93
119
55","33%
32%
40%","0
0
0","0
0
0","0
0
0",Gentle Mates,Lotus,2,Group Stage,Opening (C),Team Vitality,"0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",5
beyAz,Breach,"0.72
0.63
0.86","95
91
102","7
4
3","

13
8
5

","6
6
0","-6
-4
-2","64
53
80","26%
30%
22%","1
0
1","0
0
0","+1
0
+1",Gentle Mates,Lotus,2,Group Stage,Opening (C),Team Vitality,"0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",5
nataNk,Phoenix,"0.47
0.35
0.64","134
112
169","8
4
4","

17
10
7

","4
1
3","-9
-6
-3","88
74
108","31%
29%
33%","2
1
1","9
6
3","-7
-5
-2",Gentle Mates,Lotus,2,Group Stage,Opening (C),Team Vitality,"0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",5
MiniBoo,Raze,"1.74
1.88
1.68","393
441
374","24
8
16","

10
2
8

","4
1
3","+14
+6
+8","241
263
232","24%
19%
27%","5
2
3","0
0
0","+5
+2
+3",Team Heretics,Split,1,Group Stage,Winner's (A),Team Heretics,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1",6
paTiTek,Viper,"1.20
1.22
1.19","208
173
223","14
4
10","

9
2
7

","6
1
5","+5
+2
+3","133
127
135","22%
50%
17%","1
0
1","2
1
1","-1
-1
0",Team Heretics,Split,1,Group Stage,Winner's (A),Team Heretics,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1",6
RieNs,Breach,"1.17
0.94
1.26","227
79
289","13
1
12","

9
3
6

","6
4
2","+4
-2
+6","135
32
178","35%
20%
38%","1
0
1","1
0
1","0
0
0",Team Heretics,Split,1,Group Stage,Winner's (A),Team Heretics,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1",6
benjyfishy,Cypher,"1.12
1.82
0.83","227
352
175","15
7
8","

10
3
7

","3
1
2","+5
+4
+1","137
202
109","42%
50%
37%","0
0
0","4
1
3","-4
-1
-3",Team Heretics,Split,1,Group Stage,Winner's (A),Team Heretics,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1",6
Boo,Omen,"1.00
1.05
0.98","147
173
136","10
3
7","

10
3
7

","5
2
3","0
0
0","90
110
81","27%
25%
28%","2
1
1","1
0
1","+1
+1
0",Team Heretics,Split,1,Group Stage,Winner's (A),Team Heretics,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1",6
N4RRATE,Raze,"0.94
0.93
0.96","255
237
302","13
8
5","

15
11
4

","7
6
1","-2
-3
+1","177
163
211","17%
14%
24%","2
2
0","2
2
0","0
0
0",Karmine Corp,Split,1,Group Stage,Winner's (A),Team Heretics,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0",6
sh1n,Astra,"0.79
0.89
0.54","153
191
66","10
9
1","

16
11
5

","7
3
4","-6
-2
-4","89
110
37","31%
31%
33%","2
2
0","3
1
2","-1
+1
-2",Karmine Corp,Split,1,Group Stage,Winner's (A),Team Heretics,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0",6
MAGNUM,Fade,"0.70
0.87
0.31","169
185
132","8
6
2","

15
10
5

","8
6
2","-7
-4
-3","114
131
74","18%
17%
22%","1
0
1","2
1
1","-1
-1
0",Karmine Corp,Split,1,Group Stage,Winner's (A),Team Heretics,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0",6
tomaszy,Omen,"0.67
0.61
0.80","145
120
207","7
4
3","

16
11
5

","6
5
1","-9
-7
-2","114
105
133","33%
32%
36%","1
0
1","0
0
0","+1
0
+1",Karmine Corp,Split,1,Group Stage,Winner's (A),Team Heretics,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0",6
marteen,Yoru,"0.65
0.74
0.45","149
170
100","10
8
2","

14
10
4

","2
1
1","-4
-2
-2","94
107
63","13%
13%
17%","2
2
0","2
2
0","0
0
0",Karmine Corp,Split,1,Group Stage,Winner's (A),Team Heretics,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0",6
Boo,Omen,"1.73
1.47
1.84","259
177
294","18
4
14","

5
2
3

","7
5
2","+13
+2
+11","185
125
209","31%
20%
34%","3
0
3","0
0
0","+3
0
+3",Team Heretics,Lotus,2,Group Stage,Winner's (A),Team Heretics,"0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6
benjyfishy,Killjoy,"1.58
1.04
1.80","281
208
312","16
4
12","

7
2
5

","4
1
3","+9
+2
+7","199
119
233","27%
38%
26%","1
0
1","0
0
0","+1
0
+1",Team Heretics,Lotus,2,Group Stage,Winner's (A),Team Heretics,"0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6
RieNs,Gekko,"1.37
2.21
1.02","250
495
148","17
9
8","

8
2
6

","4
3
1","+9
+7
+2","179
317
121","37%
47%
28%","4
2
2","0
0
0","+4
+2
+2",Team Heretics,Lotus,2,Group Stage,Winner's (A),Team Heretics,"0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6
paTiTek,Viper,"1.05
1.38
0.92","156
196
140","8
4
4","

9
2
7

","7
2
5","-1
+2
-3","104
130
93","34%
50%
21%","2
0
2","1
0
1","+1
0
+1",Team Heretics,Lotus,2,Group Stage,Winner's (A),Team Heretics,"0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6
MiniBoo,Neon,"1.04
1.19
0.98","188
153
203","11
3
8","

12
2
10

","3
0
3","-1
+1
-2","125
85
142","22%
29%
21%","4
2
2","2
1
1","+2
+1
+1",Team Heretics,Lotus,2,Group Stage,Winner's (A),Team Heretics,"0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6
sh1n,Omen,"1.02
1.08
0.88","171
191
124","11
9
2","

11
7
4

","5
2
3","0
+2
-2","115
124
93","37%
40%
29%","0
0
0","2
2
0","-2
-2
0",Karmine Corp,Lotus,2,Group Stage,Winner's (A),Team Heretics,"1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",6
tomaszy,Viper,"0.86
0.92
0.72","191
210
146","11
9
2","

14
9
5

","5
5
0","-3
0
-3","122
122
123","30%
33%
22%","1
1
0","1
0
1","0
+1
-1",Karmine Corp,Lotus,2,Group Stage,Winner's (A),Team Heretics,"1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",6
