Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Stage,Series,winner,rounds,Id
N4RRATE,Fade,"0.76
0.80
0.65","197
205
180","11
8
3","

15
10
5

","7
6
1","-4
-2
-2","130
129
132","23%
26%
17%","1
0
1","3
2
1","-2
-2
0",Karmine Corp,Lotus,2,Group Stage,Winner's (A),Team Heretics,"1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",6
marteen,Raze,"0.60
0.69
0.38","148
153
138","8
6
2","

15
10
5

","4
3
1","-7
-4
-3","96
101
85","11%
7%
18%","1
1
0","5
3
2","-4
-2
-2",Karmine Corp,Lotus,2,Group Stage,Winner's (A),Team Heretics,"1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",6
MAGNUM,Killjoy,"0.11
0.11
0.12","30
27
38","0
0
0","

15
10
5

","3
3
0","-15
-10
-5","30
27
38","10%
33%
0%","0
0
0","3
3
0","-3
-3
0",Karmine Corp,Lotus,2,Group Stage,Winner's (A),Team Heretics,"1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",6
yetujey,Viper,"1.58
1.62
1.56","262
304
238","19
8
11","

7
4
3

","5
3
2","+12
+4
+8","178
190
172","21%
41%
13%","1
1
0","1
0
1","0
+1
-1",FUT Esports,Split,1,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1",7
MrFaliN,Skye,"1.32
1.59
1.17","222
264
198","16
8
8","

11
3
8

","8
3
5","+5
+5
0","129
127
130","19%
28%
14%","3
0
3","2
0
2","+1
0
+1",FUT Esports,Split,1,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1",7
AtaKaptan,Omen,"1.19
0.73
1.45","213
129
262","15
3
12","

12
5
7

","5
2
3","+3
-2
+5","126
76
155","37%
50%
33%","1
0
1","0
0
0","+1
0
+1",FUT Esports,Split,1,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1",7
cNed,Chamber,"1.12
1.21
1.07","178
236
145","13
6
7","

11
5
6

","2
1
1","+2
+1
+1","125
151
110","40%
56%
31%","4
3
1","2
1
1","+2
+2
0",FUT Esports,Split,1,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1",7
qRaxs,Raze,"0.76
0.38
0.99","180
92
232","11
2
9","

17
6
11

","6
0
6","-6
-4
-2","119
58
154","19%
33%
17%","3
1
2","2
1
1","+1
0
+1",FUT Esports,Split,1,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1",7
Cloud,Breach,"1.19
0.96
1.57","303
290
326","20
12
8","

14
11
3

","6
2
4","+6
+1
+5","195
202
183","31%
22%
64%","2
1
1","0
0
0","+2
+1
+1",GIANTX,Split,1,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",7
nukkye,Cypher,"0.91
0.88
0.97","179
201
144","11
8
3","

13
8
5

","4
2
2","-2
0
-2","118
130
98","30%
42%
14%","0
0
0","0
0
0","0
0
0",GIANTX,Split,1,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",7
Redgar,Omen,"0.73
0.87
0.49","121
155
64","9
7
2","

13
8
5

","10
6
4","-4
-1
-3","69
93
28","36%
41%
20%","0
0
0","3
2
1","-3
-2
-1",GIANTX,Split,1,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",7
Fit1nho,Raze,"0.57
0.52
0.65","184
145
251","11
5
6","

18
11
7

","2
1
1","-7
-6
-1","109
95
133","20%
20%
20%","4
4
0","5
3
2","-1
+1
-2",GIANTX,Split,1,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",7
hoody,Skye,"0.50
0.46
0.58","117
106
136","7
4
3","

16
10
6

","4
1
3","-9
-6
-3","75
68
87","14%
15%
13%","1
0
1","4
2
2","-3
-2
-1",GIANTX,Split,1,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",7
yetujey,Phoenix,"1.07
0.91
1.19","221
239
209","17
7
10","

15
8
7

","5
3
2","+2
-1
+3","148
170
132","28%
28%
29%","4
3
1","2
0
2","+2
+3
-1",FUT Esports,Icebox,2,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0",7
AtaKaptan,Viper,"0.98
0.59
1.27","158
77
219","14
4
10","

14
6
8

","9
1
8","0
-2
+2","104
61
137","36%
43%
33%","0
0
0","3
2
1","-3
-2
-1",FUT Esports,Icebox,2,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0",7
qRaxs,Fade,"0.91
0.83
0.97","168
132
196","12
4
8","

16
6
10

","10
4
6","-4
-2
-2","109
87
126","23%
19%
26%","1
0
1","1
0
1","0
0
0",FUT Esports,Icebox,2,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0",7
cNed,Chamber,"0.86
0.78
0.92","201
170
224","14
5
9","

17
8
9

","2
0
2","-3
-3
0","139
112
159","14%
15%
13%","3
1
2","2
2
0","+1
-1
+2",FUT Esports,Icebox,2,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0",7
MrFaliN,Sova,"0.84
0.68
0.95","220
147
276","15
4
11","

19
8
11

","10
4
6","-4
-4
0","141
94
177","23%
25%
23%","2
0
2","3
1
2","-1
-1
0",FUT Esports,Icebox,2,Group Stage,Elimination (A),FUT Esports,"1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0",7
Cloud,Sova,"1.36
1.29
1.44","223
207
245","17
10
7","

13
8
5

","2
1
1","+4
+2
+2","167
167
167","33%
33%
32%","2
0
2","1
0
1","+1
0
+1",GIANTX,Icebox,2,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1",7
nukkye,Killjoy,"1.34
1.25
1.45","265
274
255","21
13
8","

12
8
4

","4
2
2","+9
+5
+4","199
209
186","31%
34%
25%","2
1
1","0
0
0","+2
+1
+1",GIANTX,Icebox,2,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1",7
Fit1nho,Raze,"1.17
0.48
2.09","289
158
465","21
5
16","

15
11
4

","3
3
0","+6
-6
+12","194
112
304","29%
17%
36%","3
2
1","3
3
0","0
-1
+1",GIANTX,Icebox,2,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1",7
hoody,Viper,"1.03
1.20
0.81","235
315
131","16
13
3","

15
9
6

","11
4
7","+1
+4
-3","167
228
84","28%
32%
15%","1
0
1","1
1
0","0
-1
+1",GIANTX,Icebox,2,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1",7
Redgar,Omen,"0.54
0.56
0.51","88
138
23","6
5
1","

17
12
5

","6
4
2","-11
-7
-4","55
90
8","43%
55%
0%","3
3
0","5
2
3","-2
+1
-3",GIANTX,Icebox,2,Group Stage,Elimination (A),FUT Esports,"0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1",7
AtaKaptan,Viper,"1.60
1.55
1.69","277
311
226","20
13
7","

8
6
2

","5
4
1","+12
+7
+5","173
186
153","35%
42%
25%","1
0
1","0
0
0","+1
0
+1",FUT Esports,Sunset,3,Group Stage,Elimination (A),FUT Esports,"1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
cNed,Raze,"1.38
1.23
1.60","269
227
333","20
10
10","

12
7
5

","4
2
2","+8
+3
+5","165
133
212","24%
26%
22%","4
1
3","2
1
1","+2
0
+2",FUT Esports,Sunset,3,Group Stage,Elimination (A),FUT Esports,"1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
qRaxs,Fade,"1.37
1.30
1.48","298
260
356","19
10
9","

12
7
5

","12
5
7","+7
+3
+4","185
162
219","34%
55%
24%","2
2
0","1
1
0","+1
+1
0",FUT Esports,Sunset,3,Group Stage,Elimination (A),FUT Esports,"1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
yetujey,Cypher,"1.27
1.08
1.56","201
211
186","16
10
6","

8
7
1

","2
0
2","+8
+3
+5","135
138
130","47%
40%
58%","5
3
2","2
2
0","+3
+1
+2",FUT Esports,Sunset,3,Group Stage,Elimination (A),FUT Esports,"1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
MrFaliN,Omen,"0.86
0.73
1.05","109
89
140","6
2
4","

12
7
5

","14
9
5","-6
-5
-1","67
61
76","6%
0%
15%","0
0
0","3
2
1","-3
-2
-1",FUT Esports,Sunset,3,Group Stage,Elimination (A),FUT Esports,"1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
nukkye,Sage,"0.90
0.59
1.10","207
161
239","13
4
9","

16
7
9

","7
4
3","-3
-3
0","133
87
164","19%
13%
22%","3
0
3","1
0
1","+2
0
+2",GIANTX,Sunset,3,Group Stage,Elimination (A),FUT Esports,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Cloud,Fade,"0.81
0.22
1.20","157
93
200","10
2
8","

14
8
6

","4
2
2","-4
-6
+2","100
55
130","25%
13%
30%","0
0
0","2
1
1","-2
-1
-1",GIANTX,Sunset,3,Group Stage,Elimination (A),FUT Esports,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
hoody,Breach,"0.78
1.06
0.59","158
238
106","11
6
5","

16
7
9

","7
3
4","-5
-1
-4","101
166
58","37%
37%
36%","2
1
1","1
1
0","+1
0
+1",GIANTX,Sunset,3,Group Stage,Elimination (A),FUT Esports,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Fit1nho,Raze,"0.67
0.38
0.86","130
86
159","9
2
7","

16
7
9

","1
1
0","-7
-5
-2","90
72
103","23%
22%
24%","1
0
1","5
4
1","-4
-4
0",GIANTX,Sunset,3,Group Stage,Elimination (A),FUT Esports,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Redgar,Omen,"0.48
0.62
0.38","141
156
131","9
4
5","

19
7
12

","3
2
1","-10
-3
-7","97
110
89","28%
25%
29%","2
1
1","3
0
3","-1
+1
-2",GIANTX,Sunset,3,Group Stage,Elimination (A),FUT Esports,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Shao,Omen,"1.39
2.26
0.80","267
333
224","20
10
10","

11
1
10

","6
4
2","+9
+9
0","188
239
154","42%
43%
41%","2
1
1","1
0
1","+1
+1
0",Natus Vincere,Split,1,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",8
ardiis,Breach,"1.20
1.43
1.04","214
192
230","15
5
10","

13
4
9

","11
8
3","+2
+1
+1","121
104
133","25%
12%
33%","1
1
0","3
1
2","-2
0
-2",Natus Vincere,Split,1,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",8
SUYGETSU,Viper,"1.10
1.67
0.71","171
222
139","15
9
6","

11
1
10

","2
1
1","+4
+8
-4","106
145
80","32%
31%
33%","1
0
1","3
0
3","-2
0
-2",Natus Vincere,Split,1,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",8
Zyppan,Raze,"1.06
1.04
1.07","251
264
243","17
7
10","

16
6
10

","4
1
3","+1
+1
0","162
177
152","27%
28%
27%","3
2
1","4
3
1","-1
-1
0",Natus Vincere,Split,1,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",8
ANGE1,Fade,"0.97
1.48
0.63","157
245
100","10
8
2","

12
3
9

","10
6
4","-2
+5
-7","106
158
72","25%
43%
11%","1
0
1","1
0
1","0
0
0",Natus Vincere,Split,1,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",8
Keiko,Raze,"1.37
1.61
1.00","312
336
279","23
15
8","

14
6
8

","2
2
0","+9
+9
0","201
225
166","32%
36%
22%","7
6
1","1
1
0","+6
+5
+1",Team Liquid,Split,1,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Mistic,Omen,"0.81
1.10
0.37","190
239
119","14
11
3","

16
10
6

","4
4
0","-2
+1
-3","138
178
78","43%
43%
43%","0
0
0","1
1
0","-1
-1
0",Team Liquid,Split,1,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
nAts,Cypher,"0.80
1.10
0.36","139
180
79","9
8
1","

15
8
7

","5
4
1","-6
0
-6","96
120
60","27%
30%
20%","2
1
1","3
2
1","-1
-1
0",Team Liquid,Split,1,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Jamppi,Viper,"0.77
1.16
0.19","192
266
81","12
11
1","

16
8
8

","6
3
3","-4
+3
-7","145
206
54","47%
47%
50%","2
1
1","3
0
3","-1
+1
-2",Team Liquid,Split,1,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Enzo,Skye,"0.52
0.81
0.09","91
95
87","5
3
2","

16
8
8

","5
5
0","-11
-5
-6","68
77
53","17%
15%
20%","1
0
1","0
0
0","+1
0
+1",Team Liquid,Split,1,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",8
Zyppan,Sova,"1.51
0.58
2.91","276
106
531","20
4
16","

10
9
1

","4
1
3","+10
-5
+15","176
69
338","41%
20%
48%","2
1
1","0
0
0","+2
+1
+1",Natus Vincere,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
ardiis,Yoru,"1.33
1.00
1.82","289
257
338","23
14
9","

13
9
4

","6
1
5","+10
+5
+5","180
163
205","17%
23%
10%","3
1
2","3
2
1","0
-1
+1",Natus Vincere,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
SUYGETSU,Cypher,"0.88
0.56
1.36","137
140
135","10
6
4","

12
10
2

","6
3
3","-2
-4
+2","92
95
86","33%
31%
36%","0
0
0","2
2
0","-2
-2
0",Natus Vincere,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
Shao,Viper,"0.78
0.83
0.70","159
177
133","11
7
4","

12
8
4

","3
3
0","-1
-1
0","108
122
89","32%
47%
14%","1
0
1","3
1
2","-2
-1
-1",Natus Vincere,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
ANGE1,Omen,"0.65
0.78
0.45","164
175
149","12
7
5","

16
9
7

","3
3
0","-4
-2
-2","127
137
111","22%
16%
36%","3
2
1","3
3
0","0
-1
+1",Natus Vincere,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1",8
Jamppi,Kayo,"1.22
0.93
1.42","212
216
210","16
6
10","

14
7
7

","5
2
3","+2
-1
+3","144
132
152","38%
27%
47%","2
1
1","1
1
0","+1
0
+1",Team Liquid,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
nAts,Cypher,"1.04
0.80
1.19","264
274
258","17
6
11","

15
8
7

","1
0
1","+2
-2
+4","165
183
154","34%
36%
32%","4
2
2","3
2
1","+1
0
+1",Team Liquid,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Mistic,Viper,"0.96
0.59
1.21","213
157
252","15
4
11","

17
8
9

","2
1
1","-2
-4
+2","133
99
155","42%
33%
48%","1
0
1","1
1
0","0
-1
+1",Team Liquid,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Enzo,Sova,"0.70
0.26
0.99","115
68
148","7
1
6","

15
8
7

","5
4
1","-8
-7
-1","88
56
109","15%
0%
20%","2
0
2","1
0
1","+1
0
+1",Team Liquid,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Keiko,Yoru,"0.69
0.11
1.09","114
58
152","8
1
7","

15
8
7

","4
1
3","-7
-7
0","73
40
95","27%
14%
33%","2
0
2","3
1
2","-1
-1
0",Team Liquid,Breeze,2,Group Stage,Winner's (B),Natus Vincere,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0",8
Elite,Viper,"1.16
0.99
1.25","262
217
285","15
4
11","

12
4
8

","5
1
4","+3
0
+3","166
136
180","46%
57%
43%","3
1
2","3
0
3","0
+1
-1",BBL Esports,Bind,1,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
reazy,Skye,"0.90
1.10
0.79","210
297
167","13
6
7","

14
4
10

","3
0
3","-1
+2
-3","141
195
114","33%
40%
29%","1
1
0","1
0
1","0
+1
-1",BBL Esports,Bind,1,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
pAura,Breach,"0.76
0.72
0.78","116
117
115","7
3
4","

13
5
8

","8
2
6","-6
-2
-4","71
65
75","36%
38%
36%","1
0
1","1
0
1","0
0
0",BBL Esports,Bind,1,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Brave,Brimstone,"0.64
0.90
0.52","128
149
119","8
4
4","

13
3
10

","2
1
1","-5
+1
-6","91
98
88","35%
36%
33%","0
0
0","2
1
1","-2
-1
-1",BBL Esports,Bind,1,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
QutionerX,Raze,"0.48
0.65
0.39","168
217
144","9
4
5","

16
5
11

","1
1
0","-7
-1
-6","113
154
92","10%
11%
9%","3
2
1","3
1
2","0
+1
-1",BBL Esports,Bind,1,Group Stage,Elimination (B),KOI,"0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
ShadoW,Fade,"1.36
1.51
1.05","217
225
204","16
11
5","

9
4
5

","9
8
1","+7
+7
0","131
137
120","13%
15%
11%","2
1
1","3
2
1","-1
-1
0","Movistar KOI						
							(KOI)",Bind,1,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
starxo,Skye,"1.34
1.58
0.86","216
276
99","15
13
2","

8
6
2

","7
6
1","+7
+7
0","141
184
54","32%
29%
67%","2
1
1","0
0
0","+2
+1
+1","Movistar KOI						
							(KOI)",Bind,1,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
sheydos,Viper,"1.27
1.56
0.68","203
247
116","14
11
3","

10
5
5

","4
2
2","+4
+6
-2","145
185
65","30%
48%
10%","1
1
0","2
0
2","-1
+1
-2","Movistar KOI						
							(KOI)",Bind,1,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
kamo,Raze,"1.15
1.18
1.09","241
240
245","13
9
4","

13
7
6

","5
3
2","0
+2
-2","171
177
159","23%
20%
33%","3
3
0","3
2
1","0
+1
-1","Movistar KOI						
							(KOI)",Bind,1,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
grubinho,Brimstone,"1.09
0.80
1.67","179
155
228","10
5
5","

12
10
2

","15
13
2","-2
-5
+3","105
86
144","19%
11%
31%","2
2
0","0
0
0","+2
+2
0","Movistar KOI						
							(KOI)",Bind,1,Group Stage,Elimination (B),KOI,"1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
reazy,Skye,"1.05
1.22
0.90","210
282
145","18
12
6","

15
8
7

","7
5
2","+3
+4
-1","127
153
104","35%
47%
24%","1
0
1","2
1
1","-1
-1
0",BBL Esports,Split,2,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
QutionerX,Raze,"0.98
0.90
1.06","243
239
247","18
8
10","

19
10
9

","6
4
2","-1
-2
+1","172
181
164","35%
33%
38%","4
2
2","4
3
1","0
-1
+1",BBL Esports,Split,2,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
Elite,Viper,"0.93
0.95
0.91","239
218
258","20
9
11","

18
8
10

","3
1
2","+2
+1
+1","148
139
156","51%
45%
57%","3
1
2","4
1
3","-1
0
-1",BBL Esports,Split,2,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
pAura,Breach,"0.79
0.94
0.65","141
191
97","12
7
5","

18
11
7

","5
5
0","-6
-4
-2","94
126
65","23%
21%
25%","1
1
0","2
1
1","-1
0
-1",BBL Esports,Split,2,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
Brave,Omen,"0.52
0.41
0.63","92
67
115","8
3
5","

17
9
8

","2
2
0","-9
-6
-3","69
54
82","38%
57%
29%","0
0
0","2
1
1","-2
-1
-1",BBL Esports,Split,2,Group Stage,Elimination (B),KOI,"1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0",9
kamo,Raze,"1.43
1.40
1.46","340
311
372","24
12
12","

17
8
9

","10
3
7","+7
+4
+3","220
191
251","15%
14%
15%","6
4
2","4
3
1","+2
+1
+1","Movistar KOI						
							(KOI)",Split,2,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
starxo,Fade,"1.23
1.21
1.25","200
206
193","18
8
10","

14
7
7

","9
6
3","+4
+1
+3","134
143
123","25%
24%
26%","3
2
1","1
0
1","+2
+2
0","Movistar KOI						
							(KOI)",Split,2,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
sheydos,Viper,"1.16
1.25
1.07","166
174
159","15
9
6","

11
5
6

","6
2
4","+4
+4
0","122
114
130","22%
19%
25%","1
0
1","0
0
0","+1
0
+1","Movistar KOI						
							(KOI)",Split,2,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
ShadoW,Breach,"1.15
1.25
1.04","216
226
206","18
9
9","

16
8
8

","10
5
5","+2
+1
+1","127
142
110","19%
20%
17%","2
1
1","3
2
1","-1
-1
0","Movistar KOI						
							(KOI)",Split,2,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
grubinho,Omen,"0.69
0.57
0.82","137
84
196","12
4
8","

18
9
9

","6
3
3","-6
-5
-1","82
62
105","38%
71%
26%","2
0
2","1
0
1","+1
0
+1","Movistar KOI						
							(KOI)",Split,2,Group Stage,Elimination (B),KOI,"0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1",9
