Player Name,Map Name,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team Name,Map #,Id,Unique Enum,Stage,Series
Cryocells,Icebox,[19],[15],"[7, 21]",,[15],,,,,67,0,1,100T,3,295611,2956113,Group Stage,Opening (B)
Melser,Icebox,"[18, 21]",[22],,,,[22],,,,49,6,0,KRÜ,1,295615,2956151,Group Stage,Opening (C)
keznit,Icebox,"[3, 18]","[16, 21]",,[20],,,,,,64,0,0,KRÜ,1,295615,2956151,Group Stage,Opening (C)
Klaus,Icebox,"[7, 10, 12, 17]",,,,,,,,,64,2,1,KRÜ,1,295615,2956151,Group Stage,Opening (C)
Shyy,Icebox,,[19],,[9],"[8, 19]",,,,,95,1,0,KRÜ,1,295615,2956151,Group Stage,Opening (C)
mta,Icebox,"[1, 6, 8, 10, 11]",,,,,,,,,44,0,0,KRÜ,1,295615,2956151,Group Stage,Opening (C)
valyn,Icebox,"[4, 5, 22]","[7, 13]",[8],,,,,,,82,4,1,G2,1,295615,2956151,Group Stage,Opening (C)
JonahP,Icebox,,,[2],,[12],,,,,37,0,0,G2,1,295615,2956151,Group Stage,Opening (C)
neT,Icebox,[19],,,,,,,,,31,0,0,G2,1,295615,2956151,Group Stage,Opening (C)
leaf,Icebox,[9],,[1],,,,,,,48,1,0,G2,1,295615,2956151,Group Stage,Opening (C)
trent,Icebox,"[12, 14, 22]",,,,,,,,,44,2,1,G2,1,295615,2956151,Group Stage,Opening (C)
Melser,Sunset,"[5, 12]",,,,,,,,,37,2,0,KRÜ,2,295615,2956152,Group Stage,Opening (C)
keznit,Sunset,"[4, 12, 18, 21]",,,,,,,,,47,0,1,KRÜ,2,295615,2956152,Group Stage,Opening (C)
Klaus,Sunset,"[6, 8, 13, 15, 20]",,,,[20],,,,,58,6,0,KRÜ,2,295615,2956152,Group Stage,Opening (C)
Shyy,Sunset,[14],,,,,,,,,28,1,0,KRÜ,2,295615,2956152,Group Stage,Opening (C)
mta,Sunset,"[6, 14]",,[3],,,,,,,39,0,1,KRÜ,2,295615,2956152,Group Stage,Opening (C)
valyn,Sunset,"[6, 16, 19]",,[20],,,,,,,73,5,0,G2,2,295615,2956152,Group Stage,Opening (C)
JonahP,Sunset,"[2, 3, 10, 11, 17]",[21],,[8],,,,,,81,0,2,G2,2,295615,2956152,Group Stage,Opening (C)
neT,Sunset,"[1, 22]",,,,,,,,,45,1,0,G2,2,295615,2956152,Group Stage,Opening (C)
leaf,Sunset,"[17, 18, 22]","[2, 10, 11]",,,,,,,,54,2,1,G2,2,295615,2956152,Group Stage,Opening (C)
trent,Sunset,"[9, 16]",,[15],,,,,,,46,1,0,G2,2,295615,2956152,Group Stage,Opening (C)
Melser,Ascent,[5],,,,,,,,,27,2,0,KRÜ,3,295615,2956153,Group Stage,Opening (C)
keznit,Ascent,"[4, 8, 14, 20, 21]","[1, 2, 11, 17]",,,,,,,,96,1,0,KRÜ,3,295615,2956153,Group Stage,Opening (C)
Klaus,Ascent,"[6, 7, 13, 21]",[20],,,,,,,,55,2,1,KRÜ,3,295615,2956153,Group Stage,Opening (C)
Shyy,Ascent,"[1, 7, 11, 24]",,,,"[11, 21]",,,,,78,2,1,KRÜ,3,295615,2956153,Group Stage,Opening (C)
mta,Ascent,"[4, 8, 10, 15]",,,,,,,,,38,1,0,KRÜ,3,295615,2956153,Group Stage,Opening (C)
valyn,Ascent,[3],,,,,,,,,38,4,1,G2,3,295615,2956153,Group Stage,Opening (C)
JonahP,Ascent,"[9, 11, 13, 14, 24]","[3, 22]",,,"[14, 20]",[14],,,,57,2,0,G2,3,295615,2956153,Group Stage,Opening (C)
neT,Ascent,"[5, 20, 21]",[6],,,,,,,,47,2,0,G2,3,295615,2956153,Group Stage,Opening (C)
leaf,Ascent,"[9, 13, 16]","[18, 19]",,,,,,,,45,0,0,G2,3,295615,2956153,Group Stage,Opening (C)
trent,Ascent,,"[5, 12]",,,[5],,,,,64,2,1,G2,3,295615,2956153,Group Stage,Opening (C)
mwzera,Split,"[4, 7, 10, 17, 18]",,[21],,,,,,,69,0,0,FUR,1,295608,2956081,Group Stage,Elimination (A)
kon4n,Split,"[10, 22]",,,,[10],,,,,47,5,0,FUR,1,295608,2956081,Group Stage,Elimination (A)
Khalil,Split,"[13, 17]",[7],,,,,,,,42,0,0,FUR,1,295608,2956081,Group Stage,Elimination (A)
liazzi,Split,[18],,,,,,,,,30,1,0,FUR,1,295608,2956081,Group Stage,Elimination (A)
havoc,Split,"[9, 12]","[13, 14]",,,,,,,,50,2,0,FUR,1,295608,2956081,Group Stage,Elimination (A)
frz,Split,"[2, 5, 10, 22]","[14, 18, 19]",,,"[18, 22]",,,,,79,2,1,MIBR,1,295608,2956081,Group Stage,Elimination (A)
RgLMeister,Split,[8],,,,[17],,,,,42,4,0,MIBR,1,295608,2956081,Group Stage,Elimination (A)
artzin,Split,"[17, 22]",,,,,,,,,43,0,0,MIBR,1,295608,2956081,Group Stage,Elimination (A)
mazin,Split,"[3, 15, 16]",,,,,,,,,37,2,0,MIBR,1,295608,2956081,Group Stage,Elimination (A)
jzz,Split,"[1, 2, 15, 19]",[20],,,,,,,,54,0,0,MIBR,1,295608,2956081,Group Stage,Elimination (A)
mwzera,Breeze,"[3, 11, 20]",,,,,,,,,58,1,0,FUR,2,295608,2956082,Group Stage,Elimination (A)
kon4n,Breeze,"[8, 15]",[5],,,,,,,,50,2,0,FUR,2,295608,2956082,Group Stage,Elimination (A)
Khalil,Breeze,"[3, 4, 21, 22]",[23],,,,,,,,44,2,1,FUR,2,295608,2956082,Group Stage,Elimination (A)
liazzi,Breeze,[23],[10],,,,,,,,51,3,1,FUR,2,295608,2956082,Group Stage,Elimination (A)
havoc,Breeze,"[4, 7, 15, 16, 17]","[9, 11]",,,,,,,,60,1,0,FUR,2,295608,2956082,Group Stage,Elimination (A)
frz,Breeze,"[1, 3]",[20],,,,,,,,52,0,0,MIBR,2,295608,2956082,Group Stage,Elimination (A)
RgLMeister,Breeze,"[2, 8, 9, 13, 22, 24]",,,,,[22],,,,49,5,4,MIBR,2,295608,2956082,Group Stage,Elimination (A)
artzin,Breeze,[21],"[6, 14]",[19],,[20],,,,,69,0,1,MIBR,2,295608,2956082,Group Stage,Elimination (A)
mazin,Breeze,[1],,,,,,,,,31,1,0,MIBR,2,295608,2956082,Group Stage,Elimination (A)
jzz,Breeze,"[11, 14, 18, 22]",,,,,,,,,48,0,1,MIBR,2,295608,2956082,Group Stage,Elimination (A)
TenZ,Lotus,"[1, 10, 11]",,,,[17],,,,,53,2,1,SEN,1,295613,2956131,Group Stage,Elimination (B)
Sacy,Lotus,"[4, 8]",,,,,,,,,59,8,2,SEN,1,295613,2956131,Group Stage,Elimination (B)
Zellsis,Lotus,"[3, 13, 17]",,,,,,,,,70,0,0,SEN,1,295613,2956131,Group Stage,Elimination (B)
johnqt,Lotus,[18],"[7, 14]",[12],,,,,,,56,1,0,SEN,1,295613,2956131,Group Stage,Elimination (B)
zekken,Lotus,"[3, 7, 13, 18]","[2, 9]",,,,,,,,70,0,0,SEN,1,295613,2956131,Group Stage,Elimination (B)
Asuna,Lotus,[16],,,,,,,,,47,4,1,100T,1,295613,2956131,Group Stage,Elimination (B)
Boostio,Lotus,[17],,,,,,,,,37,1,0,100T,1,295613,2956131,Group Stage,Elimination (B)
eeiu,Lotus,[5],,,,,,,,,26,0,1,100T,1,295613,2956131,Group Stage,Elimination (B)
bang,Lotus,"[6, 15]",,,,,[7],,,,57,0,0,100T,1,295613,2956131,Group Stage,Elimination (B)
Cryocells,Lotus,"[6, 12, 17]",,,,,,,,,60,0,0,100T,1,295613,2956131,Group Stage,Elimination (B)
TenZ,Bind,"[4, 7]",[3],[14],,,,,,,67,0,0,SEN,2,295613,2956132,Group Stage,Elimination (B)
Sacy,Bind,"[3, 11, 17]",,,,,,,,,41,1,1,SEN,2,295613,2956132,Group Stage,Elimination (B)
Zellsis,Bind,[16],[13],,,,,,,,46,2,1,SEN,2,295613,2956132,Group Stage,Elimination (B)
johnqt,Bind,,"[1, 5]",,,,,,,,55,2,1,SEN,2,295613,2956132,Group Stage,Elimination (B)
zekken,Bind,,"[8, 12]",,,,,,,,46,0,0,SEN,2,295613,2956132,Group Stage,Elimination (B)
Asuna,Bind,"[6, 9, 11, 18, 19]",[8],,,[11],,,,,60,1,0,100T,2,295613,2956132,Group Stage,Elimination (B)
Boostio,Bind,"[1, 16]",[12],,,,,[12],,,55,8,0,100T,2,295613,2956132,Group Stage,Elimination (B)
eeiu,Bind,"[11, 18, 19]",,,,,,,,,50,0,1,100T,2,295613,2956132,Group Stage,Elimination (B)
bang,Bind,[17],[16],,,,,,,,54,0,1,100T,2,295613,2956132,Group Stage,Elimination (B)
Cryocells,Bind,"[2, 6]",,,,,,,,,52,1,1,100T,2,295613,2956132,Group Stage,Elimination (B)
TenZ,Split,"[2, 5, 8, 9]",[16],,,,,,,,54,2,0,SEN,3,295613,2956133,Group Stage,Elimination (B)
Sacy,Split,"[2, 12, 15, 20, 21]",[19],,,,,,,,65,5,1,SEN,3,295613,2956133,Group Stage,Elimination (B)
Zellsis,Split,"[1, 13, 17, 21]",,,,,,,,,62,1,1,SEN,3,295613,2956133,Group Stage,Elimination (B)
johnqt,Split,"[1, 12]","[10, 18]",,,,,,,,64,1,0,SEN,3,295613,2956133,Group Stage,Elimination (B)
zekken,Split,"[4, 7, 9, 16, 20]",[5],,,,,,,,77,0,1,SEN,3,295613,2956133,Group Stage,Elimination (B)
Asuna,Split,,[1],,,,,,,,39,0,0,100T,3,295613,2956133,Group Stage,Elimination (B)
Boostio,Split,[10],,,,,,,,,49,5,1,100T,3,295613,2956133,Group Stage,Elimination (B)
eeiu,Split,,[9],[3],,,,[9],,,45,1,1,100T,3,295613,2956133,Group Stage,Elimination (B)
bang,Split,"[20, 21]","[6, 7]",,,,,,,,47,0,1,100T,3,295613,2956133,Group Stage,Elimination (B)
Cryocells,Split,,"[13, 14]",[15],,[13],,[15],,,43,0,0,100T,3,295613,2956133,Group Stage,Elimination (B)
crashies,Sunset,"[2, 4]",,,,,[2],,,,45,1,2,NRG,1,295607,2956071,Group Stage,Winner's (A)
Victor,Sunset,"[11, 13]","[5, 18]",,,,,,,,60,0,0,NRG,1,295607,2956071,Group Stage,Winner's (A)
Marved,Sunset,[13],[20],,,,,,,,46,1,1,NRG,1,295607,2956071,Group Stage,Winner's (A)
Ethan,Sunset,"[4, 9, 19]",[10],,,[16],,,,,58,4,0,NRG,1,295607,2956071,Group Stage,Winner's (A)
Demon1,Sunset,"[3, 12]","[7, 9, 14]",[16],,,,,,,102,1,0,NRG,1,295607,2956071,Group Stage,Winner's (A)
wippie,Sunset,"[1, 14]","[2, 16]",,,[14],,,,,53,2,1,C9,1,295607,2956071,Group Stage,Winner's (A)
vanity,Sunset,[11],,,,,,,,,47,5,1,C9,1,295607,2956071,Group Stage,Winner's (A)
Xeppaa,Sunset,"[1, 15]",[7],,,,,,,,50,0,0,C9,1,295607,2956071,Group Stage,Winner's (A)
jakee,Sunset,"[3, 14]",,,,,,,,,42,0,0,C9,1,295607,2956071,Group Stage,Winner's (A)
OXY,Sunset,"[7, 8, 15, 17]",,,,[7],,,,,32,0,0,C9,1,295607,2956071,Group Stage,Winner's (A)
crashies,Ascent,[11],[17],,,,,,,,47,1,1,NRG,2,295607,2956072,Group Stage,Winner's (A)
Victor,Ascent,"[7, 13, 25]",[8],[1],,[13],,,,,63,2,1,NRG,2,295607,2956072,Group Stage,Winner's (A)
Marved,Ascent,"[9, 14]","[6, 12]",,,,,,,,42,2,0,NRG,2,295607,2956072,Group Stage,Winner's (A)
Ethan,Ascent,"[15, 21, 26]",,,,,,,,,36,2,1,NRG,2,295607,2956072,Group Stage,Winner's (A)
Demon1,Ascent,"[12, 15, 18, 24]",[23],,,,,,,,45,0,0,NRG,2,295607,2956072,Group Stage,Winner's (A)
wippie,Ascent,"[13, 18, 20, 26]",,,,,,,,,39,0,0,C9,2,295607,2956072,Group Stage,Winner's (A)
vanity,Ascent,"[8, 9, 13]","[10, 21]",,,[8],,,,,75,5,2,C9,2,295607,2956072,Group Stage,Winner's (A)
Xeppaa,Ascent,"[5, 6, 9]",[22],,,,,,,,45,1,0,C9,2,295607,2956072,Group Stage,Winner's (A)
jakee,Ascent,"[4, 8]",[3],,,,,,,,41,1,0,C9,2,295607,2956072,Group Stage,Winner's (A)
OXY,Ascent,"[4, 7, 11, 15, 19, 24]",,,,,,,,,50,1,0,C9,2,295607,2956072,Group Stage,Winner's (A)
saadhak,Bind,"[1, 3, 9, 16]",,,,,,,,,58,4,1,LOUD,1,295612,2956121,Group Stage,Winner's (B)
Quick,Bind,"[11, 13, 15]",[23],,,,,,,,39,0,0,LOUD,1,295612,2956121,Group Stage,Winner's (B)
tuyz,Bind,"[12, 18, 21]",,,,,,,,,51,0,1,LOUD,1,295612,2956121,Group Stage,Winner's (B)
cauanzin,Bind,"[7, 17]",[22],,,,,,,,49,5,0,LOUD,1,295612,2956121,Group Stage,Winner's (B)
Less,Bind,"[10, 14, 21]",,,,,,,,,53,1,1,LOUD,1,295612,2956121,Group Stage,Winner's (B)
C0M,Bind,"[7, 19, 24]",[8],,,,,,,,43,2,1,LEV,1,295612,2956121,Group Stage,Winner's (B)
tex,Bind,"[4, 6, 19]",[2],,,,,,,,55,6,0,LEV,1,295612,2956121,Group Stage,Winner's (B)
Mazino,Bind,"[2, 11]",[12],,,[4],[12],,,,58,3,1,LEV,1,295612,2956121,Group Stage,Winner's (B)
aspas,Bind,"[4, 9]",,,,,,,,,47,0,0,LEV,1,295612,2956121,Group Stage,Winner's (B)
kiNgg,Bind,[6],"[1, 18, 20]",[5],,,[1],,,,78,1,0,LEV,1,295612,2956121,Group Stage,Winner's (B)
saadhak,Split,"[14, 19]",,,,,,,,,40,1,1,LOUD,2,295612,2956122,Group Stage,Winner's (B)
Quick,Split,"[1, 2, 13]",[9],,,,,,,,42,1,1,LOUD,2,295612,2956122,Group Stage,Winner's (B)
tuyz,Split,"[3, 6]","[8, 13]",,,[13],,,,,58,1,0,LOUD,2,295612,2956122,Group Stage,Winner's (B)
cauanzin,Split,"[9, 10, 14, 20]",[23],,,,,,,,54,5,1,LOUD,2,295612,2956122,Group Stage,Winner's (B)
Less,Split,"[1, 3, 11, 12, 20, 22]",[18],[16],,[16],,,,,84,1,0,LOUD,2,295612,2956122,Group Stage,Winner's (B)
C0M,Split,"[4, 7, 13, 17]",,,,,,,,,40,5,0,LEV,2,295612,2956122,Group Stage,Winner's (B)
tex,Split,"[6, 17, 23]",,,,,,,,,39,0,0,LEV,2,295612,2956122,Group Stage,Winner's (B)
Mazino,Split,,[8],,,,,,,,30,3,0,LEV,2,295612,2956122,Group Stage,Winner's (B)
aspas,Split,"[15, 19]",,,,"[3, 8, 18]",[19],,,,43,1,1,LEV,2,295612,2956122,Group Stage,Winner's (B)
kiNgg,Split,"[15, 20]",[5],[18],,,,,,,67,0,1,LEV,2,295612,2956122,Group Stage,Winner's (B)
saadhak,Ascent,"[1, 3, 15]",,,,,,,,,41,0,0,LOUD,3,295612,2956123,Group Stage,Winner's (B)
Quick,Ascent,"[1, 2, 12]","[4, 9]",,,,,,,,62,2,0,LOUD,3,295612,2956123,Group Stage,Winner's (B)
tuyz,Ascent,"[2, 6]","[7, 20]",,,,,,,,64,1,1,LOUD,3,295612,2956123,Group Stage,Winner's (B)
